0.97618365,1.1614754,0.9538458,0.9986713,0.89262277,
0.37182522,0.064422704,0.0065039936,0.27933472,0.2853545,

0.82026535,0.9999034,0.99888647,0.82026535,0.9870933,
0.21065485,0.0069119334,0.15211064,0.21065485,0.22232181,

0.68703306,0.88020676,0.88020676,0.88020676,0.88020676,
0.430901,0.43748626,0.49916416,0.48659927,0.49916416,

0.43340212,0.9913498,0.4296065,0.30286217,0.30286217,
0.32773352,0.15382141,0.27399284,0.47298115,0.47298115,

0.9994917,0.8951614,0.92365456,0.92365456,0.9994917,
0.25206554,0.22187307,0.3979346,0.3979346,0.26574382,

0.9041727,0.21223915,1.0326797,1.1390194,0.99423283,
0.3321225,0.3193773,0.07478141,0.1009264,0.31985512,

