0,0.565066974,0.486973871,0.508898084,0.5000515,1,1,0.51692,0.475804591
0.007462687,0.050840504,0.464182941,0.504802732,0.501009394,1,1,0.51528,0.496153808
0.014925373,0.103643662,0.612515827,0.521205417,0.515491101,0.6667,1,0.50552,0.509362244
0.02238806,0.140091369,0.415378122,0.491623142,0.537975857,0.75,1,0.57973,0.513644706
0.029850746,0.157644372,0.236043433,0.469720984,0.555393045,0.8,0.8,0.48616,0.557853353
0.037313433,0.219240664,0.770632698,0.494867513,0.515336602,0.8333,0.8333,0.44068,0.561012547
0.044776119,0.116151424,0.768023635,0.49886713,0.510701632,0.8571,0.8571,0.44161,0.560170095
0.052238806,0.220027943,0.768023635,0.499941495,0.494623434,0.75,0.875,0.42394,0.594269324
0.059701493,0.220105562,0.469938227,0.516269719,0.48907177,0.7778,0.8889,0.40887,0.592905355
0.067164179,0.219240664,0.621609178,0.524641258,0.488093276,0.8,0.9,0.40659,0.591741969
0.074626866,0.219240664,0.177569735,0.519077961,0.495447429,0.8182,0.9091,0.41154,0.576537725
0.082089552,0.049897986,0.452480528,0.527268666,0.485477093,0.75,0.9167,0.4304,0.582485031
0.089552239,0.072474053,0.768023635,0.52306694,0.496487722,0.7692,0.9231,0.4216,0.585313262
0.097014925,0.220083385,0.672332425,0.51450393,0.504810069,0.7857,0.8571,0.4131,0.597629101
0.104477612,0.153552737,0.085945593,0.510812795,0.510475033,0.8,0.8667,0.40456,0.602713897
0.111940299,0.109531624,0.768023635,0.482687828,0.525121539,0.8125,0.875,0.34651,0.773049574
0.119402985,0.066741329,0.322180869,0.487134211,0.525080339,0.8235,0.8824,0.21305,0.786097544
0.126865672,0.077364056,0.208226221,0.453371486,0.537265162,0.7778,0.8889,0.23422,0.778716064
0.134328358,0.219240664,0.151786057,0.481475178,0.534494479,0.7895,0.8947,0.22546,0.782216249
0.141791045,0.079992016,0.127652227,0.484294057,0.547832894,0.75,0.9,0.22392,0.895195018
0.149253731,0.10088264,0.132716878,0.482538906,0.533042189,0.7619,0.8571,0.10557,0.896729483
0.156716418,0.13666504,0.099182749,0.513557213,0.485518293,0.7727,0.8636,0.08989,0.862319349
0.164179104,0.106548833,0.180600852,0.521790467,0.489967864,0.7826,0.8696,0.16606,0.874324284
0.171641791,0.100549987,0.768023635,0.54394792,0.469841793,0.7917,0.875,0.11558,0.885587058
0.179104478,0.074214938,0.14848636,0.560605899,0.487125082,0.76,0.84,0.11441,0.934840386
0.186567164,0.219240664,0.423512259,0.527587784,0.497837014,0.7692,0.8462,0.11842,0.884854928
0.194029851,0.139148851,0.768023635,0.522535076,0.494839733,0.7778,0.8519,0.10367,0.920919877
0.201492537,0.220138827,0.768023635,0.516280356,0.504974868,0.75,0.8571,0.05316,0.947557392
0.208955224,0.220294065,0.285308675,0.505898371,0.523823748,0.7586,0.8621,0.0559,0.953003239
0.21641791,0.084383039,0.347005333,0.48885745,0.533330587,0.7667,0.8333,0.05363,0.948339668
0.223880597,0.219240664,0.237156122,0.496463105,0.511546226,0.7742,0.8387,0.05189,0.922715101
0.231343284,0.219240664,0.390553658,0.507983278,0.536533866,0.75,0.8438,0.03051,0.936023829
0.23880597,0.089616783,0.393968461,0.481602825,0.54846119,0.7576,0.8182,0.08719,0.888375172
0.246268657,0.091302227,0.323140084,0.507323767,0.502090887,0.7647,0.7941,0.14736,0.894593266
0.253731343,0.129202519,0.362352761,0.48220915,0.531641397,0.7714,0.8,0.22368,0.89134381
0.26119403,0.155626275,0.382074205,0.482453808,0.553240359,0.7778,0.8056,0.09941,0.902817198
0.268656716,0.133460481,0.373326171,0.473135551,0.561573006,0.7838,0.8108,0.07713,0.948028764
0.276119403,0.026213075,0.50577447,0.456488209,0.565971078,0.7895,0.8158,0.0567,0.978858478
0.28358209,0.079958751,0.375589917,0.444606367,0.574272825,0.7692,0.8205,0.03198,0.981385833
0.291044776,0.149106272,0.360012278,0.456839239,0.552869562,0.775,0.8,0.02774,0.984875989
0.298507463,0.11439945,0.189310517,0.512429661,0.588723632,0.7561,0.7805,0.01,0.990723004
0.305970149,0.029473077,0.136822315,0.427480348,0.570142551,0.7619,0.7857,0.01404,0.98647063
0.313432836,0.076221946,0.159344665,0.499345807,0.572923533,0.7442,0.7907,0.05696,0.993290475
0.320895522,0.084837665,0.255534666,0.438979247,0.563808092,0.75,0.7955,0.08245,0.995867976
0.328358209,0.219240664,0.772205809,0.455892521,0.552684163,0.7556,0.8,0.00887,0.993160096
0.335820896,0.078007185,0.768023635,0.443478816,0.569823253,0.7609,0.8043,0.00934,0.989308889
0.343283582,0.040328661,0.37309596,0.447457158,0.556093441,0.766,0.8085,0.07727,0.995095729
0.350746269,0.128193471,0.129647393,0.452275846,0.547091299,0.7708,0.8125,0.00661,0.994303423
0.358208955,0.028275526,0.231362468,0.43208629,0.55788563,0.7755,0.8163,0.00657,0.993942372
0.365671642,0.049654041,0.05682385,0.460306992,0.574417024,0.76,0.82,0.09441,0.992628549
0.373134328,0.219240664,0.546982312,0.449254859,0.553353659,0.7647,0.8235,0.01012,0.990672858
0.380597015,0.219240664,0.365268772,0.453286387,0.58121498,0.75,0.8269,0.00766,0.993059804
0.388059701,0.073438747,0.259102943,0.42676765,0.594388596,0.7547,0.8302,0.01174,0.992026798
0.395522388,0.035638251,0.073936231,0.379952983,0.581348879,0.7593,0.8333,0.00956,0.99261852
0.402985075,0.038975872,0.394198672,0.402429555,0.642664387,0.7636,0.8364,0.06958,0.989379093
0.410447761,0.086500931,0.768023635,0.318437596,0.681732037,0.7679,0.8393,0.01946,0.989930698
0.417910448,0.220571277,0.371369374,0.323128637,0.615287162,0.7544,0.8421,0.01619,0.992648607
0.425373134,0.219240664,0.164754633,0.388750013,0.649596243,0.7586,0.8276,0.0151,0.988175591
0.432835821,0.076088885,0.348655182,0.403535832,0.633569545,0.7458,0.8305,0.06113,0.989218626
0.440298507,0.219240664,0.539040018,0.36854982,0.644600775,0.75,0.8333,0.01336,0.992066915
0.447761194,0.038499069,0.307984499,0.380176366,0.666467535,0.7377,0.8361,0.01124,0.991535368
0.455223881,0.219240664,0.541879292,0.327617569,0.688045897,0.7258,0.8387,0.01493,0.989920669
0.462686567,0.219240664,0.243295093,0.313310428,0.705061388,0.7302,0.8413,0.01558,0.989780261
0.470149254,0.045883971,0.768023635,0.313704007,0.698129532,0.7344,0.8438,0.10579,0.965870684
0.47761194,0.057970372,0.202701147,0.310459637,0.647546556,0.7231,0.8462,0.03686,0.987293023
0.485074627,0.219240664,0.226259448,0.355934006,0.633940343,0.7273,0.8485,0.01628,0.986320192
0.492537313,0.044143085,0.207535587,0.409269325,0.653530817,0.7313,0.8358,0.01929,0.983542108
0.5,0.075745143,0.438706212,0.421821315,0.594429796,0.7353,0.8382,0.05333,0.992187265
0.507462687,0.219240664,0.274143422,0.412035018,0.589877225,0.7391,0.8406,0.01938,0.985668295
0.514925373,0.07605562,0.263016537,0.438553755,0.589145929,0.7429,0.8429,0.01225,0.984204034
0.52238806,0.219240664,0.771169858,0.399004351,0.60786091,0.7465,0.8451,0.0237,0.983371611
0.529850746,0.158919542,0.768023635,0.399004351,0.61249588,0.75,0.8472,0.02179,0.98239878
0,0.028796682,0.241453401,0.467433969,0.536482367,1,1,0.51813,0.492944468
0.007462687,0.039297436,0.458159076,0.46821049,0.550861074,1,0.5,0.5065,0.479826295
0.014925373,0.041781247,0.313701416,0.455126637,0.533062788,1,0.6667,0.54116,0.467199551
0.02238806,0.047081522,0.217242835,0.488878724,0.54839939,0.75,0.5,0.54386,0.466016107
0.029850746,0.024483279,0.161761885,0.476975609,0.547791694,0.8,0.4,0.61291,0.436540332
0.037313433,0.082287324,0.768023635,0.492463488,0.555496045,0.6667,0.5,0.57329,0.439218125
0.044776119,0.14826355,0.768023635,0.461636652,0.564724786,0.5714,0.5714,0.55675,0.469105096
