0.064383333,0.0379,0.529655186,0.498316118,0,1,0.49636,0.510299456
0.154716667,0.1311,0.517562098,0.49830585,0.5,1,0.45779,0.550013037
0.189916667,0.1133,0.514910457,0.489937779,0.6667,1,0.45671,0.573991616
0.074983333,0.178383333,0.521137795,0.482452718,0.75,1,0.49086,0.521591752
0.123133333,0.333616667,0.531131668,0.479280038,0.8,1,0.47218,0.538028762
0.334966667,0.16155,0.535440584,0.478489435,0.8333,1,0.47249,0.52373789
0.333616667,0.24325,0.533090266,0.483910713,0.8571,1,0.4811,0.500050143
0.1131,0.081533333,0.523498157,0.467954905,0.875,0.875,0.48858,0.539282348
0.333616667,0.1072,0.535109129,0.47715465,0.8889,0.7778,0.48073,0.531560262
0.087783333,0.221116667,0.516336718,0.501673614,0.9,0.8,0.486,0.509096015
0.138566667,0.333616667,0.510922952,0.499712508,0.9091,0.8182,0.43671,0.585554686
0.334816667,0.336016667,0.515553279,0.499804916,0.9167,0.8333,0.41195,0.598271055
0.252566667,0.111566667,0.519219373,0.506140009,0.9231,0.8462,0.40338,0.601329803
0.106816667,0.229466667,0.510521188,0.522106085,0.9286,0.8571,0.34558,0.702920352
0.333616667,0.334766667,0.495013108,0.520719962,0.9333,0.8667,0.29436,0.71221694
0.028333333,0.333616667,0.471419532,0.531747336,0.9375,0.875,0.21323,0.821499489
0.214716667,0.02635,0.472122618,0.488007475,0.8824,0.8824,0.1723,0.886906553
0.110116667,0.089133333,0.521650044,0.493243937,0.8889,0.8889,0.1067,0.913061355
0.333616667,0.335116667,0.516437159,0.499065651,0.8947,0.8947,0.08825,0.912239004
0.3363,0.20395,0.516427115,0.49289484,0.9,0.9,0.07882,0.926580019
0.152283333,0.25135,0.532186298,0.478397027,0.9048,0.8571,0.05824,0.949415328
0.0705,0.042516667,0.543957976,0.520904779,0.8636,0.8636,0.05184,0.909029825
0.333616667,0.1504,0.496087826,0.525576524,0.8696,0.8696,0.11139,0.887628618
