0.43225807,0.0425,0.10455,0.36054277,0.6807812,0.8971,0.7941,0.01263
0.27096775,0.16686666,0.19198333,0.35803175,0.6544654,0.7442,0.8837,0.0056
0.47096774,0.28591666,0.26323333,0.4572172,0.5858985,0.7432,0.8243,0.96909
0.22580644,0.12013333,0.15733333,0.43870592,0.6189704,0.75,0.8611,0.11301
0.10967742,0.13405,0.02555,0.5912556,0.46736965,0.8889,0.8889,0.61506
0.41290322,0.33361667,0.19721666,0.38306165,0.6341767,0.8462,0.8769,0.01448
0.08387097,0.33361667,0.09211667,0.5314531,0.48725793,0.6429,0.8571,0.56277
0.7225807,0.10098334,0.19173333,0.115577385,0.91854733,0.7522,0.8053,0.0187
0.41935483,0.073183335,0.13793333,0.6348972,0.35218802,0.7879,0.7727,0.99583
0.7935484,0.116333336,0.33361667,0.07038901,0.9532517,0.8468,0.8387,0.00867
0.31612903,0.094916664,0.07536667,0.3620695,0.60500646,0.72,0.7,0.05482
0.28387097,0.272,0.33361667,0.6616948,0.3521572,0.8889,0.9111,0.95432
0.32903227,0.010816667,0.05028333,0.3491327,0.63895106,0.5962,0.6154,0.02405
0.67741936,0.33361667,0.33605,0.93795764,0.06779678,0.8491,0.8019,0.93146
0.025806451,0.13433333,0.23506667,0.47071645,0.55917203,0.6,1.0,0.56842
0.45806453,0.33361667,0.0446,0.44394892,0.5123108,0.7917,0.8194,0.04259
0.1483871,0.18653333,0.23658334,0.55621177,0.45219418,0.75,0.7083,0.18747
0.29032257,0.21593334,0.048266668,0.3932564,0.6057868,0.8478,0.913,0.00554
0.16129032,0.07396667,0.33361667,0.5308906,0.4823603,0.8846,0.8077,0.06228
0.42580646,0.1276,0.13423333,0.8196181,0.19256833,0.7463,0.791,0.9885
0.7677419,0.33361667,0.33361667,0.12132261,0.9093476,0.7333,0.8083,0.18545
0.08387097,0.33361667,0.0314,0.47840017,0.5544284,0.5714,0.7857,0.38284
0.2580645,0.2383,0.08625,0.7306576,0.26901042,0.9268,0.878,0.99396
0.27096775,0.068966664,0.1663,0.4344874,0.59447193,0.7907,0.7674,0.12479
0.090322584,0.09923333,0.33361667,0.48588303,0.538719,0.8,1.0,0.77602
0.025806451,0.33361667,0.06598333,0.5080905,0.50273114,1.0,1.0,0.5153
0.13548388,0.0597,0.17596667,0.45476642,0.541327,0.9091,0.8182,0.18493
0.3548387,0.19941667,0.058,0.54276276,0.4857794,0.7857,0.8036,0.01101
0.12903225,0.10608333,0.23155,0.5325479,0.48573834,0.8095,0.8095,0.84599
0.36774194,0.2028,0.07043333,0.60691434,0.4325626,0.7586,0.8276,0.98611
0.0,1.0,0.38716668,0.47053567,0.54146045,1.0,1.0,0.51887
0.15483871,0.12253334,0.038433332,0.48966965,0.5490995,0.8,0.72,0.30694
0.2967742,0.17506666,0.091866665,0.41956186,0.67807055,0.8298,0.8936,0.00308
0.46451613,0.0546,0.33361667,0.4562831,0.5863606,0.8082,0.8767,0.01507
0.058064517,0.33361667,0.04191667,0.5035204,0.49428096,0.7,0.9,0.43891
0.20645161,0.33491668,0.12563333,0.48334187,0.54384255,0.9091,0.9091,0.06943
0.7935484,0.33361667,0.33495,0.11162001,0.9126024,0.7339,0.8145,0.02532
0.4064516,0.21056667,0.33361667,0.60050625,0.41181183,0.7812,0.7031,0.98294
0.4,0.11823333,0.03948333,0.82576513,0.19117194,0.9206,0.9048,0.99243
0.16129032,0.05815,0.13528334,0.5738894,0.4434873,0.8077,0.9231,0.99397
0.10967742,0.0643,0.030483333,0.4530991,0.508594,0.8889,0.7778,0.38665
0.0,0.13511667,0.080416664,0.526431,0.4928435,1.0,1.0,0.51761
0.63870966,0.33361667,0.33498332,0.8303854,0.17824507,0.78,0.79,0.99707
0.07096774,0.143,0.2452,0.5291128,0.48545086,0.5,0.75,0.76749
0.26451612,0.11975,0.13081667,0.4499754,0.6260037,0.8571,0.9048,0.00487
0.090322584,0.07705,0.077533334,0.5797551,0.4462903,0.9333,1.0,0.91539
0.4,0.13868333,0.11576667,0.6942779,0.35556605,0.8889,0.8413,0.98991
0.7419355,0.08708333,0.33361667,0.99573123,0.0105756,0.819,0.8621,0.99718
0.27741936,0.25246668,0.11061667,0.59499204,0.42265436,0.8182,0.75,0.88889
0.4064516,0.06238333,0.049283333,0.54193914,0.48579994,0.7031,0.8594,0.97432
0.058064517,0.15035,0.0729,0.5191189,0.49593404,0.8,0.7,0.20877
0.12903225,0.07396667,0.14785,0.5141572,0.5009446,0.8571,0.9048,0.87882
0.85806453,0.076916665,0.07656667,0.07882605,0.95078754,0.7388,0.8284,0.15636
