MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,5162,5046,0.52262,0.48735,1,1,0.51819,0.47413
3,7084,11455,0.50644,0.4982,1,1,0.4907,0.51343
5,7976,9354,0.5176,0.47946,1,0.6667,0.48258,0.52516
7,9707,7467,0.53043,0.4712,1,0.5,0.47566,0.60675
9,20017,10560,0.51404,0.46137,1,0.6,0.36825,0.64071
11,20017,10311,0.54118,0.46516,1,0.6667,0.36184,0.63927
13,20017,20106,0.53763,0.46234,1,0.7143,0.36154,0.63772
15,8082,20017,0.52913,0.47076,1,0.75,0.31874,0.70449
17,8871,3857,0.53486,0.50095,0.8889,0.6667,0.31175,0.63748
19,9021,4374,0.51684,0.48301,0.8,0.7,0.20877,0.68844
21,4408,4332,0.53214,0.46928,0.8182,0.7273,0.14137,0.83941
23,1865,10474,0.51161,0.48929,0.8333,0.75,0.14265,0.8086
25,9755,10114,0.51315,0.49172,0.7692,0.7692,0.18552,0.87885
27,20017,20103,0.51259,0.48754,0.7857,0.7857,0.12307,0.8801
29,4330,20017,0.54848,0.45651,0.8,0.8,0.10433,0.89579
31,20093,5389,0.54359,0.43778,0.8125,0.8125,0.10508,0.89722
33,20017,20255,0.55413,0.44559,0.8235,0.8235,0.10555,0.89307
35,20353,5192,0.55449,0.42418,0.8333,0.8333,0.10778,0.89602
37,9899,6061,0.57382,0.42231,0.8421,0.7895,0.05262,0.93958
39,3778,7888,0.5288,0.47765,0.85,0.8,0.03224,0.94789
41,12511,20017,0.52829,0.47012,0.8571,0.8095,0.07062,0.92432
43,10563,20017,0.53049,0.46766,0.8636,0.8182,0.07591,0.92717
45,20102,5786,0.53232,0.46476,0.8696,0.8261,0.07153,0.9393
47,7253,10858,0.52882,0.4607,0.875,0.8333,0.06475,0.93462
49,20017,20113,0.53708,0.46311,0.88,0.8,0.07119,0.94227
51,4438,20017,0.52856,0.46979,0.8846,0.8077,0.06228,0.93013
53,7290,5899,0.5411,0.47776,0.8889,0.8148,0.09673,0.8969
55,20017,15110,0.52134,0.47844,0.8929,0.8214,0.11065,0.88844
57,8497,20017,0.51816,0.47795,0.8966,0.8276,0.06489,0.91537
59,10327,8208,0.53217,0.50491,0.9,0.8333,0.03211,0.93598
61,16642,10696,0.50533,0.50704,0.9032,0.8387,0.06612,0.93957
63,7885,12253,0.50242,0.49482,0.9062,0.8438,0.06657,0.93578
65,2805,20017,0.47424,0.52164,0.9091,0.8485,0.02793,0.96091
67,3528,5061,0.45447,0.54384,0.9118,0.8529,0.02935,0.97512
69,15319,7009,0.47028,0.52949,0.9143,0.8571,0.02968,0.96993
71,4073,9672,0.44417,0.58461,0.9167,0.8333,0.02111,0.97603
73,3333,5169,0.50044,0.4858,0.9189,0.8378,0.032,0.96866
75,9423,2840,0.51653,0.46565,0.9211,0.8421,0.03956,0.96824
77,1220,7220,0.52136,0.50714,0.9231,0.8462,0.03179,0.97742
79,4961,6041,0.48561,0.52438,0.925,0.85,0.01286,0.97678
81,8009,20017,0.51827,0.50286,0.9024,0.8537,0.03586,0.95649
83,2324,9989,0.48393,0.50727,0.9048,0.8571,0.03904,0.9788
85,2932,16165,0.53941,0.5522,0.8837,0.8605,0.03175,0.99091
87,7352,6996,0.45622,0.57426,0.8864,0.8409,0.00941,0.98881
89,3788,3002,0.49679,0.51427,0.8889,0.8222,0.00788,0.98989
91,5444,20017,0.49034,0.55521,0.8696,0.8261,0.04318,0.9834
93,4937,20017,0.46869,0.58577,0.8511,0.8298,0.03651,0.98614
95,17137,2377,0.42285,0.58268,0.8542,0.8333,0.01577,0.98351
97,12060,3974,0.41386,0.63207,0.8571,0.8163,0.02004,0.98302
99,6500,2502,0.39276,0.68261,0.84,0.8,0.01589,0.96927
101,1853,12027,0.29513,0.75655,0.8431,0.8039,0.012,0.9779
103,10969,14834,0.23014,0.7767,0.8462,0.8077,0.02563,0.98212
