MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,3781,5352,0.47845,0.52787,1,1,0.51885,0.47147
3,7906,10268,0.47186,0.51958,1,1,0.48353,0.494
5,8339,12668,0.484,0.5344,0.6667,0.6667,0.50665,0.49053
7,4056,6604,0.49204,0.51444,0.75,0.75,0.50147,0.47178
9,13161,6468,0.4913,0.52714,0.8,0.6,0.50526,0.50461
11,6986,9155,0.50004,0.50142,0.8333,0.5,0.4628,0.55179
13,11277,20017,0.46089,0.50342,0.7143,0.5714,0.53967,0.50574
15,11421,4142,0.49184,0.51831,0.75,0.5,0.44397,0.58457
17,7094,11035,0.4694,0.53669,0.7778,0.5556,0.42303,0.5742
19,9678,20017,0.45979,0.53695,0.8,0.6,0.42216,0.57011
21,13966,20017,0.45919,0.54167,0.8182,0.6364,0.43806,0.54534
23,6424,10888,0.47717,0.52868,0.8333,0.5833,0.44654,0.57189
25,8080,11413,0.49561,0.509,0.8462,0.6154,0.40583,0.56184
27,20017,9442,0.48737,0.50382,0.8571,0.6429,0.43772,0.57439
29,6436,9593,0.49554,0.51182,0.8667,0.6667,0.41919,0.59556
31,8756,9897,0.49008,0.5152,0.875,0.6875,0.3673,0.61197
33,9220,3328,0.49485,0.48668,0.8824,0.7059,0.39059,0.61703
35,16813,7524,0.51576,0.49075,0.8889,0.7222,0.35775,0.68706
37,4836,17146,0.48006,0.52829,0.8947,0.7368,0.30772,0.70729
39,12207,4252,0.47067,0.52495,0.9,0.75,0.25107,0.74824
41,20017,10807,0.47302,0.51931,0.9048,0.7619,0.25998,0.73945
43,8768,3143,0.47263,0.54778,0.8636,0.7273,0.18602,0.74471
45,7889,20017,0.48189,0.51521,0.8696,0.6957,0.28374,0.7114
47,7427,3760,0.50238,0.53688,0.8333,0.7083,0.27252,0.71763
49,7352,2306,0.48752,0.53479,0.8,0.72,0.30694,0.7666
51,7720,11300,0.45027,0.54322,0.8077,0.7308,0.23575,0.78358
53,9702,20017,0.44954,0.55086,0.8148,0.7407,0.21686,0.82243
55,20104,17457,0.44914,0.55926,0.8214,0.75,0.16867,0.8317
57,7471,20017,0.44066,0.55265,0.8276,0.7241,0.16859,0.81613
59,20017,20094,0.44886,0.55114,0.8333,0.7333,0.19905,0.80542
61,20164,15630,0.44932,0.55387,0.8387,0.7419,0.19552,0.80517
63,20017,20097,0.44711,0.55313,0.8438,0.75,0.19777,0.79986
