MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,7851,4883,0.47808,0.52175,1,1,0.51807,0.47317
3,7829,9180,0.47799,0.53391,1,1,0.485,0.52715
5,10865,6036,0.47039,0.51694,0.6667,1,0.46965,0.50942
7,7721,12854,0.47879,0.54077,0.5,1,0.49307,0.50386
9,13357,15952,0.46337,0.54263,0.6,1,0.52305,0.48225
11,7435,20017,0.43646,0.55255,0.6667,1,0.48491,0.51048
13,10910,13669,0.45131,0.56383,0.7143,1,0.49161,0.58634
15,10421,4048,0.43885,0.51445,0.625,1,0.41352,0.60547
17,5061,11177,0.50219,0.50881,0.5556,1,0.49877,0.51636
19,12116,12656,0.49934,0.53947,0.5,1,0.5285,0.49468
21,20017,13023,0.45638,0.55101,0.5455,1,0.50951,0.49826
23,20017,15570,0.44665,0.57764,0.5833,1,0.50203,0.43451
25,20017,20111,0.42046,0.57993,0.6154,1,0.56107,0.43863
27,20221,20017,0.4208,0.51087,0.5714,1,0.5505,0.4529
29,20197,9795,0.48938,0.51012,0.6,1,0.55339,0.3817
31,20017,20159,0.49942,0.50113,0.625,1,0.62464,0.37574
33,20294,20516,0.49895,0.50115,0.6471,1,0.5993,0.40565
35,7417,8775,0.51295,0.47221,0.6667,1,0.59429,0.41706
37,4386,12315,0.56536,0.44598,0.6316,1,0.59967,0.40687
39,4572,9034,0.58166,0.40031,0.65,1,0.59192,0.41513
41,5274,15217,0.59844,0.44029,0.619,1,0.59574,0.42993
43,3804,2354,0.56271,0.51768,0.5909,1,0.58484,0.4524
45,4857,7246,0.4869,0.5169,0.6087,0.9565,0.57943,0.44931
47,8278,14218,0.51185,0.49287,0.625,0.9583,0.55145,0.44529
49,11135,6520,0.51124,0.48623,0.64,0.96,0.54507,0.40827
51,4736,17273,0.50727,0.50068,0.6154,0.9615,0.62725,0.37836
53,20017,6975,0.50011,0.49941,0.6296,0.963,0.61114,0.40329
55,6786,2074,0.50393,0.47467,0.6429,0.9643,0.59744,0.41019
57,2810,7945,0.5112,0.47827,0.6552,0.9655,0.712,0.20934
59,5147,8394,0.53569,0.47647,0.6667,0.9667,0.77039,0.22294
61,12584,15212,0.53763,0.46135,0.6774,0.9677,0.77438,0.212
63,12353,12126,0.53248,0.4737,0.6875,0.9688,0.77193,0.20706
65,9305,17294,0.51972,0.48408,0.697,0.9697,0.78592,0.21333
67,2082,9856,0.50087,0.51372,0.7059,0.9706,0.80448,0.1923
69,4553,8434,0.52081,0.48118,0.7143,0.9429,0.81872,0.1716
71,3447,4026,0.52245,0.47841,0.7222,0.9444,0.91697,0.11662
73,20017,12807,0.52809,0.48949,0.7297,0.9459,0.88196,0.11979
75,20017,10563,0.51028,0.477,0.7105,0.9474,0.8843,0.11686
77,11706,6153,0.51981,0.46661,0.7179,0.9487,0.89169,0.06462
79,12529,8885,0.54454,0.46657,0.7,0.925,0.93299,0.09876
81,8740,3382,0.4943,0.50074,0.7073,0.9268,0.95337,0.04446
83,20017,20111,0.50512,0.49507,0.7143,0.9286,0.95375,0.04772
85,12810,5684,0.50504,0.50644,0.7209,0.907,0.94769,0.06948
87,20017,20135,0.50448,0.49578,0.7273,0.9091,0.95089,0.05267
89,20237,20017,0.50421,0.49105,0.7111,0.9111,0.96012,0.05324
91,20141,5593,0.50909,0.5136,0.7174,0.8913,0.9374,0.06112
93,4017,12730,0.52922,0.47534,0.7234,0.8723,0.94813,0.06705
95,3235,5250,0.55431,0.47791,0.7292,0.8542,0.9669,0.09257
97,9733,4446,0.59118,0.44335,0.7347,0.8571,0.94704,0.02548
99,6982,4338,0.57383,0.43804,0.74,0.86,0.93428,0.09963
101,20017,5121,0.55814,0.47352,0.7451,0.8431,0.94376,0.02788
103,1830,5835,0.63331,0.37443,0.75,0.8269,0.96762,0.09429
105,3057,3023,0.6315,0.38409,0.7547,0.8302,0.98704,0.03419
107,4042,2796,0.65943,0.3651,0.7407,0.8333,0.98989,0.01221
109,5272,12513,0.61896,0.37862,0.7455,0.8364,0.99289,0.01532
111,20017,12010,0.62407,0.38184,0.75,0.8393,0.98587,0.01591
113,20017,4421,0.61897,0.40141,0.7544,0.8421,0.98572,0.01377
115,12168,4226,0.60425,0.42129,0.7586,0.8276,0.98611,0.02282
117,1743,4095,0.60067,0.41735,0.7627,0.8305,0.99089,0.01359
119,12869,20017,0.60165,0.39498,0.7667,0.8333,0.989,0.01999
121,20107,3899,0.60514,0.38672,0.7705,0.8361,0.98613,0.01483
123,9553,15438,0.65039,0.36292,0.7581,0.8226,0.98867,0.04413
125,13812,11770,0.67811,0.32751,0.7619,0.8254,0.97799,0.01929
127,20017,11328,0.6679,0.36555,0.7656,0.8281,0.98192,0.01926
129,4404,4309,0.63684,0.36993,0.7692,0.8308,0.98125,0.01717
131,13237,19955,0.64386,0.3539,0.7727,0.8333,0.9769,0.02175
133,19067,3078,0.65282,0.324,0.7761,0.8358,0.98463,0.01225
135,2121,,0.63892,,0.7794,,0.99469,
