MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,9333,6791,0.48303,0.53336,0,1,0.51778,0.50926
3,3181,8548,0.45564,0.53807,0.5,1,0.53235,0.52224
5,20017,3515,0.46135,0.53533,0.6667,1,0.48872,0.5112
7,6436,20017,0.47593,0.5246,0.5,1,0.50942,0.56402
9,14522,4266,0.48167,0.49678,0.4,0.8,0.45204,0.55014
11,10952,7699,0.50356,0.52223,0.3333,0.8333,0.53541,0.49667
13,3781,7011,0.4734,0.54345,0.4286,0.8571,0.5075,0.50776
15,20017,12963,0.46129,0.5433,0.5,0.875,0.61931,0.31171
17,8959,11760,0.46835,0.51961,0.5556,0.8889,0.73252,0.2746
19,16739,20017,0.48479,0.51497,0.6,0.9,0.72517,0.28086
21,6467,13840,0.48934,0.54689,0.5455,0.9091,0.72415,0.35987
23,20017,8928,0.45495,0.5491,0.5,0.9167,0.58772,0.29452
25,8518,6181,0.43588,0.51909,0.5385,0.9231,0.42765,0.24767
27,14239,20017,0.47579,0.5223,0.5714,0.9286,0.78151,0.21209
29,16089,20017,0.48481,0.5165,0.6,0.9333,0.79303,0.207
31,5850,4987,0.46614,0.54645,0.625,0.875,0.80484,0.19357
33,16201,4209,0.46838,0.51594,0.6471,0.8824,0.86969,0.02925
35,2754,5607,0.46819,0.53351,0.6667,0.8889,0.9603,0.04397
37,3799,2258,0.49126,0.52622,0.6316,0.8947,0.98351,0.0043
39,5249,1533,0.49412,0.50313,0.65,0.9,0.9746,0.08545
41,5507,16593,0.49399,0.52015,0.619,0.9048,0.98905,0.05534
43,20017,7063,0.4798,0.53121,0.6364,0.9091,0.97032,0.03647
45,9952,4465,0.44926,0.49868,0.6522,0.913,0.9613,0.04097
47,13001,8000,0.48246,0.49826,0.6667,0.9167,0.96823,0.03012
49,13406,20017,0.4951,0.50737,0.68,0.92,0.96909,0.03411
51,8423,20017,0.50369,0.53943,0.6538,0.9231,0.97352,0.04635
53,9909,5793,0.45265,0.59616,0.6296,0.8889,0.95872,0.1238
55,3429,9505,0.47998,0.50569,0.6071,0.8571,0.96403,0.10224
57,7559,4850,0.44455,0.51335,0.5862,0.8621,0.97481,0.03946
59,6051,9729,0.49061,0.50207,0.6,0.8667,0.98322,0.02641
61,10954,16953,0.50338,0.50017,0.6129,0.871,0.97472,0.03037
63,20017,20017,0.49885,0.50733,0.5938,0.875,0.97622,0.03428
65,2920,5704,0.51301,0.58229,0.5758,0.8485,0.97887,0.03941
67,4769,10319,0.50361,0.50133,0.5882,0.8529,0.99326,0.01022
69,9301,13161,0.48593,0.52065,0.6,0.8571,0.98657,0.01627
71,3038,5086,0.49932,0.4645,0.6111,0.8611,0.98666,0.0136
73,11090,3802,0.54579,0.4365,0.6216,0.8649,0.98456,0.01196
75,5794,2156,0.52614,0.4959,0.6316,0.8684,0.9861,0.04129
77,9593,7280,0.50696,0.49525,0.641,0.8718,0.99304,0.04385
79,11558,4630,0.51215,0.4886,0.65,0.85,0.9908,0.04061
81,4178,17304,0.53822,0.51472,0.6341,0.8537,0.99527,0.00454
83,3641,3286,0.50952,0.51985,0.619,0.8571,0.99546,0.00443
85,15479,6481,0.49506,0.5065,0.6279,0.8372,0.99398,0.01491
87,14061,2675,0.58293,0.4023,0.6364,0.8409,0.98185,0.00557
89,4108,20017,0.5763,0.41406,0.6444,0.8444,0.99135,0.0131
91,9957,17290,0.56974,0.444,0.6522,0.8478,0.99163,0.00897
93,6315,14359,0.5581,0.44257,0.6596,0.8511,0.99104,0.00668
95,4253,2983,0.57652,0.41925,0.6667,0.8542,0.99281,0.02884
97,12119,9046,0.59386,0.41556,0.6735,0.8571,0.99368,0.00576
99,6436,2719,0.61761,0.3924,0.68,0.86,0.99311,0.0047
101,9743,5050,0.62997,0.3997,0.6863,0.8431,0.99327,0.01457
103,5997,5557,0.56024,0.44965,0.6923,0.8269,0.97966,0.02647
105,14182,9074,0.66226,0.35479,0.6981,0.8302,0.96585,0.03039
107,4652,11001,0.63968,0.35674,0.7037,0.8333,0.97798,0.02395
109,10610,1466,0.63426,0.4118,0.6909,0.8364,0.94872,0.02484
111,14799,4399,0.63079,0.3508,0.6964,0.8214,0.98553,0.01885
113,6428,1610,0.66993,0.32297,0.7018,0.8246,0.98843,0.03193
115,8975,7285,0.66105,0.37897,0.7069,0.8103,0.989,0.02657
117,7121,4695,0.71518,0.31089,0.7119,0.7966,0.97797,0.04546
119,9300,5430,0.69603,0.32141,0.7167,0.7833,0.98345,0.03876
121,6348,1872,0.75066,0.22076,0.7213,0.7869,0.98323,0.01374
123,4519,2231,0.78665,0.21713,0.7097,0.7903,0.98147,0.09328
125,3439,20017,0.81324,0.19434,0.7143,0.7937,0.97664,0.03104
127,6029,12337,0.80892,0.18874,0.7188,0.7969,0.95532,0.05675
129,3936,3822,0.8337,0.16937,0.7231,0.8,0.95997,0.08917
131,3503,20017,0.83926,0.15643,0.7273,0.803,0.99185,0.02912
133,7214,6137,0.8458,0.15211,0.7313,0.806,0.9629,0.02975
135,3048,2262,0.86524,0.12027,0.7353,0.8088,0.9802,0.02622
137,8760,20017,0.87216,0.13231,0.7391,0.8116,0.98043,0.01962
139,5545,15552,0.87091,0.15397,0.7429,0.8143,0.98889,0.01247
141,5291,11454,0.84658,0.14706,0.7465,0.8169,0.98383,0.01626
143,2487,4490,0.86802,0.1332,0.75,0.8194,0.99006,0.01373
145,20017,15844,0.86085,0.14109,0.7534,0.8219,0.9883,0.00977
147,6881,6416,0.85151,0.12226,0.7432,0.8243,0.9927,0.01384
149,20017,20089,0.87487,0.12514,0.7467,0.8267,0.98706,0.0127
151,7965,4742,0.87368,0.13407,0.75,0.8158,0.99321,0.00754
153,13104,20017,0.88794,0.11454,0.7532,0.8052,0.98929,0.02747
155,8211,20017,0.86367,0.13925,0.7564,0.8077,0.99373,0.00726
157,20094,2936,0.86061,0.13364,0.7595,0.8101,0.99465,0.01052
159,20017,6218,0.86192,0.13565,0.7625,0.8125,0.99536,0.00865
161,13913,20017,0.86221,0.13924,0.7654,0.8148,0.99206,0.00731
163,14721,2616,0.85972,0.14343,0.7683,0.8171,0.99496,0.00434
165,13528,,0.85139,,0.7711,,0.98978,
