MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,3632,4383,0.52763,0.47537,1,1,0.51665,0.47208
3,7277,11548,0.50505,0.49005,1,1,0.48065,0.48715
5,7246,6723,0.50699,0.4929,0.6667,1,0.50098,0.50477
7,9013,5334,0.50788,0.47744,0.75,1,0.48317,0.52103
9,5383,8485,0.5146,0.49145,0.8,1,0.59346,0.36668
11,4115,10209,0.52135,0.49619,0.8333,1,0.56693,0.35246
13,20017,20081,0.50118,0.49902,0.8571,1,0.58844,0.40412
15,20147,20224,0.501,0.49945,0.875,1,0.59267,0.40632
17,20328,20407,0.50072,0.49894,0.8889,1,0.59817,0.39158
19,20480,5076,0.50127,0.49067,0.9,1,0.61171,0.38979
21,9935,2096,0.52844,0.44824,0.9091,1,0.76713,0.28301
23,3976,3467,0.53179,0.4723,0.9167,1,0.89418,0.06073
25,9792,20017,0.51855,0.47913,0.9231,1,0.86695,0.13764
27,9964,18864,0.50644,0.49353,0.9286,1,0.86207,0.14349
29,11758,20017,0.50922,0.4614,0.8667,0.9333,0.87486,0.13355
31,20017,9415,0.53691,0.4743,0.8125,0.9375,0.94952,0.06817
33,3567,3906,0.54951,0.43974,0.8235,0.9412,0.92424,0.09663
35,20017,20087,0.56013,0.43994,0.8333,0.9444,0.90013,0.10593
37,10524,15972,0.55956,0.44554,0.8421,0.9474,0.89504,0.1111
39,1237,10659,0.53869,0.46024,0.85,0.9,0.87986,0.06064
41,5699,4344,0.57243,0.41176,0.8095,0.9048,0.91274,0.09854
43,5512,6145,0.57785,0.39691,0.8182,0.9091,0.88637,0.13533
45,5560,2899,0.60882,0.42312,0.7826,0.913,0.85582,0.05339
47,15925,2671,0.58394,0.41948,0.7917,0.9167,0.91305,0.07905
49,2899,5350,0.59018,0.41706,0.8,0.92,0.90545,0.13568
51,6873,12263,0.58203,0.41948,0.8077,0.9231,0.92573,0.07188
53,10231,5027,0.5983,0.40703,0.8148,0.9259,0.93891,0.06745
55,6852,14987,0.58289,0.419,0.8214,0.9286,0.94642,0.05374
57,4832,2275,0.60028,0.41892,0.7931,0.931,0.95521,0.04694
59,5564,7584,0.53972,0.4712,0.8,0.9,0.94904,0.06111
61,7399,14913,0.56587,0.43766,0.8065,0.9032,0.9519,0.07285
63,20017,13318,0.56059,0.44036,0.8125,0.9062,0.9236,0.02021
65,20017,9970,0.56089,0.43962,0.8182,0.9091,0.97009,0.02858
67,14073,5562,0.57339,0.41984,0.8235,0.9118,0.97406,0.01373
69,10512,13580,0.58281,0.43242,0.8,0.9143,0.98033,0.05569
71,20017,7450,0.56285,0.44399,0.8056,0.9167,0.93193,0.07017
73,20017,12296,0.55855,0.43666,0.8108,0.9189,0.95336,0.05699
75,20017,3758,0.5618,0.44326,0.8158,0.9211,0.94548,0.06011
77,11425,7705,0.54476,0.46401,0.8205,0.8974,0.94478,0.04286
79,16171,8154,0.56204,0.42912,0.825,0.9,0.94889,0.04007
81,8834,10114,0.56665,0.44137,0.8293,0.9024,0.97836,0.02414
83,7653,6381,0.56303,0.45821,0.8333,0.9048,0.97848,0.01976
85,10832,16304,0.5383,0.49204,0.814,0.907,0.97231,0.03093
87,9096,1436,0.51959,0.43596,0.8182,0.9091,0.97634,0.02356
89,20017,5160,0.5534,0.46855,0.8222,0.9111,0.97652,0.01739
91,20017,3800,0.54384,0.45939,0.8261,0.913,0.98352,0.01271
93,6829,5583,0.53708,0.46678,0.8085,0.9149,0.9911,0.01008
95,2044,5305,0.54414,0.49546,0.8125,0.8958,0.99125,0.02664
97,3295,6220,0.52543,0.49835,0.8163,0.898,0.99269,0.00994
99,15419,20017,0.51209,0.48614,0.82,0.9,0.99162,0.01173
101,4253,20017,0.52516,0.46391,0.8235,0.902,0.98666,0.02639
103,14637,1475,0.56626,0.4108,0.8269,0.9038,0.98512,0.01828
105,10593,6627,0.57714,0.43747,0.8302,0.9057,0.98487,0.01321
107,19997,15231,0.56049,0.59476,0.8148,0.9074,0.98598,0.37816
109,7669,3342,0.41476,0.59892,0.8182,0.9091,0.5713,0.25228
111,20017,16769,0.43234,0.57978,0.8214,0.8929,0.62585,0.38899
113,20017,10151,0.45815,0.52402,0.8246,0.8947,0.61357,0.38797
115,20017,20017,0.46964,0.60607,0.8103,0.8793,0.61061,0.30988
117,6791,20017,0.43223,0.5582,0.8136,0.8814,0.66283,0.32204
119,8405,4834,0.47033,0.50988,0.8167,0.8833,0.67635,0.26021
121,12458,20017,0.49824,0.50181,0.8197,0.8689,0.72786,0.26527
123,4794,10849,0.52402,0.48472,0.8226,0.871,0.87754,0.12741
125,3221,9167,0.52604,0.47216,0.8254,0.8571,0.88359,0.11844
127,15147,9675,0.55365,0.56675,0.8125,0.8594,0.9206,0.10197
129,4155,4227,0.43098,0.54654,0.8154,0.8462,0.93126,0.1227
131,20017,6713,0.46311,0.57732,0.8182,0.8485,0.91519,0.08198
133,3821,5581,0.38632,0.62109,0.8209,0.8358,0.93866,0.08072
135,20017,7390,0.39476,0.60035,0.8235,0.8235,0.94158,0.06453
137,15211,2739,0.38223,0.60068,0.8261,0.8261,0.91803,0.0217
139,20017,16117,0.41581,0.59009,0.8286,0.8286,0.9603,0.03595
141,14576,7061,0.41321,0.57537,0.831,0.831,0.96854,0.0348
143,9380,5591,0.44375,0.4813,0.8194,0.8333,0.96844,0.04222
145,7211,11559,0.53174,0.4535,0.8219,0.8219,0.95618,0.04777
147,7358,10172,0.59037,0.39212,0.8243,0.8243,0.97348,0.03059
149,7956,5910,0.62512,0.47294,0.8133,0.8267,0.9755,0.02999
151,10704,20017,0.53726,0.45307,0.8158,0.8289,0.96782,0.03436
153,7729,5629,0.54299,0.49534,0.8182,0.8182,0.969,0.03855
155,5081,20017,0.62531,0.3625,0.8205,0.8205,0.97704,0.03058
157,6612,4143,0.65816,0.42456,0.8101,0.8228,0.97124,0.03001
159,7820,20017,0.58108,0.40073,0.8125,0.825,0.96326,0.03984
161,1829,9145,0.59751,0.38042,0.8148,0.8272,0.961,0.04661
163,3915,20017,0.57086,0.41661,0.8171,0.8171,0.9437,0.04093
165,20017,20103,0.63847,0.3618,0.8193,0.8193,0.95324,0.04676
167,5367,20017,0.67299,0.43197,0.8095,0.8214,0.95229,0.0533
169,20098,20203,0.56799,0.43142,0.8118,0.8235,0.94798,0.05101
171,1771,3109,0.50851,0.45655,0.814,0.8256,0.96531,0.02982
173,6346,3219,0.58472,0.43112,0.8161,0.8276,0.96716,0.03362
