MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,23280,5932,0.51671,0.48332,1,1,0.518,0.47403
3,7592,11237,0.51774,0.48314,1,1,0.48137,0.49493
5,7995,9291,0.52648,0.49515,0.6667,0.6667,0.50432,0.49091
7,8579,7608,0.52884,0.46147,0.75,0.75,0.51393,0.5457
9,8561,7407,0.52006,0.48609,0.6,0.6,0.46159,0.56639
11,8390,12913,0.51959,0.47084,0.6667,0.6667,0.43565,0.57601
13,10721,2311,0.52473,0.47099,0.5714,0.7143,0.38972,0.60308
15,20017,20135,0.52644,0.47361,0.625,0.75,0.42993,0.5737
17,20207,20289,0.5267,0.47357,0.6667,0.7778,0.34409,0.663
19,20366,10793,0.52648,0.45826,0.7,0.8,0.34043,0.66377
21,20017,20164,0.54204,0.45771,0.7273,0.8182,0.33781,0.65922
23,20232,20307,0.54246,0.45754,0.75,0.8333,0.34237,0.65655
25,14437,20017,0.54291,0.45773,0.7692,0.8462,0.34431,0.65571
27,8942,6592,0.54321,0.4526,0.7857,0.7857,0.27228,0.73607
29,4272,6857,0.5303,0.48962,0.8,0.7333,0.33904,0.72512
31,5470,12474,0.54373,0.46584,0.8125,0.6875,0.15089,0.77327
33,5870,9853,0.51282,0.47595,0.8235,0.6471,0.26463,0.7726
35,4812,2609,0.49867,0.50637,0.8333,0.6667,0.17308,0.81017
37,8015,20017,0.48022,0.51614,0.8421,0.6842,0.31731,0.68558
39,10156,7822,0.4642,0.5475,0.85,0.7,0.29812,0.72636
41,10893,20017,0.46864,0.52477,0.8571,0.7143,0.17623,0.75863
43,9405,9225,0.50749,0.51308,0.8182,0.7273,0.18507,0.81226
45,5559,6194,0.4527,0.58189,0.8261,0.7391,0.1782,0.85598
47,20017,15465,0.41539,0.59533,0.8333,0.75,0.15132,0.84738
49,15203,20017,0.40934,0.58943,0.84,0.76,0.15594,0.84378
51,20198,20265,0.41057,0.58961,0.8462,0.7692,0.16178,0.83246
53,7867,20017,0.40723,0.59248,0.8519,0.7778,0.17368,0.82888
55,14288,10779,0.41888,0.60345,0.8571,0.75,0.17777,0.82963
57,20017,3384,0.42736,0.58684,0.8621,0.7586,0.17219,0.76459
59,3602,1952,0.41688,0.60833,0.8333,0.7667,0.24402,0.85353
61,11934,20017,0.40592,0.59253,0.8065,0.7419,0.16355,0.82868
63,12656,11251,0.42244,0.59227,0.8125,0.75,0.19594,0.79563
65,8207,2470,0.44084,0.55663,0.8182,0.7576,0.21353,0.79042
67,7700,7998,0.42622,0.58146,0.8235,0.7647,0.10071,0.88763
69,14951,12098,0.42452,0.59723,0.8,0.7714,0.06481,0.90535
71,12803,6599,0.42146,0.58212,0.8056,0.7778,0.09009,0.9162
73,6620,10087,0.42235,0.58722,0.8108,0.7838,0.05647,0.94389
75,8978,8420,0.41928,0.59611,0.7895,0.7632,0.06074,0.94803
77,4933,5698,0.37265,0.61972,0.7949,0.7692,0.05409,0.93126
79,5564,1267,0.36774,0.6138,0.8,0.775,0.06435,0.94206
81,4401,3758,0.36016,0.62413,0.8049,0.7805,0.03232,0.96421
83,16850,5530,0.38345,0.62871,0.8095,0.7857,0.0435,0.95081
85,7798,11113,0.37142,0.62341,0.814,0.7907,0.05057,0.96714
87,15620,20017,0.38044,0.6224,0.8182,0.7955,0.02277,0.98117
89,20139,20211,0.37768,0.62259,0.8222,0.8,0.01807,0.98056
