MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,67785,17710,0.51232,0.48476,1,1,0.51812,0.47162
3,6973,11264,0.50502,0.49782,1,1,0.49096,0.51399
5,7337,11291,0.50709,0.50078,1,0.6667,0.48381,0.52114
7,9249,8811,0.534,0.47553,1,0.75,0.48089,0.61877
9,20017,20108,0.52146,0.47876,1,0.8,0.36459,0.63463
11,4989,4120,0.50864,0.4673,1,0.8333,0.36446,0.63521
13,20017,7054,0.53685,0.46321,1,0.8571,0.36348,0.63844
15,3554,2649,0.5333,0.477,1,0.875,0.36815,0.72878
17,9035,20017,0.55093,0.44903,1,0.8889,0.33228,0.68867
19,10657,9690,0.54413,0.46415,1,0.9,0.25165,0.75805
21,9749,12799,0.5374,0.46622,1,0.9091,0.22032,0.78226
23,4143,5492,0.52923,0.47618,1,0.9167,0.16323,0.76802
25,12516,6716,0.52467,0.47518,1,0.9231,0.24816,0.73672
27,7389,5057,0.54054,0.4782,1,0.9286,0.15991,0.86901
29,10540,6874,0.54982,0.46657,1,0.8667,0.15862,0.86636
31,20017,20145,0.5437,0.45663,1,0.875,0.13865,0.86446
33,20221,20293,0.54354,0.45663,1,0.8824,0.14498,0.85639
35,20370,6730,0.54339,0.45133,1,0.8333,0.1446,0.86407
37,7646,2473,0.54078,0.46903,1,0.8421,0.14944,0.79969
39,10232,16336,0.51757,0.49444,1,0.8,0.11609,0.82958
41,6087,12218,0.52855,0.4898,1,0.8095,0.24691,0.76508
43,9628,3578,0.51602,0.45869,1,0.8182,0.22984,0.73097
45,18828,6809,0.55377,0.43727,1,0.8261,0.22595,0.7681
47,14846,7312,0.55496,0.45837,1,0.7917,0.20927,0.82786
49,20017,9593,0.55525,0.53748,0.96,0.8,0.16496,0.88
51,9658,4397,0.50743,0.50269,0.9231,0.8077,0.06792,0.91546
53,11631,12942,0.50748,0.50792,0.9259,0.8148,0.07167,0.94265
55,6202,6978,0.49678,0.52924,0.9286,0.8214,0.06292,0.94765
57,9903,13429,0.48954,0.52712,0.931,0.8276,0.05516,0.94914
59,4703,7391,0.42214,0.57464,0.9333,0.8333,0.01741,0.98393
61,16916,15547,0.44203,0.57161,0.9355,0.8387,0.03497,0.9767
63,4760,17874,0.36164,0.65992,0.9375,0.8438,0.02836,0.98502
65,3819,3775,0.32135,0.68077,0.9394,0.8485,0.01228,0.99506
67,2718,5894,0.31081,0.68842,0.9412,0.8529,0.02416,0.99642
69,2465,7917,0.31913,0.71284,0.9429,0.8571,0.07286,0.99668
71,20017,20088,0.28827,0.7117,0.9444,0.8611,0.04887,0.99621
73,20160,4659,0.28816,0.72897,0.9459,0.8649,0.00295,0.99696
75,9236,10500,0.29763,0.71338,0.9474,0.8684,0.00276,0.99695
77,7521,6111,0.28685,0.708,0.9487,0.8718,0.00302,0.99678
79,3011,20017,0.27074,0.72406,0.95,0.875,0.00362,0.99607
81,10950,9541,0.27047,0.72496,0.9512,0.878,0.00393,0.9962
83,13632,19082,0.27821,0.73196,0.9286,0.881,0.02764,0.99621
85,3296,9328,0.27105,0.73088,0.9302,0.8837,0.04502,0.99572
87,11350,7041,0.27104,0.71553,0.9318,0.8864,0.00505,0.99686
89,5895,3462,0.26926,0.70964,0.9111,0.8889,0.03144,0.99642
91,10611,4632,0.27482,0.69667,0.913,0.8913,0.00335,0.99568
93,3732,4029,0.29619,0.70663,0.9149,0.8936,0.03554,0.99531
95,20017,20094,0.29712,0.70262,0.9167,0.8958,0.00597,0.99407
97,16462,2853,0.30157,0.69843,0.9184,0.898,0.00658,0.99351
99,6274,12981,0.30927,0.7275,0.92,0.9,0.01001,0.9917
101,14806,3292,0.28246,0.72137,0.9216,0.902,0.00951,0.98886
103,2756,1733,0.27179,0.73283,0.9231,0.9038,0.00637,0.99556
105,4254,8008,0.2674,0.74131,0.9245,0.8868,0.00988,0.98852
107,6364,17210,0.3406,0.6807,0.9259,0.8704,0.00752,0.99245
109,6309,3566,0.33553,0.72023,0.9091,0.8727,0.00634,0.99138
111,15271,4955,0.29076,0.72222,0.9107,0.875,0.01089,0.98762
113,20017,3453,0.2754,0.70726,0.9123,0.8772,0.01518,0.98622
115,14524,9190,0.31106,0.72077,0.9138,0.8793,0.01431,0.98156
117,9390,20017,0.28558,0.71974,0.9153,0.8814,0.01345,0.98854
119,20088,20159,0.28023,0.71978,0.9167,0.8833,0.01162,0.97885
121,10160,6676,0.29847,0.69656,0.918,0.8852,0.01034,0.98963
123,15592,11948,0.29864,0.70711,0.9194,0.8871,0.01224,0.9883
125,7234,8163,0.27701,0.74093,0.9206,0.8889,0.01054,0.98966
127,20017,5297,0.25472,0.77626,0.9219,0.875,0.01214,0.98896
129,14383,8442,0.2979,0.71575,0.9231,0.8769,0.01091,0.9719
131,12499,20017,0.27432,0.72575,0.9242,0.8788,0.0211,0.98143
133,2332,12652,0.25611,0.76697,0.9254,0.8806,0.07681,0.98455
135,6827,2059,0.22779,0.72747,0.9265,0.8824,0.01408,0.98819
137,15797,7491,0.26406,0.74345,0.9275,0.8841,0.01364,0.9876
139,8430,3863,0.27472,0.7341,0.9286,0.8857,0.01266,0.98482
141,5443,20017,0.26895,0.73396,0.9296,0.8873,0.00909,0.98846
143,20106,7195,0.26621,0.765,0.9306,0.8889,0.01244,0.98479
145,10483,13312,0.25756,0.76835,0.9315,0.8767,0.02133,0.98016
147,6172,15728,0.19982,0.82271,0.9324,0.8784,0.0176,0.98804
149,11036,20017,0.18293,0.81394,0.9333,0.88,0.01063,0.99033
151,7232,20017,0.20373,0.84729,0.9211,0.8816,0.0121,0.99153
153,5220,7806,0.17156,0.81482,0.9221,0.8831,0.00854,0.99226
155,3639,4476,0.21963,0.82155,0.9103,0.8718,0.01201,0.99526
157,3688,2968,0.20304,0.79921,0.9114,0.8734,0.0081,0.99421
159,3722,6006,0.21464,0.79556,0.9125,0.8625,0.03139,0.99365
161,4076,6031,0.23534,0.77108,0.9136,0.8519,0.00949,0.99309
163,6773,8713,0.20904,0.79212,0.9024,0.8537,0.03523,0.99453
165,3786,13046,0.23236,0.76728,0.9036,0.8554,0.00448,0.99508
167,15339,4123,0.24077,0.7815,0.9048,0.8571,0.00672,0.99484
169,3517,3958,0.23149,0.7658,0.9059,0.8588,0.0052,0.99509
171,3410,12072,0.24996,0.80222,0.8953,0.8605,0.02418,0.99386
173,11565,14202,0.18245,0.83182,0.8966,0.8621,0.00735,0.9936
175,3686,4323,0.20009,0.81869,0.8977,0.8523,0.00844,0.99379
177,3366,1695,0.16829,0.77228,0.8989,0.8539,0.00716,0.99224
179,1479,11848,0.15558,0.84272,0.9,0.8556,0.07271,0.98934
181,6796,20017,0.15933,0.84494,0.9011,0.8571,0.01078,0.98084
183,7899,20018,0.14931,0.85256,0.9022,0.8587,0.02715,0.98547
185,13525,5718,0.14642,0.86916,0.9032,0.8495,0.02189,0.98724
