MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,2264,4188,0.45708,0.52016,1,1,0.51823,0.4728
3,8366,10843,0.47993,0.52047,1,1,0.47999,0.49089
5,7933,11633,0.4755,0.52805,0.6667,0.6667,0.50052,0.48698
7,6210,4127,0.48599,0.52784,0.5,0.75,0.51638,0.47171
9,11246,8285,0.47646,0.52184,0.4,0.6,0.53668,0.46324
11,10582,20017,0.46117,0.53244,0.5,0.5,0.58408,0.41259
13,6173,2201,0.45382,0.51569,0.5714,0.5714,0.59562,0.517
15,8945,3152,0.49583,0.5123,0.5,0.625,0.47045,0.52354
17,7059,13762,0.45381,0.54706,0.5556,0.6667,0.49013,0.49975
19,10012,3346,0.44286,0.53431,0.6,0.7,0.48329,0.51461
21,7149,6499,0.45238,0.54229,0.6364,0.7273,0.49199,0.5103
23,7985,5408,0.50154,0.53108,0.5833,0.75,0.49875,0.58269
25,20017,8081,0.46134,0.52211,0.5385,0.7692,0.43785,0.62278
27,20017,1884,0.4763,0.53998,0.5714,0.7857,0.38284,0.62252
29,8065,8695,0.48565,0.50591,0.6,0.7333,0.38948,0.61282
31,6428,13610,0.54414,0.49251,0.5625,0.6875,0.3238,0.67595
33,11179,8859,0.50561,0.49601,0.5882,0.7059,0.26762,0.66842
35,6142,20017,0.50599,0.50389,0.5556,0.7222,0.2701,0.68652
37,20099,11072,0.49619,0.49974,0.5789,0.6842,0.31902,0.69839
39,13644,20017,0.49563,0.49863,0.6,0.7,0.31002,0.68701
41,6692,7888,0.4899,0.50334,0.619,0.7143,0.31916,0.66694
43,20017,20094,0.4957,0.50458,0.6364,0.7273,0.34295,0.65826
45,9231,9970,0.48969,0.49458,0.6522,0.7391,0.33866,0.68077
47,9255,10683,0.5082,0.56821,0.625,0.7083,0.31981,0.83016
49,14865,8534,0.42719,0.58042,0.64,0.72,0.16443,0.8385
51,9137,6920,0.42802,0.58479,0.6538,0.7308,0.16628,0.82745
53,20017,14680,0.4104,0.58874,0.6667,0.7037,0.17977,0.83759
55,20017,9918,0.40939,0.60113,0.6786,0.6786,0.15331,0.84189
57,9145,6449,0.40826,0.61333,0.6897,0.6897,0.1857,0.75575
59,9112,20017,0.38852,0.61264,0.7,0.7,0.23459,0.78914
61,6501,7099,0.37996,0.62147,0.7097,0.7097,0.20613,0.80365
63,16450,11015,0.38164,0.62207,0.7188,0.7188,0.19458,0.80583
65,13531,16803,0.3731,0.63012,0.7273,0.697,0.20158,0.69326
67,9698,4065,0.37161,0.65839,0.7059,0.7059,0.23792,0.80626
69,6353,4565,0.3892,0.66761,0.6857,0.7143,0.29165,0.54774
71,7039,14177,0.34312,0.68013,0.6667,0.7222,0.39414,0.82891
73,3590,20017,0.31367,0.67736,0.6757,0.7297,0.14783,0.86122
75,10642,9597,0.32141,0.68876,0.6842,0.7368,0.13847,0.86436
77,6247,3224,0.32153,0.65188,0.6923,0.7436,0.13604,0.95152
79,7872,3321,0.35741,0.63222,0.675,0.75,0.07606,0.96533
81,6958,20017,0.36552,0.63182,0.6829,0.7561,0.0518,0.9484
83,6526,9913,0.39029,0.61525,0.6905,0.7619,0.04937,0.94089
85,5545,8112,0.39346,0.62745,0.6977,0.7674,0.06825,0.93697
87,8293,6023,0.38958,0.63502,0.7045,0.7727,0.06861,0.92826
89,20017,20088,0.36689,0.63277,0.7111,0.7778,0.08738,0.91913
91,10560,7334,0.37003,0.63055,0.7174,0.7826,0.07064,0.9059
93,7884,4436,0.36674,0.63437,0.7234,0.7872,0.05558,0.94612
95,2173,3331,0.36473,0.64003,0.7292,0.7917,0.06317,0.96217
97,5147,4715,0.40573,0.74495,0.7143,0.7755,0.04858,0.98787
99,8288,17474,0.30332,0.69238,0.72,0.78,0.01868,0.97709
101,2992,4699,0.29247,0.73059,0.7255,0.7647,0.03209,0.99354
103,3075,3451,0.30588,0.7248,0.7115,0.7692,0.03868,0.99116
105,4779,20017,0.31805,0.71567,0.6981,0.7736,0.02553,0.97586
107,3002,2723,0.31764,0.71266,0.7037,0.7778,0.02481,0.98789
109,1926,5098,0.31765,0.70214,0.7091,0.7818,0.06225,0.98691
111,7844,20017,0.30325,0.69776,0.7143,0.7857,0.02156,0.98375
113,20082,8833,0.30241,0.70669,0.7018,0.7895,0.01372,0.98657
115,12250,5313,0.30324,0.69921,0.7069,0.7931,0.0151,0.98435
117,3632,2819,0.30604,0.70639,0.6949,0.7966,0.01818,0.98814
119,5041,9607,0.28641,0.73451,0.7,0.8,0.01847,0.97014
121,5182,11540,0.27416,0.72487,0.7049,0.7869,0.01742,0.98636
123,4021,20017,0.22933,0.75603,0.7097,0.7903,0.01478,0.97625
125,7209,15505,0.23637,0.74576,0.6984,0.7937,0.00922,0.98211
127,4022,1404,0.29769,0.693,0.6875,0.7969,0.00835,0.98054
129,2831,2760,0.28411,0.7351,0.6923,0.8,0.01618,0.98408
131,20017,3929,0.27235,0.72906,0.697,0.803,0.01712,0.98314
133,2673,11722,0.29178,0.71393,0.7015,0.806,0.02107,0.97878
135,14832,20017,0.2898,0.70986,0.7059,0.8088,0.02615,0.97294
137,20094,7384,0.29019,0.72918,0.7101,0.8116,0.02754,0.97195
139,11764,2347,0.25942,0.70658,0.7143,0.8143,0.02905,0.97405
141,7463,20017,0.314,0.6921,0.7183,0.8169,0.02498,0.97408
143,3285,4123,0.30223,0.74321,0.7083,0.8194,0.03917,0.98356
