MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,14517,5148,0.50869,0.48953,1,1,0.51742,0.47176
3,6497,11079,0.49786,0.486,1,1,0.48085,0.48872
5,8326,6377,0.52858,0.48172,0.6667,1,0.49997,0.504
7,8967,6154,0.51445,0.49147,0.75,1,0.4844,0.51561
9,4862,9243,0.50536,0.49761,0.8,1,0.5929,0.37832
11,2837,10725,0.49788,0.50257,0.8333,1,0.54952,0.36896
13,20017,20089,0.50062,0.49966,0.8571,1,0.62012,0.40345
15,20165,20235,0.5006,0.49952,0.875,1,0.60421,0.39088
17,20315,20388,0.50074,0.49939,0.8889,1,0.61277,0.38773
19,20465,3992,0.50069,0.48118,0.9,1,0.61319,0.39252
21,9399,10720,0.51628,0.48861,0.9091,1,0.77574,0.1604
23,20017,8113,0.5132,0.47644,0.9167,1,0.7611,0.26055
25,8354,3348,0.54725,0.42498,0.9231,1,0.86013,0.16919
27,6497,13546,0.57422,0.47758,0.8571,1,0.88738,0.15859
29,10910,20017,0.51341,0.48436,0.8667,1,0.87274,0.13416
31,4797,3702,0.53231,0.46637,0.875,1,0.86405,0.08922
33,8121,9521,0.53599,0.46266,0.8824,1,0.90419,0.23765
35,3243,5789,0.54916,0.49638,0.8333,0.9444,0.9269,0.2145
37,2576,7526,0.54789,0.42491,0.8421,0.9474,0.96346,0.06065
39,7351,11591,0.57621,0.42151,0.85,0.9,0.93836,0.0668
41,10562,2828,0.56396,0.44816,0.8095,0.9048,0.97936,0.01087
43,5170,3200,0.55494,0.45053,0.8182,0.9091,0.97979,0.01352
45,2084,4631,0.52254,0.45133,0.8261,0.913,0.97825,0.01307
47,2561,20017,0.53507,0.44779,0.8333,0.875,0.98495,0.02163
49,4365,3843,0.61993,0.43117,0.8,0.84,0.99404,0.01146
51,4260,4140,0.59974,0.46484,0.7692,0.8462,0.9971,0.00788
53,3500,20017,0.56135,0.45686,0.7407,0.8519,0.99766,0.00336
55,14946,2579,0.54641,0.43778,0.75,0.8571,0.9959,0.00412
57,3427,2352,0.57828,0.43965,0.7241,0.8621,0.99575,0.0035
59,5555,5562,0.58915,0.44352,0.7333,0.8333,0.99602,0.01351
61,6950,1316,0.57788,0.41584,0.7419,0.8387,0.99601,0.01542
63,11945,4228,0.56956,0.43714,0.75,0.8438,0.99716,0.0031
65,2580,6686,0.53768,0.47379,0.7576,0.8182,0.99793,0.00348
67,15786,10780,0.60263,0.39028,0.7647,0.8235,0.99647,0.00451
69,20017,1748,0.60386,0.38468,0.7714,0.8286,0.99798,0.0027
71,2802,2242,0.62677,0.35888,0.75,0.8333,0.99756,0.0029
73,10486,6460,0.65753,0.345,0.7568,0.8378,0.99581,0.00418
75,8350,11876,0.67128,0.33148,0.7632,0.8421,0.99594,0.00374
77,1677,3604,0.65609,0.35357,0.7692,0.8462,0.99754,0.00377
79,2546,5856,0.65024,0.31929,0.775,0.85,0.99634,0.00515
81,4259,20017,0.68744,0.31513,0.7805,0.8537,0.99408,0.00768
83,12351,20017,0.68954,0.30757,0.7857,0.8571,0.9927,0.00916
85,8774,9521,0.70088,0.30895,0.7907,0.8605,0.99363,0.00436
87,6925,20017,0.68101,0.31098,0.7955,0.8409,0.99524,0.00521
89,13025,12278,0.72003,0.28702,0.8,0.8444,0.99554,0.00611
91,9040,20017,0.71373,0.2925,0.8043,0.8478,0.99384,0.00726
93,4414,6943,0.70201,0.27959,0.8085,0.8511,0.99357,0.00642
95,2337,5543,0.72968,0.33651,0.7917,0.8542,0.99541,0.00647
97,7819,10475,0.68261,0.3171,0.7959,0.8571,0.99494,0.00727
99,15265,8762,0.6884,0.29832,0.8,0.86,0.99404,0.00781
101,20017,20107,0.69609,0.30411,0.8039,0.8431,0.99347,0.0101
103,20017,20139,0.68972,0.31015,0.8077,0.8462,0.99127,0.0092
105,20217,8779,0.68959,0.3034,0.8113,0.8491,0.9916,0.01118
107,5880,20017,0.6792,0.3281,0.8148,0.8519,0.99361,0.0081
109,20017,1834,0.67064,0.30112,0.8182,0.8545,0.99327,0.00685
111,4403,20017,0.69043,0.31352,0.8214,0.8571,0.99251,0.00947
113,2242,,0.67742,,0.8246,,0.99232,
