MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,1786448,515092,0.47139,0.53038,1,1,0.51955,0.49005
3,93212,43180,0.46495,0.53552,1,1,0.49869,0.51296
5,5986,3428,0.45023,0.52419,1,1,0.55205,0.47001
7,3565,20017,0.46316,0.5526,1,1,0.65278,0.34829
9,20179,20255,0.44733,0.55259,1,0.8,0.65229,0.29947
11,20017,20201,0.47028,0.53025,1,0.8333,0.68203,0.32647
13,11874,6913,0.46918,0.53473,1,0.8571,0.63021,0.39329
15,8301,13190,0.46568,0.5353,1,0.875,0.60691,0.36458
17,6710,5010,0.46014,0.53755,1,0.8889,0.66063,0.26386
19,15914,8765,0.47047,0.51267,0.9,0.9,0.74135,0.20057
21,20017,20129,0.48825,0.51156,0.9091,0.9091,0.74927,0.22621
23,20208,7253,0.48856,0.51219,0.9167,0.9167,0.77929,0.22564
25,13255,20017,0.48322,0.52338,0.9231,0.9231,0.7748,0.23394
27,15843,6087,0.48029,0.5303,0.8571,0.8571,0.79823,0.2038
29,5794,11207,0.49381,0.5049,0.8667,0.8667,0.87104,0.05582
31,12969,14445,0.4924,0.51344,0.875,0.875,0.95229,0.04789
33,20017,20164,0.48878,0.51107,0.8824,0.8824,0.95315,0.03632
35,4267,5053,0.47796,0.52184,0.8889,0.8889,0.96178,0.02417
37,20017,15948,0.48248,0.49475,0.8421,0.8947,0.9802,0.03655
39,8885,6192,0.518,0.49334,0.85,0.9,0.97142,0.08097
41,11710,20017,0.50266,0.50065,0.8571,0.9048,0.9823,0.02318
43,11529,8930,0.497,0.49576,0.8182,0.8636,0.96636,0.04738
45,17141,2301,0.5084,0.45144,0.8261,0.8696,0.95946,0.05935
47,14532,7082,0.54104,0.46028,0.8333,0.875,0.93388,0.07107
49,9276,4547,0.52505,0.4691,0.84,0.88,0.93577,0.06791
51,7833,5945,0.55184,0.44928,0.8077,0.8846,0.94011,0.06029
53,5352,16575,0.55584,0.46293,0.8148,0.8889,0.89872,0.10157
55,10767,18095,0.51831,0.4895,0.8214,0.8929,0.92798,0.06039
57,20017,6780,0.51265,0.4628,0.7931,0.8966,0.94935,0.04201
59,10894,6273,0.54052,0.42027,0.7667,0.9,0.94883,0.0596
61,8236,10992,0.58042,0.41396,0.7742,0.9032,0.96285,0.03746
63,17693,3059,0.5991,0.38341,0.7812,0.9062,0.96785,0.0287
65,20017,12673,0.61504,0.38329,0.7879,0.9091,0.96735,0.00586
67,11182,6777,0.61568,0.38594,0.7941,0.8824,0.98688,0.05145
69,9462,20017,0.61903,0.39124,0.7714,0.8857,0.99727,0.00199
71,1699,4126,0.59525,0.39462,0.7778,0.8889,0.99817,0.00203
73,2236,3447,0.59408,0.40169,0.7838,0.8649,0.99825,0.00224
75,2307,8716,0.63654,0.34586,0.7895,0.8684,0.99819,0.0023
77,14016,7528,0.65514,0.32998,0.7949,0.8718,0.998,0.00184
79,6207,4300,0.67818,0.34506,0.8,0.875,0.99806,0.0025
81,8389,5025,0.66878,0.32901,0.8049,0.878,0.99797,0.00293
83,15526,20017,0.69068,0.31227,0.8095,0.881,0.99738,0.00312
85,20214,9786,0.68774,0.31367,0.814,0.8605,0.99521,0.00233
87,8080,7407,0.69514,0.3154,0.8182,0.8636,0.99762,0.00595
89,14058,9134,0.68128,0.30557,0.8222,0.8667,0.99757,0.00257
91,6934,3009,0.67319,0.33321,0.8261,0.8696,0.99817,0.00202
93,20017,2483,0.67446,0.30486,0.8298,0.8723,0.99811,0.00196
95,5080,7111,0.69941,0.33863,0.8125,0.8542,0.99825,0.00234
97,15683,10164,0.66886,0.33221,0.8163,0.8571,0.99727,0.00374
99,14972,11253,0.67422,0.3391,0.82,0.86,0.99667,0.00289
101,1895,6402,0.65568,0.33327,0.8235,0.8431,0.99756,0.00322
103,17409,1389,0.6738,0.27725,0.8269,0.8462,0.99599,0.00449
105,8911,7499,0.73253,0.28253,0.8302,0.8491,0.99506,0.00687
107,11912,7883,0.7336,0.26045,0.8333,0.8519,0.99359,0.00901
109,17032,4993,0.75417,0.23182,0.8364,0.8545,0.9929,0.01211
111,20017,13630,0.76978,0.22697,0.8393,0.8571,0.9932,0.00731
113,20017,6422,0.77398,0.26666,0.8421,0.8421,0.99557,0.01353
115,9040,20017,0.7525,0.23876,0.8448,0.8448,0.99126,0.0108
117,11338,10253,0.7969,0.21238,0.8475,0.8475,0.99418,0.00845
119,20017,8658,0.78856,0.24471,0.85,0.85,0.99417,0.01263
121,20017,20094,0.7559,0.24384,0.8525,0.8525,0.98881,0.01209
123,4178,16382,0.77092,0.25998,0.8548,0.8548,0.99016,0.03938
125,8897,3537,0.74658,0.12317,0.8413,0.8413,0.95564,0.09455
127,8528,4016,0.86833,0.13676,0.8438,0.8438,0.99271,0.01105
129,2684,,0.87694,,0.8462,,0.99385,
