MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,3863,2274,0.52733,0.48533,0,1,0.49636,0.50884
3,9283,7866,0.51529,0.48532,0.5,1,0.45779,0.54844
5,11395,6798,0.51265,0.47717,0.6667,1,0.45671,0.57235
7,4499,10703,0.51885,0.46988,0.75,1,0.49086,0.5201
9,7388,20017,0.5288,0.46679,0.8,1,0.47218,0.53649
11,20098,9693,0.53309,0.46602,0.8333,1,0.47249,0.52224
13,20017,14595,0.53075,0.4713,0.8571,1,0.4811,0.49862
15,6786,4892,0.5212,0.45576,0.875,0.875,0.48858,0.53774
17,20017,6432,0.53276,0.46472,0.8889,0.7778,0.48073,0.53004
19,5267,13267,0.51407,0.4886,0.9,0.8,0.486,0.50764
21,8314,20017,0.50868,0.48669,0.9091,0.8182,0.43671,0.58388
23,20089,20161,0.51329,0.48678,0.9167,0.8333,0.41195,0.59656
25,15154,6694,0.51694,0.49295,0.9231,0.8462,0.40338,0.59961
27,6409,13768,0.50828,0.5085,0.9286,0.8571,0.34558,0.70091
29,20017,20086,0.49284,0.50715,0.9333,0.8667,0.29436,0.71018
31,1700,20017,0.46935,0.51789,0.9375,0.875,0.21323,0.81915
33,12883,1581,0.47005,0.47529,0.8824,0.8824,0.1723,0.88437
35,6607,5348,0.51936,0.48039,0.8889,0.8889,0.1067,0.91045
37,20017,20107,0.51417,0.48606,0.8947,0.8947,0.08825,0.90963
39,20178,12237,0.51416,0.48005,0.9,0.9,0.07882,0.92393
41,9137,15081,0.52985,0.46593,0.9048,0.8571,0.05824,0.9467
43,4230,2551,0.54157,0.50733,0.8636,0.8636,0.05184,0.90643
45,20017,9024,0.49391,0.51188,0.8696,0.8696,0.11139,0.88509
47,10931,3234,0.48833,0.51528,0.875,0.875,0.08997,0.91712
49,6485,1394,0.46244,0.54116,0.84,0.88,0.09151,0.98363
51,17900,5448,0.4446,0.58738,0.8462,0.8846,0.01309,0.98518
53,11958,12216,0.43335,0.53764,0.8148,0.8889,0.02417,0.987
55,5057,16877,0.4198,0.57029,0.8214,0.8929,0.00578,0.99073
57,20017,20096,0.43012,0.5703,0.8276,0.8966,0.00835,0.99279
59,9377,5831,0.41094,0.48379,0.8,0.8667,0.01196,0.99536
61,2597,3828,0.446,0.59975,0.8065,0.8387,0.01066,0.99512
63,20017,20096,0.47321,0.52716,0.8125,0.8438,0.00633,0.99248
65,4410,2034,0.42591,0.50047,0.8182,0.8485,0.00563,0.99478
67,6841,20017,0.5044,0.51383,0.8235,0.8529,0.00735,0.99239
69,4243,11370,0.48323,0.53463,0.8286,0.8571,0.00908,0.99131
71,5324,5138,0.47593,0.55143,0.8056,0.8611,0.0135,0.99714
73,4574,2603,0.45303,0.55425,0.7838,0.8649,0.00395,0.9966
75,5510,7642,0.45694,0.59077,0.7632,0.8684,0.003,0.99671
77,4494,2903,0.408,0.63642,0.7436,0.8718,0.00298,0.99541
79,4611,5409,0.36081,0.65229,0.725,0.875,0.00599,0.99229
81,6957,12316,0.36012,0.63104,0.7317,0.878,0.0076,0.99294
83,20017,14848,0.36931,0.63496,0.7381,0.881,0.00779,0.99461
85,10012,11519,0.35646,0.63741,0.7442,0.8837,0.0056,0.99548
87,5892,7567,0.37204,0.61478,0.75,0.8636,0.00547,0.99588
89,5844,8157,0.43834,0.49751,0.7333,0.8667,0.00702,0.99632
91,10169,20017,0.52228,0.56544,0.7174,0.8696,0.00474,0.99565
93,20090,6147,0.4347,0.54586,0.7021,0.8723,0.0038,0.99661
95,3228,4679,0.46115,0.55936,0.7083,0.875,0.00337,0.99563
97,1703,4196,0.40598,0.59908,0.7143,0.8571,0.00517,0.99428
99,5166,20017,0.40288,0.59517,0.72,0.86,0.0092,0.99247
101,6770,15403,0.41324,0.60926,0.7059,0.8627,0.00819,0.9919
103,4303,7286,0.40199,0.62668,0.6923,0.8654,0.00982,0.99173
105,6028,2619,0.355,0.61144,0.6981,0.8679,0.01066,0.99061
107,6113,5424,0.42104,0.64799,0.6852,0.8704,0.01173,0.98782
109,4482,3215,0.377,0.68472,0.6727,0.8727,0.01642,0.98422
111,12399,4933,0.30794,0.71752,0.6786,0.8571,0.01752,0.98508
113,14361,4649,0.35546,0.65102,0.6842,0.8596,0.01611,0.98465
115,10371,12630,0.37582,0.60944,0.6897,0.8621,0.01405,0.98782
117,7865,12428,0.43645,0.56184,0.6949,0.8644,0.01184,0.98831
119,13172,9552,0.45484,0.55005,0.7,0.8667,0.01269,0.99069
121,6254,20017,0.45902,0.61005,0.6885,0.8689,0.01058,0.99276
123,3707,6932,0.40956,0.62197,0.6935,0.871,0.00979,0.98967
125,7369,2771,0.38098,0.60737,0.6825,0.873,0.01036,0.99002
127,2970,3985,0.3834,0.64026,0.6875,0.8594,0.01275,0.99241
129,2574,12166,0.40301,0.6402,0.6923,0.8615,0.01073,0.98934
131,12646,12059,0.37283,0.66624,0.697,0.8636,0.01181,0.98759
133,4050,18631,0.29575,0.73336,0.7015,0.8657,0.01833,0.98606
135,8319,20017,0.30132,0.77526,0.6912,0.8676,0.01098,0.98935
137,16722,8965,0.23052,0.77864,0.6957,0.8696,0.0104,0.99139
139,20017,12183,0.22368,0.77883,0.7,0.8714,0.00959,0.99227
141,1820,7883,0.22371,0.76497,0.7042,0.8732,0.01236,0.98907
143,13432,8011,0.23794,0.79838,0.7083,0.875,0.01191,0.9913
145,13059,14320,0.20664,0.81511,0.7123,0.8767,0.0086,0.99028
