MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,17687,2663,0.48072,0.53627,0,1,0.51835,0.51003
3,5402,10898,0.46505,0.53169,0.5,1,0.4891,0.55325
5,5433,8023,0.4862,0.54442,0.3333,1,0.44275,0.52918
7,6491,9500,0.44394,0.5357,0.5,1,0.49787,0.50032
9,20017,14287,0.4628,0.54009,0.6,0.8,0.50139,0.4926
11,3955,6489,0.40784,0.5978,0.6667,0.8333,0.71158,0.27625
13,5885,7683,0.40529,0.55939,0.5714,0.8571,0.71139,0.23455
15,5284,12978,0.44144,0.55673,0.625,0.875,0.75635,0.16147
17,2813,3844,0.4243,0.57729,0.6667,0.8889,0.80253,0.2428
19,7715,5546,0.42108,0.53422,0.6,0.9,0.75177,0.25939
21,14473,4351,0.48071,0.51292,0.6364,0.9091,0.70974,0.13714
23,20017,15295,0.49138,0.51696,0.6667,0.8333,0.79525,0.20868
25,20017,9088,0.49308,0.4978,0.6923,0.8462,0.86506,0.13961
27,3652,20017,0.50473,0.49772,0.7143,0.8571,0.89274,0.08966
29,20090,14901,0.50244,0.50425,0.7333,0.8667,0.90713,0.0617
31,3035,20017,0.49796,0.49566,0.75,0.875,0.9388,0.09185
33,20095,9335,0.504,0.51298,0.7647,0.8824,0.91163,0.09095
35,8372,20017,0.49292,0.50923,0.7778,0.8889,0.92509,0.07125
37,6109,20017,0.47982,0.5248,0.7895,0.8947,0.93521,0.065
39,15431,5368,0.48128,0.52172,0.8,0.9,0.93697,0.06658
41,13884,16166,0.4814,0.5224,0.8095,0.9048,0.93411,0.06785
43,12403,13290,0.49805,0.49808,0.8182,0.8636,0.93601,0.05363
45,20017,16177,0.50309,0.50381,0.8261,0.8696,0.96694,0.03052
47,20017,12824,0.4972,0.5064,0.7917,0.875,0.97966,0.01965
49,15083,7456,0.49907,0.50428,0.8,0.88,0.98463,0.01421
51,10726,13697,0.49101,0.48492,0.7692,0.8846,0.98667,0.02119
53,6982,10236,0.51895,0.49178,0.7778,0.8889,0.97727,0.02565
55,20017,20085,0.50809,0.49193,0.7857,0.8929,0.97388,0.02634
57,6259,15154,0.50294,0.48715,0.7931,0.8966,0.97445,0.02942
59,3900,6796,0.49427,0.49537,0.8,0.9,0.9708,0.03413
61,4972,9871,0.50065,0.48369,0.8065,0.9032,0.96905,0.03237
63,11419,20017,0.5094,0.49015,0.8125,0.9062,0.97457,0.0265
65,10945,20017,0.50969,0.48757,0.8182,0.9091,0.97356,0.02644
67,4074,2455,0.52406,0.44425,0.8235,0.9118,0.97618,0.02493
69,11194,11800,0.57806,0.42097,0.8,0.8857,0.99346,0.00776
71,5108,12416,0.59577,0.43208,0.8056,0.8611,0.99582,0.00528
73,5801,18698,0.63069,0.34732,0.7838,0.8378,0.99592,0.00628
75,11720,2910,0.67896,0.30505,0.7895,0.8421,0.99629,0.0056
77,20017,10790,0.69164,0.29731,0.7949,0.8205,0.99382,0.0086
79,20017,8771,0.69365,0.31946,0.8,0.8,0.9956,0.00482
81,20017,8014,0.652,0.3527,0.8049,0.8049,0.99571,0.00578
83,12141,20017,0.64812,0.34516,0.8095,0.8095,0.99466,0.00683
85,14807,20017,0.66334,0.33495,0.814,0.814,0.99402,0.00728
87,20094,8445,0.66508,0.33264,0.8182,0.7955,0.99365,0.00899
89,12604,10515,0.68891,0.30349,0.8222,0.8,0.99331,0.00849
91,8933,20017,0.68764,0.31558,0.8261,0.8043,0.99334,0.00783
93,7887,20017,0.695,0.30801,0.8298,0.8085,0.99374,0.00673
95,20086,8432,0.69181,0.30956,0.8333,0.8125,0.99568,0.00525
97,9756,9470,0.68586,0.29041,0.8367,0.7959,0.99694,0.00441
99,6270,9260,0.68708,0.33767,0.84,0.78,0.99748,0.00326
101,4897,8328,0.74798,0.24556,0.8431,0.7843,0.99715,0.00265
103,3093,1407,0.77208,0.24211,0.8462,0.7885,0.99782,0.00303
105,6256,4491,0.77823,0.22153,0.8491,0.7736,0.99682,0.02862
107,2594,4357,0.77374,0.23105,0.8519,0.7593,0.99772,0.00282
109,4087,5213,0.79199,0.20008,0.8545,0.7455,0.99736,0.00266
111,11430,4653,0.77259,0.24894,0.8571,0.7321,0.99583,0.00589
113,8662,6262,0.8322,0.18056,0.8596,0.7368,0.9976,0.0038
115,11180,4045,0.82465,0.17922,0.8621,0.7414,0.99628,0.0058
117,15281,20017,0.82662,0.17348,0.8644,0.7458,0.99643,0.00395
119,11182,4587,0.82193,0.17095,0.8667,0.75,0.99732,0.00323
121,10200,12521,0.83862,0.15673,0.8689,0.7541,0.99712,0.00406
123,5062,12895,0.84668,0.14987,0.871,0.7581,0.99564,0.00447
125,8363,,0.85424,,0.873,,0.99614,
