MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,2709,5054,0.4695,0.52457,1,1,0.51957,0.47307
3,6981,12781,0.47357,0.53093,1,1,0.48352,0.48705
5,8077,9043,0.48052,0.51616,1,1,0.53175,0.51221
7,9443,20017,0.49921,0.50273,1,1,0.48449,0.52983
9,20094,14673,0.49737,0.50486,1,0.8,0.4627,0.55654
11,20017,8307,0.51271,0.49724,1,0.8333,0.44243,0.55491
13,20017,5966,0.50186,0.49845,1,0.8571,0.4424,0.56031
15,20017,6579,0.48818,0.52676,1,0.875,0.44562,0.5628
17,9917,7619,0.48306,0.50813,1,0.8889,0.44122,0.5713
19,20017,20218,0.49283,0.50741,1,0.9,0.35496,0.73017
21,20308,20387,0.49275,0.5074,1,0.9091,0.26627,0.76398
23,20454,10528,0.49278,0.50244,1,0.8333,0.21483,0.82514
25,20017,20126,0.51642,0.4836,1,0.8462,0.18995,0.80214
27,4873,20017,0.48349,0.51309,1,0.8571,0.13565,0.86636
29,7585,15575,0.47391,0.53214,1,0.8667,0.06835,0.92356
31,6100,20017,0.46348,0.53366,1,0.875,0.07577,0.9298
33,20106,7497,0.46666,0.55402,1,0.8235,0.06964,0.92476
35,5717,7763,0.47587,0.5287,1,0.7778,0.09838,0.90765
37,3328,4801,0.49854,0.50146,1,0.7368,0.17847,0.92923
39,4400,1671,0.47822,0.50941,0.95,0.75,0.08285,0.95814
41,1413,15144,0.4848,0.53533,0.9524,0.7619,0.09894,0.95445
43,20017,10674,0.46593,0.55708,0.9091,0.7727,0.05662,0.95033
45,20017,18364,0.45102,0.55455,0.913,0.7826,0.05041,0.94993
47,20017,6132,0.44476,0.56922,0.9167,0.75,0.05011,0.95354
49,7718,13596,0.48991,0.51129,0.92,0.76,0.01637,0.97442
51,20017,20196,0.48949,0.51068,0.9231,0.7692,0.02779,0.9729
53,3506,4912,0.45996,0.49141,0.9259,0.7778,0.02901,0.9707
55,20017,7886,0.50477,0.5099,0.9286,0.75,0.03028,0.96959
57,6816,20017,0.47666,0.52245,0.931,0.7586,0.01096,0.98138
59,11531,7026,0.48826,0.52023,0.9333,0.7667,0.01654,0.98413
61,10093,14945,0.486,0.51643,0.9355,0.7419,0.01144,0.99077
63,14305,11603,0.44967,0.54522,0.9375,0.75,0.01226,0.98906
65,7160,6952,0.45068,0.54457,0.9394,0.7576,0.01235,0.98666
67,8062,20017,0.44104,0.555,0.9412,0.7647,0.03327,0.98303
69,4037,3300,0.44022,0.57158,0.9429,0.7714,0.01268,0.99006
71,9795,20017,0.41981,0.55571,0.9167,0.7778,0.01239,0.98308
73,9947,10236,0.44607,0.56082,0.9189,0.7568,0.00758,0.99195
75,20017,20103,0.45021,0.54984,0.9211,0.7632,0.02004,0.98009
77,5277,1747,0.39888,0.58684,0.9231,0.7692,0.01977,0.97469
79,2418,4590,0.40404,0.57951,0.925,0.775,0.04125,0.90733
81,4557,6406,0.41227,0.5729,0.9268,0.7805,0.09915,0.98966
83,8024,2684,0.43425,0.56537,0.9286,0.7857,0.01154,0.98644
85,12841,4527,0.43366,0.56399,0.9302,0.7674,0.01431,0.98156
87,6998,20017,0.47798,0.53879,0.9318,0.7727,0.02769,0.98161
89,20109,15503,0.46114,0.56991,0.9333,0.7778,0.01777,0.98564
91,4525,3157,0.45995,0.56446,0.913,0.7826,0.01481,0.97987
93,4286,5577,0.41254,0.61381,0.9149,0.7872,0.02112,0.97634
95,8293,12705,0.41346,0.60159,0.9167,0.7917,0.02195,0.97503
97,12495,9609,0.4016,0.62219,0.9184,0.7959,0.0215,0.98012
99,20017,20089,0.37165,0.62806,0.92,0.8,0.02162,0.97823
101,20165,6106,0.3719,0.60881,0.9216,0.8039,0.01851,0.98373
103,3142,2509,0.39313,0.58646,0.9231,0.8077,0.01548,0.98353
105,14222,19013,0.39382,0.61587,0.9245,0.8113,0.02341,0.9765
107,4012,5237,0.39105,0.64062,0.9259,0.7963,0.01403,0.98769
109,1335,4858,0.38372,0.59183,0.9273,0.8,0.01715,0.98902
111,4482,20017,0.40195,0.58616,0.9107,0.8036,0.01374,0.98904
113,8230,7742,0.425,0.64954,0.8947,0.807,0.00947,0.98945
115,5592,5566,0.32637,0.68116,0.8966,0.8103,0.01336,0.98491
117,5280,11214,0.29061,0.73115,0.8983,0.8136,0.01528,0.98271
119,20017,20095,0.27104,0.72895,0.9,0.8167,0.02487,0.97635
121,20179,3196,0.27114,0.75437,0.9016,0.8033,0.02634,0.97701
123,3385,3174,0.28026,0.71565,0.9032,0.7903,0.02541,0.97194
125,1636,6608,0.34373,0.64828,0.9048,0.7937,0.03987,0.97813
127,6360,5093,0.34551,0.58162,0.8906,0.7969,0.02023,0.97539
