MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,11633,4077,0.51229,0.47842,1,1,0.51857,0.47271
3,5577,12798,0.52722,0.47733,1,1,0.5141,0.49464
5,12347,8986,0.53301,0.48977,0.6667,1,0.50384,0.5025
7,9411,5537,0.51358,0.49119,0.5,1,0.58099,0.45329
9,8983,4904,0.52264,0.47263,0.4,1,0.57519,0.42443
11,11851,12734,0.53893,0.45554,0.5,1,0.54218,0.54826
13,20017,20186,0.54311,0.45691,0.5714,1,0.45749,0.54585
15,20279,9325,0.54295,0.46498,0.625,1,0.45074,0.55675
17,20017,20282,0.53572,0.4639,0.6667,0.8889,0.44161,0.55959
19,20017,2515,0.50131,0.4814,0.7,0.9,0.43891,0.562
21,16743,4017,0.52189,0.4967,0.6364,0.9091,0.44351,0.54577
23,11890,10811,0.50863,0.53848,0.5833,0.9167,0.45182,0.65212
25,20017,20239,0.46507,0.53425,0.6154,0.9231,0.35331,0.64398
27,20456,20543,0.46641,0.53347,0.6429,0.9286,0.3594,0.64209
29,12966,5222,0.46081,0.56328,0.6667,0.9333,0.37118,0.62893
31,6287,20017,0.47041,0.52041,0.6875,0.9375,0.38479,0.61242
33,9989,4937,0.46286,0.53048,0.7059,0.9412,0.39054,0.60297
35,8238,6576,0.47641,0.52277,0.7222,0.8889,0.34774,0.66346
37,6522,14066,0.45878,0.53185,0.7368,0.8947,0.33122,0.66124
39,6043,20017,0.48246,0.5527,0.7,0.9,0.35342,0.71307
41,20102,9540,0.4471,0.56028,0.7143,0.9048,0.25596,0.77402
43,3855,5634,0.44318,0.56774,0.7273,0.9091,0.13497,0.85326
45,4879,5065,0.42353,0.55748,0.7391,0.913,0.17052,0.83918
47,13499,9827,0.44553,0.58188,0.7083,0.875,0.1847,0.88335
49,5286,6200,0.43787,0.57332,0.72,0.88,0.09759,0.91666
51,8030,5659,0.43208,0.5845,0.7308,0.8462,0.07689,0.92004
53,8209,4745,0.46843,0.53532,0.7407,0.8519,0.05401,0.92974
55,8115,8180,0.4567,0.53306,0.7143,0.8571,0.02644,0.91954
57,20017,8133,0.46793,0.51835,0.7241,0.8276,0.10812,0.88937
59,3437,15568,0.43507,0.56201,0.7333,0.8333,0.18849,0.91374
61,7296,20017,0.41954,0.57468,0.7419,0.8387,0.05264,0.92364
63,8004,11935,0.41677,0.5622,0.75,0.8438,0.03292,0.955
65,4960,20017,0.43229,0.57848,0.7576,0.8485,0.0089,0.95843
67,12127,13975,0.4181,0.57946,0.7647,0.8529,0.02132,0.96904
69,7633,5947,0.40348,0.59108,0.7714,0.8571,0.03548,0.93425
71,7208,9440,0.43678,0.60284,0.75,0.8611,0.11301,0.93701
73,14476,5122,0.41917,0.56298,0.7568,0.8649,0.05973,0.93348
75,3555,6879,0.37517,0.58729,0.7632,0.8684,0.08839,0.94317
77,7018,5848,0.41827,0.58093,0.7436,0.8462,0.08832,0.98566
79,2267,2169,0.41958,0.54148,0.75,0.85,0.08668,0.97823
81,8121,9262,0.44044,0.55375,0.7561,0.8293,0.00393,0.97986
