MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,24486,5407,0.51803,0.47582,1,1,0.51695,0.47072
3,8410,11391,0.52354,0.48094,1,1,0.48136,0.4895
5,7707,6491,0.52736,0.49347,0.6667,1,0.5037,0.50305
7,8897,13352,0.50786,0.49552,0.75,1,0.49414,0.47211
9,7082,5851,0.5212,0.48537,0.6,1,0.5452,0.46472
11,12626,20017,0.51545,0.46792,0.5,1,0.59162,0.49507
13,5165,7192,0.55607,0.46097,0.5714,1,0.52509,0.47849
15,14641,2376,0.54415,0.46916,0.625,1,0.56586,0.43856
17,9074,14321,0.53863,0.47136,0.5556,1,0.55468,0.45366
19,4571,13172,0.51231,0.4864,0.6,1,0.4835,0.42509
21,6841,7155,0.49767,0.50012,0.6364,0.9091,0.5403,0.39575
23,9326,20017,0.52013,0.47804,0.6667,0.9167,0.64726,0.35114
25,10218,5123,0.52212,0.46522,0.6923,0.9231,0.64004,0.15409
27,7891,4644,0.54193,0.47057,0.7143,0.9286,0.81642,0.21675
29,20017,20121,0.52873,0.47142,0.7333,0.9333,0.7978,0.20009
31,20288,11798,0.52888,0.46629,0.75,0.9375,0.81232,0.18406
33,13413,20017,0.54468,0.45243,0.7647,0.9412,0.8147,0.19167
35,15213,20017,0.54894,0.45222,0.7778,0.9444,0.80715,0.19736
37,13404,15016,0.55058,0.45014,0.7895,0.9474,0.79905,0.20341
39,7095,3249,0.54131,0.43366,0.8,0.95,0.79838,0.09944
41,14195,8715,0.57313,0.42391,0.7619,0.9524,0.90684,0.05204
43,13642,20017,0.57698,0.42044,0.7727,0.9545,0.96255,0.0318
45,15757,9677,0.59076,0.40919,0.7826,0.9565,0.96788,0.02014
47,7600,20017,0.58026,0.42456,0.7917,0.9583,0.97519,0.02732
49,20091,3115,0.57581,0.44011,0.8,0.92,0.97164,0.03563
51,3489,8117,0.57137,0.43193,0.8077,0.9231,0.99397,0.01141
53,20017,6563,0.56428,0.42556,0.8148,0.9259,0.98382,0.01295
55,9701,5745,0.56693,0.45216,0.7857,0.8929,0.99426,0.05884
57,4400,3123,0.59093,0.50996,0.7586,0.8966,0.99462,0.042
59,3545,12938,0.52291,0.49385,0.7667,0.9,0.99346,0.0104
61,8919,4342,0.49742,0.40563,0.7419,0.9032,0.98015,0.02886
63,20017,20089,0.60184,0.3982,0.75,0.9062,0.96993,0.03327
65,20175,6081,0.60164,0.40904,0.7576,0.9091,0.96853,0.02413
67,20017,7960,0.59294,0.39349,0.7647,0.9118,0.97042,0.02314
69,9079,4981,0.61718,0.39979,0.7714,0.9143,0.96404,0.02527
71,15575,9976,0.60652,0.40464,0.7778,0.9167,0.96966,0.02957
73,13575,20017,0.60012,0.40109,0.7838,0.9189,0.95316,0.05647
75,15382,12875,0.60427,0.39541,0.7895,0.8947,0.94382,0.01741
77,20017,9480,0.62643,0.3831,0.7949,0.8974,0.94673,0.05047
79,12803,12685,0.63819,0.3739,0.775,0.875,0.95526,0.05203
81,3441,12422,0.67397,0.31079,0.7805,0.8537,0.93625,0.04992
83,12670,8784,0.67581,0.33484,0.7619,0.8571,0.95699,0.05321
85,5388,2350,0.67971,0.31784,0.7442,0.8605,0.96768,0.026
87,6147,7209,0.70867,0.28147,0.75,0.8409,0.98051,0.02741
89,20017,3144,0.66173,0.36485,0.7556,0.8222,0.97996,0.01807
91,3288,9498,0.70164,0.35571,0.7391,0.8261,0.98981,0.02127
93,20017,11858,0.64788,0.36337,0.7447,0.8298,0.97622,0.01865
95,17501,3071,0.6475,0.33018,0.7292,0.8125,0.98408,0.049
97,8565,15047,0.70465,0.30484,0.7347,0.8163,0.98522,0.02276
99,7914,3825,0.67753,0.27768,0.72,0.82,0.97937,0.01595
101,5648,1985,0.7071,0.26888,0.7255,0.8235,0.97712,0.03411
103,6159,15584,0.74815,0.26481,0.7308,0.8269,0.979,0.02512
105,20017,20107,0.73452,0.26502,0.7358,0.8302,0.97585,0.02381
107,20179,6971,0.73523,0.24125,0.7407,0.8333,0.97697,0.02239
109,13494,12079,0.75854,0.24825,0.7455,0.8364,0.97805,0.02236
111,20017,3798,0.75227,0.33319,0.7321,0.8214,0.98023,0.02965
113,8071,8552,0.66562,0.3434,0.7368,0.8246,0.98021,0.01338
115,10628,9197,0.6449,0.29847,0.7241,0.8103,0.98451,0.02079
117,20017,20130,0.68517,0.31483,0.7288,0.8136,0.97855,0.02123
119,6102,12594,0.70425,0.30632,0.7333,0.8167,0.98438,0.01665
121,4249,1813,0.67432,0.2954,0.7377,0.8197,0.98458,0.01319
123,6913,17097,0.70439,0.30952,0.7419,0.8226,0.98684,0.02156
125,9510,5776,0.69698,0.32072,0.746,0.8254,0.98066,0.02951
127,8942,7440,0.65792,0.35048,0.75,0.8281,0.97539,0.03742
129,4896,20017,0.63199,0.38931,0.7538,0.8308,0.97066,0.02972
131,20143,20224,0.61096,0.38951,0.7576,0.8333,0.9725,0.02592
133,20303,7040,0.61066,0.39057,0.7612,0.8209,0.97931,0.02209
135,4569,6208,0.67114,0.30065,0.7647,0.8235,0.97146,0.01673
137,20017,6210,0.68099,0.37092,0.7681,0.8116,0.98368,0.01861
139,14077,3693,0.69505,0.30713,0.7714,0.8143,0.9835,0.01823
141,11547,3161,0.69558,0.2757,0.7746,0.8169,0.98335,0.00993
143,5211,20017,0.6995,0.31377,0.7778,0.8194,0.99328,0.00884
145,6770,7315,0.66358,0.37213,0.7808,0.8082,0.99368,0.0075
147,8959,4897,0.63809,0.34889,0.7703,0.7973,0.98911,0.01813
149,8580,3598,0.65226,0.3796,0.7733,0.7867,0.98647,0.01948
151,4243,4387,0.7452,0.3326,0.7632,0.7895,0.9894,0.01465
153,20017,4403,0.66103,0.33495,0.7662,0.7792,0.98715,0.01829
155,9834,7703,0.67896,0.32638,0.7692,0.7821,0.98766,0.01851
157,14757,12150,0.67667,0.31783,0.7722,0.7848,0.9843,0.01829
159,20017,16547,0.68397,0.32063,0.775,0.7875,0.9811,0.02057
161,6589,20017,0.70374,0.31176,0.7778,0.7901,0.98388,0.01768
163,20112,18850,0.68829,0.31552,0.7805,0.7805,0.98219,0.03358
165,20017,9603,0.63728,0.40238,0.7831,0.7831,0.97176,0.01851
167,20017,10401,0.59664,0.45111,0.7857,0.7738,0.9742,0.03074
169,5526,4157,0.80681,0.19815,0.7882,0.7765,0.97651,0.0228
171,6264,5674,0.84251,0.18638,0.7907,0.7791,0.98468,0.01655
173,15664,6986,0.80969,0.24814,0.7931,0.7701,0.98304,0.02264
175,8394,20017,0.83407,0.16315,0.7955,0.7614,0.98869,0.01228
177,2408,5950,0.85046,0.14683,0.7978,0.764,0.98897,0.01484
179,3162,9329,0.85876,0.13211,0.7889,0.7667,0.9885,0.01134
181,3462,10270,0.87598,0.17856,0.7802,0.7692,0.9871,0.01358
183,20017,10792,0.80962,0.24316,0.7826,0.7609,0.98579,0.01618
185,11705,20017,0.89425,0.11015,0.7849,0.7634,0.99052,0.00884
187,3606,20017,0.91126,0.09457,0.7872,0.7553,0.9901,0.01981
189,15183,20017,0.8986,0.10077,0.7895,0.7579,0.98579,0.01257
191,20167,15038,0.8992,0.11502,0.7917,0.7604,0.98715,0.01641
193,7535,4176,0.90566,0.11671,0.7938,0.7629,0.9866,0.00865
195,15626,20017,0.89924,0.10139,0.7959,0.7653,0.99201,0.00833
197,4858,17298,0.88773,0.12326,0.7879,0.7677,0.99094,0.01004
199,20017,7895,0.87709,0.1674,0.79,0.77,0.99221,0.00767
201,11444,20017,0.8571,0.14212,0.7921,0.7723,0.99083,0.01094
203,6133,15034,0.84283,0.1277,0.7843,0.7745,0.9897,0.01569
205,20017,5605,0.8717,0.14169,0.7864,0.7767,0.98712,0.01382
207,4261,11683,0.84949,0.15575,0.7885,0.7788,0.989,0.01302
209,4759,9010,0.83149,0.16038,0.7905,0.781,0.98879,0.01836
211,15592,4335,0.85966,0.15538,0.7925,0.783,0.98277,0.02072
213,15599,20017,0.88673,0.11207,0.7944,0.785,0.98525,0.01541
215,6654,8596,0.89797,0.10536,0.787,0.787,0.98611,0.01714
217,14487,4160,0.89243,0.11335,0.789,0.789,0.98421,0.01484
219,6014,3213,0.88387,0.11606,0.7909,0.7909,0.9911,0.00593
221,11528,8996,0.88546,0.12637,0.7928,0.7928,0.99679,0.00519
223,7883,,0.88867,,0.7946,,0.99383,
