MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,2637,5264,0.47002,0.52534,1,1,0.51905,0.471
3,6697,12083,0.46853,0.52588,1,1,0.48026,0.49382
5,7921,9554,0.48688,0.52935,0.6667,1,0.50259,0.49163
7,4585,7844,0.4564,0.53223,0.75,1,0.62734,0.40249
9,4118,20017,0.4742,0.53785,0.8,1,0.66702,0.35376
11,20231,14270,0.4617,0.54075,0.8333,1,0.63791,0.36658
13,5058,7700,0.47416,0.51672,0.8571,1,0.62575,0.28999
15,20017,8490,0.47889,0.54229,0.875,1,0.6734,0.28062
17,20017,8053,0.45966,0.49797,0.7778,1,0.7235,0.29492
19,10339,13440,0.47805,0.52992,0.8,1,0.72038,0.27568
21,14452,12365,0.47605,0.53725,0.8182,0.9091,0.72214,0.29476
23,20017,14309,0.47509,0.53482,0.8333,0.9167,0.81497,0.1803
25,6748,20017,0.44974,0.54317,0.8462,0.9231,0.82728,0.17397
27,20154,8833,0.45694,0.53885,0.8571,0.8571,0.81564,0.18147
29,9274,20017,0.49631,0.50236,0.8667,0.8667,0.79879,0.22146
31,12741,15068,0.50412,0.50777,0.875,0.875,0.78333,0.24439
33,8864,7637,0.50655,0.54245,0.8824,0.8824,0.79059,0.17777
35,2231,3844,0.44157,0.535,0.8889,0.8889,0.7878,0.27662
37,10793,7864,0.46422,0.53028,0.8947,0.8947,0.77961,0.21769
39,6731,20017,0.50349,0.49734,0.9,0.9,0.78346,0.22662
41,20332,9535,0.5025,0.49309,0.9048,0.9048,0.78695,0.20807
43,20017,20212,0.50569,0.49411,0.9091,0.9091,0.80337,0.19575
45,9666,20017,0.52261,0.48021,0.913,0.913,0.773,0.25548
47,20228,20310,0.51947,0.48062,0.9167,0.9167,0.75664,0.25338
49,11560,6557,0.53508,0.47662,0.92,0.88,0.6947,0.25196
51,7239,20017,0.53168,0.47421,0.9231,0.8846,0.94785,0.04659
