MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,18451,2624,0.51731,0.47249,1,1,0.51589,0.49236
3,3852,5940,0.51476,0.48923,1,1,0.62959,0.48069
5,9232,7265,0.52059,0.49212,0.6667,0.6667,0.51035,0.49092
7,9409,6645,0.52795,0.44727,0.5,0.75,0.57963,0.44713
9,6755,5975,0.56195,0.46332,0.4,0.8,0.6002,0.42869
11,4782,20018,0.54672,0.4532,0.5,0.8333,0.6978,0.31948
13,20124,20198,0.54667,0.4535,0.5714,0.8571,0.67854,0.32311
15,11350,6133,0.538,0.47122,0.5,0.875,0.68196,0.32812
17,6053,5643,0.51969,0.47913,0.4444,0.8889,0.66179,0.37577
19,4547,12710,0.52467,0.49898,0.4,0.8,0.71312,0.1406
21,20017,20216,0.51048,0.48934,0.4545,0.8182,0.79218,0.24006
23,8580,14712,0.52679,0.4728,0.5,0.75,0.76749,0.2379
25,20017,20152,0.5285,0.47096,0.5385,0.6923,0.86948,0.14358
27,5394,20017,0.47409,0.50115,0.5,0.7143,0.93386,0.08787
29,6241,9927,0.49776,0.49668,0.5333,0.7333,0.91049,0.11478
31,6073,9314,0.48852,0.50382,0.5625,0.75,0.87327,0.11011
33,4331,20017,0.49168,0.50907,0.5882,0.7647,0.86633,0.15723
35,3405,20017,0.49109,0.5135,0.6111,0.7778,0.84493,0.16629
37,13174,5235,0.48151,0.48456,0.6316,0.7895,0.82921,0.14562
39,14231,4347,0.51714,0.47053,0.6,0.8,0.8194,0.08007
41,11914,8432,0.54322,0.45408,0.619,0.8095,0.88698,0.10606
43,9937,7074,0.55535,0.46159,0.5909,0.7727,0.89268,0.08619
45,4927,20017,0.54073,0.45024,0.6087,0.7826,0.8781,0.13836
47,20112,12251,0.54971,0.45425,0.625,0.75,0.86072,0.1406
49,20017,20197,0.52764,0.47304,0.64,0.76,0.85435,0.14804
51,10611,3879,0.53172,0.4852,0.6538,0.7308,0.85375,0.1515
53,14179,10670,0.56896,0.43635,0.6667,0.7037,0.9479,0.02168
55,20017,20160,0.59235,0.40759,0.6786,0.6786,0.99074,0.00967
57,6040,5826,0.61461,0.38032,0.6552,0.6897,0.99227,0.00849
59,5036,7665,0.63081,0.39166,0.6667,0.6667,0.98761,0.0228
61,4519,17066,0.61934,0.39701,0.6774,0.6774,0.98241,0.01412
63,7362,12622,0.62053,0.39133,0.6875,0.6875,0.99043,0.02032
