MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,236932,53655,0.47392,0.52462,1,1,0.51917,0.47172
3,19404,10176,0.47817,0.51905,1,1,0.49107,0.51303
5,7957,11161,0.4795,0.52708,1,0.6667,0.48374,0.5228
7,9756,155749,0.48609,0.51363,1,0.5,0.48047,0.58966
9,20017,20017,0.47059,0.56085,0.8,0.6,0.38491,0.66532
11,20152,20225,0.43899,0.5613,0.8333,0.5,0.30107,0.72353
13,20017,6747,0.4245,0.576,0.8571,0.5714,0.27657,0.7242
15,20017,9838,0.42037,0.57117,0.875,0.625,0.27398,0.72769
17,8115,3770,0.43459,0.57747,0.8889,0.6667,0.2729,0.72775
19,7126,1798,0.42041,0.59746,0.8,0.7,0.27643,0.73366
21,12354,20017,0.40411,0.59376,0.8182,0.6364,0.2317,0.78565
23,12173,20017,0.41702,0.5808,0.8333,0.6667,0.23402,0.76177
25,12596,3334,0.42436,0.58649,0.8462,0.6923,0.24036,0.76037
27,8785,1155,0.40888,0.56078,0.7857,0.7143,0.25568,0.90034
29,5077,5883,0.45101,0.5997,0.7333,0.7333,0.17438,0.88455
31,10884,7647,0.39929,0.62534,0.75,0.6875,0.07775,0.87226
33,4741,7520,0.45371,0.59259,0.7059,0.6471,0.16021,0.96361
35,20017,7549,0.40554,0.58619,0.6667,0.6667,0.14136,0.95924
37,5915,10126,0.45083,0.61333,0.6316,0.6842,0.05208,0.93652
39,5724,6709,0.40746,0.61905,0.65,0.7,0.0901,0.94545
41,20017,20085,0.37513,0.62515,0.6667,0.7143,0.07848,0.9071
43,20153,7900,0.37526,0.64133,0.6818,0.6818,0.10197,0.90075
45,5140,6116,0.38709,0.63016,0.6522,0.6957,0.13684,0.94095
47,20017,16834,0.37339,0.63202,0.6667,0.7083,0.06643,0.93771
49,14669,13447,0.37154,0.63816,0.68,0.72,0.05612,0.95016
51,5591,3497,0.35665,0.65192,0.6923,0.7308,0.03854,0.97425
53,6970,9782,0.37956,0.63634,0.7037,0.7407,0.03187,0.96981
55,11236,1830,0.37513,0.62034,0.7143,0.75,0.01359,0.98385
57,8482,20017,0.37505,0.63488,0.7241,0.7586,0.02625,0.98674
59,5868,16544,0.34725,0.65973,0.7333,0.7667,0.01773,0.98274
61,11276,10903,0.33626,0.66613,0.7419,0.7742,0.02376,0.96736
63,15476,7609,0.3383,0.67196,0.75,0.7812,0.04683,0.94714
65,3535,7990,0.33282,0.66682,0.7576,0.7576,0.06302,0.98138
67,964,9710,0.27212,0.71023,0.7647,0.7647,0.02777,0.97704
69,4100,4868,0.2765,0.69816,0.7714,0.7714,0.02951,0.99595
71,3521,4774,0.34069,0.69118,0.75,0.7778,0.00562,0.9968
73,12659,3694,0.31056,0.71624,0.7568,0.7568,0.00344,0.99713
75,2041,2765,0.3301,0.66363,0.7632,0.7632,0.03126,0.99666
77,8768,15265,0.34002,0.66624,0.7692,0.7692,0.00404,0.99592
79,10582,20017,0.32962,0.66694,0.775,0.775,0.00429,0.99577
81,7826,7143,0.34292,0.67638,0.7561,0.7805,0.00409,0.99577
83,1799,5178,0.32162,0.71771,0.7619,0.7619,0.03556,0.99654
85,5818,6958,0.33167,0.69086,0.7442,0.7442,0.00369,0.99515
87,9927,20017,0.3225,0.67852,0.75,0.75,0.00598,0.99471
89,7938,7468,0.29702,0.70429,0.7556,0.7556,0.00537,0.99476
91,12568,20017,0.30926,0.69157,0.7609,0.7609,0.00855,0.99328
93,20150,7234,0.30852,0.69145,0.766,0.766,0.00728,0.99441
95,2059,4567,0.30666,0.70219,0.7708,0.75,0.00418,0.99593
97,4751,3993,0.29932,0.7134,0.7755,0.7551,0.00536,0.99473
99,7685,15961,0.33405,0.73976,0.76,0.76,0.05853,0.99215
101,7570,20017,0.26266,0.73512,0.7647,0.7647,0.01023,0.98897
103,4751,4120,0.23547,0.75051,0.7692,0.7692,0.00645,0.9911
105,14244,5850,0.25396,0.73184,0.7736,0.7736,0.0116,0.99095
107,5211,7457,0.29502,0.69968,0.7778,0.7778,0.0117,0.98958
109,484,4008,0.22917,0.7376,0.7818,0.7818,0.01893,0.97786
111,5034,20017,0.3035,0.68998,0.7857,0.7857,0.01578,0.97709
113,4068,5560,0.29272,0.69187,0.7895,0.7895,0.0198,0.99311
115,1527,5084,0.27548,0.7607,0.7931,0.7759,0.06981,0.98304
117,10952,4954,0.27981,0.75761,0.7966,0.7627,0.01209,0.98801
119,3867,12213,0.23389,0.75413,0.8,0.7667,0.07364,0.98461
121,6064,7064,0.28833,0.7522,0.7869,0.7705,0.05406,0.99042
123,1382,12766,0.22576,0.76704,0.7903,0.7742,0.0109,0.98622
125,20017,2895,0.23313,0.7599,0.7937,0.7778,0.01417,0.98447
127,8861,20017,0.34639,0.80145,0.7812,0.7812,0.01538,0.95375
129,10282,20017,0.2017,0.63996,0.7692,0.7846,0.03783,0.98776
131,3092,2998,0.36018,0.61521,0.7727,0.7879,0.00829,0.98986
133,2290,12804,0.36223,0.63582,0.7761,0.791,0.01116,0.97725
135,20017,18946,0.35827,0.56107,0.7647,0.7941,0.02589,0.98852
137,20017,17507,0.43792,0.5902,0.7681,0.7971,0.01169,0.99112
139,14652,641,0.42489,0.5279,0.7714,0.8,0.00968,0.98881
141,10861,8214,0.42543,0.67356,0.7606,0.7887,0.01568,0.99196
143,3112,11278,0.2578,0.75399,0.7639,0.7917,0.00949,0.99183
