MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,3301,4580,0.48221,0.51568,1,1,0.5187,0.47186
3,6472,10883,0.46816,0.52532,1,1,0.47775,0.49229
5,8722,5881,0.48864,0.52926,0.6667,1,0.50042,0.50492
7,9902,6029,0.47374,0.52857,0.75,1,0.47905,0.52002
9,4330,8890,0.45941,0.53424,0.8,1,0.59099,0.40728
11,2794,10865,0.46234,0.55187,0.8333,1,0.59004,0.30042
13,20017,20106,0.45227,0.54788,0.8571,1,0.63707,0.38417
15,20223,20325,0.45196,0.54799,0.875,1,0.60903,0.39004
17,20426,20555,0.4518,0.54841,0.8889,1,0.60617,0.3797
19,20643,3927,0.4513,0.53602,0.9,1,0.62684,0.3856
21,8943,11018,0.46962,0.53475,0.9091,1,0.75692,0.15059
23,20017,7256,0.46974,0.50924,0.9167,1,0.76152,0.26161
25,8775,4405,0.51276,0.47665,0.9231,1,0.85836,0.17151
27,8399,12274,0.53547,0.51536,0.8571,1,0.90275,0.14562
29,11825,20017,0.48002,0.5247,0.8667,1,0.87095,0.13611
31,14043,3831,0.46794,0.53577,0.8125,0.9375,0.87403,0.18239
33,9110,11072,0.50617,0.49462,0.8235,0.8824,0.90499,0.22965
35,13622,20017,0.52964,0.46628,0.7778,0.8889,0.81213,0.16965
37,8628,20017,0.53526,0.46908,0.7895,0.8947,0.85171,0.1374
39,20126,10106,0.53052,0.48615,0.8,0.9,0.86723,0.13578
41,14822,20017,0.51959,0.47858,0.8095,0.9048,0.86597,0.13051
43,20126,20216,0.52145,0.47894,0.8182,0.9091,0.87172,0.12888
45,16099,20017,0.53312,0.46799,0.8261,0.913,0.8742,0.12586
47,14142,4672,0.52856,0.47472,0.8333,0.9167,0.87728,0.12457
49,20017,20108,0.52193,0.47761,0.84,0.92,0.87585,0.12746
51,4785,10573,0.49196,0.48798,0.8462,0.9231,0.84222,0.18456
53,8206,20017,0.47079,0.52334,0.8519,0.9259,0.81427,0.18854
55,20116,17577,0.47694,0.53203,0.8571,0.9286,0.79918,0.2009
57,11376,20017,0.47288,0.5252,0.8621,0.931,0.77106,0.23229
59,15648,20017,0.48063,0.51704,0.8667,0.9333,0.80979,0.17557
61,1511,15522,0.47183,0.53772,0.871,0.9355,0.85029,0.15025
63,7058,20017,0.45148,0.54078,0.875,0.9375,0.85296,0.14731
65,13902,9807,0.47715,0.54351,0.8788,0.9394,0.85766,0.14805
67,20017,20079,0.46102,0.53938,0.8824,0.9412,0.85128,0.14888
69,13609,20017,0.45818,0.54057,0.8857,0.9429,0.85125,0.14904
71,7984,5169,0.45481,0.5474,0.8889,0.9167,0.85156,0.15445
73,5253,864,0.49054,0.43168,0.8919,0.9189,0.92143,0.13358
75,14121,9377,0.57459,0.41846,0.8947,0.9211,0.92656,0.07405
77,5742,8799,0.60278,0.42018,0.8974,0.8974,0.92662,0.09682
79,13720,6509,0.6393,0.35838,0.875,0.9,0.95564,0.06063
81,4413,11877,0.66322,0.35001,0.878,0.9024,0.93867,0.06786
83,10455,20017,0.64445,0.35661,0.881,0.9048,0.94491,0.05515
85,15046,6044,0.64344,0.34677,0.8837,0.907,0.94881,0.05329
87,15020,20017,0.65504,0.3482,0.8864,0.9091,0.95441,0.04668
89,16320,20017,0.65879,0.34298,0.8889,0.9111,0.95432,0.04611
91,20128,2200,0.65678,0.34327,0.8696,0.913,0.95831,0.03532
93,11922,20017,0.66949,0.32576,0.8723,0.9149,0.96326,0.03375
95,7860,7358,0.72081,0.25605,0.875,0.9167,0.96701,0.05247
97,7227,11261,0.73566,0.27909,0.8776,0.9184,0.94579,0.03778
99,20017,9192,0.71508,0.27673,0.88,0.92,0.95215,0.04914
101,20017,20122,0.7169,0.28323,0.8824,0.9216,0.95266,0.0494
103,6745,15463,0.72178,0.29187,0.8846,0.9231,0.94973,0.03943
105,5133,20017,0.71257,0.29413,0.8868,0.9245,0.96564,0.03762
107,8307,5593,0.71814,0.29374,0.8889,0.9074,0.96877,0.03444
109,2692,20017,0.66448,0.33308,0.8909,0.9091,0.97,0.04598
111,11176,20017,0.64563,0.37724,0.8929,0.9107,0.94549,0.06133
113,20125,5985,0.62245,0.33282,0.8947,0.9123,0.93248,0.03324
115,2856,12651,0.70727,0.49462,0.8793,0.8966,0.9693,0.04153
117,20017,20147,0.67621,0.32317,0.8814,0.8983,0.95759,0.04752
119,7626,8409,0.68379,0.39769,0.8833,0.9,0.94893,0.07149
121,7424,9527,0.56995,0.36061,0.8689,0.9016,0.94056,0.08023
123,11683,16403,0.66731,0.34028,0.871,0.8871,0.90811,0.02939
125,6315,1327,0.64139,0.29694,0.873,0.8889,0.96101,0.0378
127,11779,14350,0.6907,0.31539,0.875,0.8906,0.95911,0.0445
129,20017,20114,0.68155,0.31875,0.8769,0.8923,0.95624,0.04298
131,4326,2461,0.67013,0.32585,0.8788,0.8939,0.96558,0.04095
133,5830,11215,0.71532,0.36688,0.8657,0.8806,0.96501,0.04768
135,9594,5827,0.75641,0.2339,0.8676,0.8824,0.97304,0.02674
137,7118,20017,0.73869,0.28537,0.8551,0.8841,0.9827,0.02453
139,8936,6767,0.73888,0.23847,0.8571,0.8857,0.98172,0.01443
141,15646,3523,0.77168,0.23141,0.8592,0.8873,0.98451,0.01917
143,1974,9437,0.7495,0.21989,0.8611,0.8889,0.98274,0.01886
145,2470,5991,0.75412,0.23082,0.863,0.8904,0.98446,0.01692
147,5594,1597,0.81366,0.14721,0.8514,0.8919,0.97977,0.02537
149,7899,1887,0.85428,0.15448,0.8533,0.8933,0.97395,0.03767
151,9601,7641,0.85437,0.15886,0.8553,0.8816,0.96935,0.03317
153,6497,7114,0.86286,0.14732,0.8571,0.8831,0.98194,0.01947
155,8139,8644,0.83381,0.19419,0.859,0.8718,0.98524,0.01897
157,20017,20117,0.86776,0.13255,0.8608,0.8734,0.98684,0.01879
159,6804,6166,0.88148,0.0973,0.8625,0.8625,0.98144,0.00974
161,20017,7997,0.83297,0.19168,0.8642,0.8519,0.99204,0.01444
163,15152,,0.92504,,0.8659,,0.9965,
