MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,314298,95968,0.51227,0.48882,1,1,0.51818,0.49238
3,17372,12128,0.51358,0.48948,1,1,0.50583,0.52687
5,9532,9843,0.51284,0.49233,1,1,0.47009,0.52276
7,11674,14527,0.51121,0.49351,1,1,0.45881,0.52697
9,4155,14242,0.50458,0.49366,1,1,0.4724,0.52996
11,8846,7073,0.48854,0.48623,0.8333,1,0.52018,0.47593
13,4740,15949,0.49388,0.51678,0.8571,1,0.59471,0.42865
15,20017,20130,0.4826,0.51761,0.875,1,0.61119,0.40556
17,20198,20328,0.4825,0.51754,0.8889,1,0.58369,0.38839
19,20391,20455,0.4823,0.51796,0.9,1,0.81684,0.17564
21,14409,2255,0.48459,0.48958,0.9091,1,0.83962,0.17105
23,7467,7863,0.5163,0.45421,0.8333,0.9167,0.84736,0.15943
25,6880,4260,0.53801,0.4709,0.8462,0.9231,0.89874,0.23982
27,4331,6040,0.54765,0.47892,0.7857,0.9286,0.90946,0.08255
29,2371,3006,0.52521,0.45326,0.7333,0.9333,0.90952,0.09926
31,20017,12240,0.54913,0.46646,0.75,0.875,0.89123,0.03579
33,7709,8383,0.54345,0.44632,0.7059,0.8824,0.95237,0.0729
35,2880,4270,0.55959,0.417,0.7222,0.8889,0.94444,0.10592
37,9848,20017,0.61294,0.39352,0.7368,0.8421,0.91504,0.08703
39,13161,8573,0.59254,0.384,0.75,0.8,0.905,0.10151
41,10466,14173,0.59815,0.4016,0.7143,0.8095,0.9299,0.10402
43,9258,3561,0.61642,0.35023,0.7273,0.8182,0.87168,0.17946
45,13085,6275,0.64528,0.37613,0.7391,0.8261,0.90031,0.14393
47,20017,10287,0.62686,0.35962,0.75,0.8333,0.90003,0.07588
49,20017,11346,0.63901,0.35702,0.76,0.84,0.93622,0.04228
51,11863,11198,0.64663,0.37753,0.7308,0.8462,0.96387,0.04169
53,11269,8601,0.62958,0.38976,0.7407,0.8519,0.94833,0.11467
55,20017,10985,0.60708,0.4005,0.75,0.8214,0.90865,0.08893
57,20017,20087,0.62181,0.37876,0.7586,0.8276,0.91768,0.08259
59,4639,6350,0.62384,0.3755,0.7667,0.8,0.92264,0.09637
61,8466,4666,0.64337,0.35329,0.7742,0.8065,0.93871,0.02425
63,12973,8182,0.66901,0.33326,0.7812,0.8125,0.96829,0.06584
65,16430,9675,0.67067,0.41763,0.7576,0.8182,0.95271,0.05405
67,14070,15797,0.58827,0.41819,0.7647,0.8235,0.9505,0.05303
69,7873,14960,0.59538,0.41301,0.7714,0.8286,0.947,0.0553
71,5370,2714,0.59693,0.43538,0.75,0.8333,0.94464,0.08771
73,10404,20017,0.57703,0.41771,0.7568,0.8378,0.95559,0.02063
75,20140,5855,0.58261,0.41824,0.7632,0.8421,0.87914,0.02045
