MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,103864,23230,0.46847,0.52735,1,1,0.51887,0.47326
3,8904,5189,0.46559,0.53492,1,1,0.48281,0.4828
5,1374,406,0.46858,0.51358,1,1,0.50793,0.50933
7,1349,270,0.4803,0.49753,0.75,1,0.51926,0.45474
9,1283,1591,0.49087,0.53617,0.8,0.8,0.52203,0.48794
11,2294,1778,0.51132,0.51229,0.8333,0.6667,0.52131,0.4787
13,1787,482,0.48579,0.51754,0.7143,0.7143,0.52312,0.50113
15,426,674,0.51134,0.54046,0.75,0.625,0.46106,0.55205
17,1651,672,0.46692,0.54872,0.7778,0.5556,0.44385,0.56226
19,200,755,0.4322,0.52806,0.8,0.5,0.44606,0.73199
21,880,491,0.3924,0.58498,0.8182,0.4545,0.26151,0.74222
23,1297,3017,0.42422,0.57244,0.8333,0.5,0.26411,0.86332
25,3061,688,0.42865,0.57715,0.8462,0.4615,0.14917,0.86577
27,1114,1937,0.47681,0.52335,0.8571,0.5,0.1703,0.82736
29,209634,14830,0.46637,0.63693,0.8,0.4667,0.17342,0.86467
31,1275,1126,0.4461,0.57777,0.75,0.4375,0.03324,0.95251
33,954,312,0.44881,0.55974,0.7647,0.4706,0.09327,0.9167
35,1018,651,0.49319,0.54315,0.7778,0.4444,0.09682,0.90146
37,3017,791,0.46324,0.55519,0.7895,0.4211,0.09768,0.89715
39,976,391,0.52444,0.49404,0.8,0.45,0.04273,0.95778
41,613,977,0.49262,0.49801,0.8095,0.4762,0.06167,0.9623
43,1054,607,0.48413,0.49106,0.7727,0.5,0.04001,0.94656
45,818,2194,0.54571,0.49618,0.7826,0.5217,0.04544,0.96484
47,1542,775,0.51563,0.48288,0.75,0.5417,0.02803,0.95932
49,1463,1124,0.47999,0.51839,0.72,0.56,0.02215,0.97905
51,305,642,0.44014,0.53659,0.7308,0.5769,0.0053,0.97074
53,1688,1386,0.48452,0.51121,0.7037,0.5556,0.04561,0.95992
55,843,1718,0.46025,0.56745,0.6786,0.5357,0.03921,0.9591
57,536,1384,0.51374,0.57642,0.6897,0.5517,0.07527,0.93097
59,781,370,0.44494,0.55331,0.6667,0.5667,0.06739,0.94
61,2469,2399,0.46984,0.53132,0.6774,0.5806,0.06331,0.93527
63,814,719,0.48254,0.56359,0.6562,0.5938,0.06884,0.93772
65,2671,3017,0.4094,0.51435,0.6364,0.6061,0.05897,0.94171
67,998,1647,0.48104,0.60556,0.6471,0.5882,0.06862,0.9635
69,1535,1003,0.40572,0.5133,0.6286,0.5714,0.04502,0.95035
71,1903,1125,0.45571,0.49087,0.6111,0.5833,0.0309,0.96559
73,985,431,0.55898,0.48793,0.5946,0.5946,0.0096,0.97592
75,588,1968,0.4775,0.54304,0.6053,0.6053,0.06298,0.99186
77,1206,883,0.50302,0.495,0.5897,0.6154,0.00588,0.99223
79,602,1402,0.46428,0.54323,0.6,0.6,0.05174,0.99466
81,515,252,0.42389,0.55796,0.6098,0.6098,0.1094,0.98774
83,390,846,0.53675,0.51867,0.619,0.619,0.05172,0.9958
85,1664,1381,0.49359,0.55435,0.6279,0.6279,0.00378,0.99645
87,336,763,0.44736,0.58781,0.6364,0.6136,0.00274,0.99661
89,515,817,0.4764,0.5972,0.6222,0.6,0.17706,0.97464
91,3017,417,0.38538,0.60493,0.6304,0.6087,0.00777,0.99416
93,905,1260,0.45144,0.69417,0.617,0.5957,0.00685,0.99284
95,336,486,0.36728,0.62003,0.625,0.6042,0.00767,0.99222
97,480,1663,0.47214,0.54705,0.6327,0.6122,0.05694,0.99464
99,935,1202,0.51183,0.69484,0.62,0.6,0.13278,0.99352
101,1392,1319,0.4108,0.65468,0.6078,0.6078,0.00888,0.94888
103,649,3017,0.3476,0.6223,0.5962,0.6154,0.02405,0.99546
105,634,714,0.41427,0.6069,0.5849,0.6226,0.00504,0.99023
107,743,1017,0.4759,0.58626,0.5741,0.6296,0.01285,0.99492
109,479,1755,0.52673,0.49453,0.5818,0.6182,0.00678,0.98867
111,2015,3017,0.46853,0.53321,0.5893,0.625,0.02423,0.98593
113,2071,3017,0.4887,0.52052,0.5789,0.6316,0.0125,0.98893
115,1689,374,0.48934,0.53198,0.569,0.6379,0.01075,0.99148
117,1355,1341,0.44965,0.55405,0.5763,0.6441,0.00982,0.99102
119,1022,731,0.49034,0.53686,0.5667,0.65,0.01017,0.99211
121,893,1619,0.4952,0.5601,0.5574,0.6557,0.00892,0.99276
123,655,2461,0.45148,0.56129,0.5484,0.6613,0.01122,0.99256
125,1058,3017,0.47026,0.60521,0.5397,0.6667,0.00704,0.99447
127,1341,2283,0.4116,0.65127,0.5469,0.6719,0.00618,0.99184
129,3017,1038,0.35728,0.61202,0.5385,0.6615,0.00919,0.99247
131,3017,1595,0.3036,0.70896,0.5303,0.6667,0.00897,0.99416
133,177,990,0.27992,0.72241,0.5373,0.6567,0.00777,0.99357
135,779,1035,0.31982,0.7542,0.5294,0.6471,0.00773,0.99398
137,592,2337,0.32182,0.69384,0.5217,0.6522,0.0064,0.99462
139,254,2707,0.32363,0.66585,0.5286,0.6571,0.00552,0.99391
141,942,1563,0.39342,0.53369,0.5211,0.662,0.00667,0.99352
143,781,2403,0.51955,0.50105,0.5278,0.6528,0.00536,0.99349
145,583,1248,0.4764,0.64511,0.5342,0.6575,0.00912,0.99247
147,702,1252,0.43798,0.60086,0.5405,0.6622,0.01003,0.99072
149,849,1255,0.49255,0.62396,0.5333,0.6667,0.01564,0.9866
151,692,2734,0.41011,0.58299,0.5263,0.6579,0.00837,0.98484
153,1592,2610,0.42659,0.60367,0.5325,0.6494,0.01553,0.98691
155,699,442,0.42188,0.55111,0.5256,0.6538,0.0182,0.98798
157,1784,1093,0.42437,0.56443,0.5316,0.6582,0.01966,0.98842
159,547,1471,0.45028,0.71664,0.5375,0.6625,0.01467,0.98778
161,896,930,0.39388,0.52462,0.5309,0.6543,0.01387,0.99082
163,706,3017,0.43866,0.58573,0.5244,0.6585,0.01346,0.98087
165,308,2548,0.44343,0.64352,0.5301,0.6627,0.01768,0.99207
167,471,965,0.38023,0.67053,0.5238,0.6548,0.00817,0.99051
169,1356,833,0.28591,0.77373,0.5294,0.6471,0.0144,0.98932
171,2329,1640,0.22952,0.76856,0.5233,0.6512,0.0139,0.9903
173,2504,1303,0.23995,0.75747,0.5287,0.6552,0.01123,0.99276
