MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,5230,5437,0.5173,0.48468,1,1,0.51795,0.47444
3,7700,12080,0.51933,0.48651,1,1,0.48504,0.49091
5,5946,7223,0.51283,0.48883,1,1,0.53195,0.46014
7,6579,4243,0.51105,0.46514,1,0.75,0.54749,0.52983
9,3863,6645,0.53345,0.44706,1,0.8,0.55359,0.58652
11,11749,10482,0.55626,0.4295,1,0.6667,0.40784,0.61817
13,20017,13499,0.55021,0.45276,1,0.7143,0.31715,0.69807
15,20017,20101,0.54411,0.45609,1,0.75,0.24412,0.76676
17,20188,10123,0.544,0.46563,1,0.7778,0.22092,0.7859
19,12176,6613,0.52876,0.47543,1,0.8,0.22072,0.78257
21,20017,3967,0.52272,0.50038,1,0.7273,0.22903,0.77402
23,7472,20017,0.53907,0.48136,0.9167,0.6667,0.29765,0.7601
25,9453,8483,0.52946,0.45393,0.9231,0.6923,0.25456,0.75967
27,14782,2752,0.54477,0.46879,0.9286,0.7143,0.22736,0.77492
29,8300,8931,0.53664,0.47168,0.9333,0.6667,0.21709,0.75664
31,20017,5563,0.52461,0.46956,0.875,0.625,0.16267,0.84804
33,2974,7166,0.52462,0.52945,0.8824,0.6471,0.15843,0.81792
35,10064,6107,0.49817,0.52075,0.8333,0.6667,0.22641,0.89594
37,5380,4963,0.54888,0.53781,0.7895,0.6842,0.17586,0.82039
39,8520,7660,0.47835,0.52732,0.8,0.65,0.18911,0.95038
41,5297,20017,0.5009,0.53296,0.7619,0.6667,0.02847,0.96497
43,20097,20170,0.46728,0.53256,0.7727,0.6818,0.0342,0.96635
45,571,11940,0.38495,0.58009,0.7826,0.6957,0.0422,0.97824
47,20017,13797,0.42152,0.57541,0.7917,0.7083,0.02342,0.97937
49,10411,10061,0.42092,0.56913,0.8,0.72,0.01876,0.96453
51,13427,8662,0.44124,0.55608,0.8077,0.6923,0.04405,0.9656
53,13680,5363,0.43992,0.55665,0.8148,0.7037,0.03637,0.97105
55,20017,20099,0.44884,0.55098,0.8214,0.7143,0.03198,0.96967
57,16610,20017,0.45328,0.54447,0.8276,0.6897,0.02603,0.97691
59,20017,2697,0.44395,0.53491,0.8333,0.7,0.02958,0.97512
61,10150,20017,0.45222,0.53998,0.8387,0.7097,0.02809,0.96723
63,10245,20017,0.45816,0.53328,0.8438,0.6875,0.03207,0.97244
65,6185,20017,0.39049,0.59804,0.8485,0.697,0.02575,0.97486
67,20122,20192,0.40158,0.59875,0.8529,0.7059,0.0257,0.97351
69,15325,20017,0.40265,0.59319,0.8571,0.7143,0.02519,0.96747
71,20108,20176,0.40669,0.59364,0.8611,0.7222,0.02801,0.97341
73,8522,3482,0.44245,0.56241,0.8649,0.7297,0.01853,0.98045
75,20017,6893,0.44422,0.55079,0.8684,0.7105,0.02276,0.9796
77,2702,7525,0.42068,0.55819,0.8718,0.7179,0.04385,0.98153
79,11965,20017,0.44677,0.55067,0.875,0.725,0.02535,0.96968
81,13580,6878,0.45532,0.55484,0.878,0.7317,0.0363,0.96285
83,12154,8330,0.44536,0.56752,0.881,0.7381,0.0477,0.95763
85,6956,14480,0.39006,0.61542,0.8837,0.7442,0.0446,0.9514
87,8831,2280,0.40284,0.5974,0.8864,0.75,0.04601,0.95266
89,20017,15013,0.39228,0.61011,0.8889,0.7556,0.08252,0.93942
91,9541,12090,0.37299,0.64622,0.8913,0.7609,0.0572,0.94909
93,8699,11944,0.3587,0.6638,0.8936,0.766,0.02761,0.94463
95,8296,12121,0.37597,0.6213,0.8958,0.7708,0.07357,0.93995
97,20017,20148,0.38085,0.61955,0.898,0.7755,0.06029,0.94425
99,14240,6507,0.39498,0.59493,0.88,0.76,0.05447,0.97115
101,1549,12859,0.2987,0.72106,0.8824,0.7647,0.03755,0.99366
103,2697,6146,0.2447,0.75671,0.8846,0.7692,0.00555,0.99486
105,5585,2841,0.23988,0.74458,0.8868,0.7736,0.00822,0.99366
107,14136,11300,0.27984,0.72836,0.8889,0.7778,0.00732,0.99221
109,4872,20017,0.27435,0.72048,0.8909,0.7818,0.01025,0.9914
111,20118,16132,0.27966,0.73114,0.8929,0.7857,0.00871,0.99087
113,20017,10729,0.27123,0.71578,0.8947,0.7895,0.00892,0.99069
115,20017,20082,0.28904,0.71101,0.8966,0.7931,0.01139,0.99034
117,6739,14629,0.31655,0.51374,0.8814,0.7966,0.01335,0.99028
119,20017,20123,0.48819,0.51201,0.8833,0.8,0.00958,0.99326
121,3638,3620,0.49011,0.52336,0.8852,0.8033,0.04057,0.99271
123,20017,5207,0.47306,0.52728,0.8871,0.8065,0.00718,0.99369
125,12312,4132,0.47526,0.54383,0.8889,0.8095,0.05934,0.99364
127,3090,20017,0.42508,0.57543,0.8906,0.8125,0.00603,0.96792
