MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,9433,2013,0.48705,0.51425,0,1,0.51787,0.51046
3,9336,7747,0.47304,0.52347,0.5,1,0.45212,0.5481
5,11847,6923,0.46898,0.51479,0.6667,1,0.46408,0.57152
7,9510,4668,0.48381,0.5103,0.5,1,0.49021,0.49608
9,8060,14104,0.46865,0.5446,0.6,1,0.56842,0.42865
11,20017,13598,0.45773,0.5364,0.6667,1,0.52595,0.4415
13,10389,3327,0.44764,0.53894,0.5714,1,0.64377,0.3545
15,4886,4864,0.46586,0.54936,0.5,1,0.66121,0.42775
17,5022,4911,0.46628,0.54977,0.4444,1,0.64748,0.39716
19,6235,2290,0.44462,0.54057,0.5,1,0.67538,0.39905
21,11449,14569,0.47631,0.5238,0.5455,1,0.57837,0.4447
23,14153,5684,0.48361,0.51344,0.5,1,0.62952,0.31377
25,2726,5788,0.4729,0.4995,0.5385,0.9231,0.67583,0.35687
27,7932,12425,0.44516,0.57279,0.5714,0.8571,0.80067,0.11147
29,6245,6921,0.46416,0.5263,0.6,0.8667,0.73661,0.2421
31,14001,4895,0.47415,0.52286,0.625,0.875,0.7537,0.23342
33,12238,14712,0.47778,0.51991,0.6471,0.8824,0.75107,0.25198
35,8469,5275,0.49868,0.53186,0.6111,0.8889,0.76182,0.34141
37,20017,20096,0.4694,0.53078,0.6316,0.8947,0.67076,0.28802
39,20167,8787,0.46946,0.55095,0.65,0.9,0.74757,0.22472
41,9835,2984,0.45438,0.50234,0.6667,0.9048,0.79818,0.20317
43,20017,14866,0.49049,0.5242,0.6818,0.9091,0.82123,0.13162
45,14283,3523,0.48794,0.48054,0.6957,0.913,0.83684,0.17057
47,3674,5234,0.54226,0.4957,0.6667,0.9167,0.84866,0.15079
49,2034,6564,0.53532,0.48182,0.68,0.92,0.86985,0.14974
51,4065,5454,0.5227,0.4895,0.6538,0.9231,0.93437,0.05308
53,3933,20017,0.5408,0.47118,0.6296,0.9259,0.94242,0.09015
55,13480,11830,0.52808,0.47888,0.6429,0.9286,0.91626,0.08163
57,20017,11732,0.52072,0.47803,0.6552,0.8966,0.91763,0.08525
59,20017,13414,0.5273,0.48536,0.6667,0.9,0.91798,0.07894
61,11688,5215,0.51769,0.46227,0.6774,0.9032,0.92899,0.04196
63,12697,6979,0.52391,0.46576,0.6875,0.9062,0.95616,0.05216
65,4232,3794,0.55225,0.44696,0.6667,0.9091,0.94908,0.05162
67,20017,14606,0.56784,0.43253,0.6765,0.9118,0.94554,0.05649
69,1364,6617,0.53737,0.45643,0.6857,0.9143,0.95269,0.06283
71,3148,20017,0.5356,0.45944,0.6944,0.9167,0.93635,0.07347
73,8085,10187,0.55078,0.44258,0.7027,0.9189,0.92804,0.06558
75,9630,20017,0.56933,0.43282,0.6842,0.9211,0.93551,0.06672
77,7276,3999,0.59602,0.39895,0.6923,0.9231,0.94418,0.06077
79,20017,2880,0.60727,0.36867,0.7,0.925,0.94066,0.06786
81,5232,7209,0.5986,0.34582,0.6829,0.9024,0.93142,0.08236
83,646,17047,0.57813,0.40476,0.6905,0.9048,0.94401,0.07556
85,6097,20017,0.52817,0.47044,0.6977,0.907,0.91851,0.06259
87,6111,12201,0.55379,0.47879,0.7045,0.9091,0.95324,0.04635
89,20017,6855,0.52609,0.4724,0.7111,0.9111,0.95434,0.05159
91,4102,8410,0.53293,0.4466,0.6957,0.913,0.94566,0.049
93,8654,16624,0.60622,0.44726,0.6809,0.9149,0.95272,0.08066
95,20017,11941,0.5578,0.43747,0.6875,0.9167,0.9327,0.07025
97,2451,1305,0.46414,0.49497,0.6939,0.9184,0.92973,0.11734
99,9710,12172,0.59289,0.46237,0.68,0.92,0.96355,0.05732
101,410,4432,0.41706,0.58537,0.6863,0.902,0.94586,0.03696
103,7562,1863,0.46049,0.51608,0.6923,0.9038,0.95863,0.03855
105,20017,4121,0.50583,0.47068,0.6981,0.9057,0.96234,0.02641
107,10232,20017,0.53058,0.46766,0.7037,0.9074,0.97174,0.03123
109,2517,14600,0.48961,0.47585,0.7091,0.9091,0.96485,0.03665
111,13307,7562,0.57808,0.53001,0.6964,0.8929,0.9588,0.0606
113,20017,20092,0.65306,0.34688,0.7018,0.8947,0.96753,0.03587
115,3996,4216,0.66701,0.38354,0.6897,0.8966,0.9575,0.01566
117,3248,6921,0.61084,0.3988,0.6949,0.8983,0.9735,0.04813
119,11882,8309,0.59691,0.40005,0.6833,0.8833,0.96011,0.04786
121,2668,12481,0.59224,0.41751,0.6885,0.8852,0.97659,0.03318
123,2691,4534,0.58994,0.42898,0.6935,0.871,0.97668,0.03131
125,20017,2768,0.56222,0.44716,0.6984,0.8571,0.97335,0.02637
127,3743,2957,0.53956,0.47314,0.7031,0.8594,0.97432,0.03642
129,20017,20081,0.54044,0.45932,0.7077,0.8615,0.98249,0.02216
131,14396,4567,0.53473,0.51141,0.7121,0.8485,0.97419,0.03689
133,2304,4015,0.49365,0.52755,0.7164,0.8358,0.98483,0.0535
135,5035,7239,0.59915,0.44576,0.7059,0.8235,0.98577,0.0474
137,20017,3670,0.57893,0.44376,0.7101,0.8261,0.97311,0.01868
139,20017,5645,0.59107,0.44302,0.7143,0.8143,0.98028,0.0218
141,15857,8400,0.62682,0.37114,0.7183,0.8169,0.97991,0.02309
143,6694,4206,0.64063,0.389,0.7222,0.8056,0.97194,0.02226
145,20017,7480,0.67039,0.35251,0.726,0.7945,0.98513,0.01273
147,6091,11763,0.69043,0.31005,0.7297,0.7973,0.98405,0.02059
149,279,2588,0.58854,0.24573,0.7333,0.8,0.98378,0.02674
151,20017,8209,0.77734,0.20796,0.7368,0.8026,0.97781,0.01565
153,2909,5797,0.75239,0.26697,0.7403,0.8052,0.98653,0.01646
155,12428,15273,0.76396,0.24074,0.7436,0.8077,0.98298,0.02128
157,16403,1460,0.76601,0.19193,0.7468,0.8101,0.98059,0.01852
159,20017,4886,0.80322,0.22938,0.75,0.8,0.98146,0.01846
161,11464,4421,0.82067,0.18646,0.7531,0.8025,0.98175,0.01678
163,13665,8016,0.84619,0.14591,0.7561,0.8049,0.98168,0.01318
165,12516,12186,0.85581,0.14652,0.759,0.8072,0.98247,0.01176
167,3066,5440,0.8722,0.132,0.7619,0.8095,0.99223,0.01522
169,4114,6067,0.88757,0.15873,0.7529,0.8118,0.9824,0.08066
171,20017,6278,0.83961,0.15168,0.7558,0.8023,0.95552,0.04043
173,20017,20095,0.89258,0.10755,0.7586,0.7931,0.94003,0.06899
175,19367,12797,0.7891,0.22262,0.7614,0.7955,0.94581,0.03127
177,20017,5791,0.77524,0.21292,0.764,0.7865,0.98119,0.02897
179,14078,20017,0.81326,0.19458,0.7667,0.7889,0.97435,0.03098
