MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,80034,3843,0.51896,0.49706,0,1,0.51961,0.53278
3,10545,8285,0.50775,0.50834,0,1,0.46241,0.49798
5,4821,15246,0.49912,0.50636,0.3333,1,0.46093,0.54175
7,4325,6687,0.4946,0.4998,0.5,0.75,0.45134,0.54459
9,20017,14120,0.47584,0.53057,0.6,0.8,0.5136,0.47802
11,4050,7621,0.49014,0.48925,0.6667,0.8333,0.54528,0.52076
13,18384,13832,0.51577,0.4855,0.7143,0.7143,0.47549,0.51975
15,14040,3880,0.51098,0.47009,0.75,0.625,0.44763,0.56895
17,6797,8065,0.50636,0.49493,0.7778,0.6667,0.44031,0.57136
19,3550,13441,0.48821,0.50877,0.8,0.7,0.41626,0.58835
21,5034,11030,0.4876,0.53202,0.7273,0.7273,0.42076,0.59256
23,20017,8935,0.4709,0.52792,0.75,0.75,0.40495,0.60252
25,8903,4688,0.46861,0.51916,0.7692,0.7692,0.40987,0.5599
27,5876,7672,0.48364,0.50679,0.7857,0.7143,0.45119,0.61189
29,11648,5101,0.4552,0.56158,0.8,0.7333,0.37567,0.65022
31,11307,20017,0.44869,0.5554,0.8125,0.75,0.17158,0.80478
33,20093,6750,0.44469,0.55618,0.7647,0.7647,0.14504,0.7909
35,4186,5480,0.43935,0.53786,0.7222,0.7778,0.23148,0.71583
37,2252,6705,0.44035,0.55743,0.7368,0.7895,0.26309,0.7017
39,3360,11123,0.42924,0.56078,0.75,0.75,0.3267,0.64387
41,20017,6389,0.42513,0.58001,0.7619,0.7619,0.30968,0.69998
43,3660,7405,0.3904,0.61542,0.7727,0.7273,0.32646,0.72032
45,0,7475,0,0.59372,0.7826,0.7391,0.24099,0.93721
47,11171,7028,0.40331,0.60911,0.7917,0.7083,0.07207,0.92903
49,8903,5647,0.41382,0.57609,0.8,0.72,0.10278,0.89298
51,6078,3972,0.46019,0.5323,0.8077,0.6923,0.0411,0.95633
53,15126,20017,0.44256,0.55667,0.8148,0.7037,0.05902,0.93975
55,14249,14389,0.44686,0.55309,0.8214,0.7143,0.06438,0.93122
57,20017,5663,0.44546,0.54714,0.8276,0.7241,0.07192,0.92083
59,2616,20017,0.43163,0.56072,0.8333,0.7333,0.08757,0.91925
61,11763,9914,0.43776,0.55449,0.8387,0.7419,0.07433,0.90664
63,20017,6984,0.44235,0.55893,0.8438,0.75,0.10226,0.90598
65,10855,14740,0.45132,0.54457,0.8485,0.7576,0.03876,0.96012
67,5514,8646,0.48079,0.51836,0.8529,0.7353,0.01071,0.98579
69,5085,11953,0.46749,0.54291,0.8571,0.7429,0.0108,0.98299
71,4636,2434,0.47648,0.54604,0.8611,0.75,0.01689,0.98769
73,10981,8132,0.47156,0.54317,0.8378,0.7568,0.04665,0.95364
75,8375,20017,0.48039,0.576,0.8158,0.7632,0.03373,0.96443
77,9886,9775,0.43384,0.55718,0.8205,0.7436,0.05673,0.95594
79,9595,14152,0.38672,0.56125,0.8,0.75,0.06392,0.97329
81,10505,4621,0.45618,0.51487,0.8049,0.7561,0.01158,0.99102
83,6993,5253,0.47987,0.52781,0.8095,0.7381,0.00755,0.99354
85,13751,6699,0.57739,0.42278,0.814,0.7442,0.01948,0.99511
87,8624,3907,0.60354,0.43986,0.7955,0.75,0.01025,0.99398
89,6204,11436,0.55717,0.52847,0.7778,0.7556,0.01323,0.99264
91,7071,20017,0.44445,0.5418,0.7826,0.7609,0.00569,0.99621
93,8519,4366,0.49484,0.52804,0.7872,0.7447,0.0043,0.99438
95,11581,8465,0.50085,0.49916,0.7917,0.75,0.00538,0.99342
97,20017,2213,0.493,0.51583,0.7959,0.7551,0.00721,0.99144
99,4749,4572,0.4807,0.55164,0.78,0.74,0.00805,0.99323
101,4617,20017,0.48773,0.55604,0.7647,0.7451,0.02677,0.99382
103,3123,6417,0.46219,0.53846,0.7692,0.75,0.00848,0.9934
105,1619,5437,0.4756,0.48008,0.7736,0.7547,0.00844,0.99118
107,5176,2175,0.57049,0.42618,0.7593,0.7593,0.01266,0.99004
109,8487,5347,0.58447,0.40369,0.7636,0.7636,0.01461,0.98684
111,4895,20017,0.58206,0.41343,0.7679,0.7679,0.01257,0.98494
113,18247,6262,0.59167,0.43041,0.7719,0.7544,0.01668,0.98731
115,2931,1617,0.5676,0.43509,0.7759,0.7586,0.01642,0.97964
117,4725,20017,0.57902,0.52117,0.7627,0.7627,0.02797,0.98065
119,20136,20221,0.47867,0.52177,0.7667,0.7667,0.01556,0.98143
121,20347,10290,0.47891,0.52154,0.7705,0.7705,0.02051,0.98091
123,3016,4884,0.49855,0.53175,0.7742,0.7742,0.02338,0.98506
125,4038,9974,0.48451,0.50042,0.7619,0.7778,0.01482,0.9811
127,20017,13331,0.49762,0.5024,0.7656,0.7812,0.02363,0.97944
129,2940,20017,0.49708,0.51678,0.7692,0.7846,0.02388,0.98041
131,3940,1291,0.48139,0.51184,0.7576,0.7879,0.02197,0.98219
133,18056,13459,0.52173,0.47903,0.7612,0.791,0.03268,0.97176
135,5113,8319,0.51165,0.55797,0.7647,0.7941,0.03145,0.97746
137,3673,4852,0.44524,0.62085,0.7536,0.7826,0.02567,0.98048
139,20017,1789,0.35595,0.58358,0.7429,0.7857,0.02356,0.98659
141,8985,3628,0.37814,0.57853,0.7465,0.7887,0.01575,0.98698
143,2523,20017,0.39631,0.63641,0.75,0.7917,0.05682,0.96753
145,1821,14149,0.35052,0.6309,0.7534,0.7945,0.01361,0.98904
147,20017,13389,0.36933,0.63503,0.7568,0.7973,0.01372,0.97979
149,2580,20017,0.26712,0.7244,0.76,0.8,0.0139,0.98644
151,10715,3664,0.29559,0.81677,0.75,0.7895,0.01673,0.98837
153,1520,6239,0.25094,0.75207,0.7532,0.7792,0.00751,0.99219
155,20017,2005,0.20338,0.69969,0.7436,0.7821,0.00747,0.99051
157,20017,6820,0.28145,0.72146,0.7468,0.7722,0.01109,0.99006
159,2374,2039,0.25856,0.74704,0.75,0.775,0.05007,0.98952
161,4980,9249,0.28974,0.79259,0.7407,0.7778,0.10771,0.9879
163,3320,5225,0.21524,0.79044,0.7439,0.7805,0.00744,0.97702
