MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,3729,6453,0.52384,0.49301,0,1,0.4976,0.51079
3,3937,9695,0.50074,0.50995,0.5,1,0.52966,0.52305
5,20017,4884,0.4938,0.50789,0.6667,1,0.48689,0.51291
7,3376,3330,0.49979,0.48678,0.75,1,0.49905,0.4979
9,3217,3642,0.51516,0.51505,0.8,1,0.50794,0.50782
11,20017,20017,0.49457,0.50196,0.6667,1,0.54788,0.50424
13,6661,20017,0.50531,0.50396,0.5714,1,0.48686,0.50741
15,14941,20017,0.50128,0.49715,0.625,1,0.5088,0.48387
17,20141,20239,0.50273,0.49704,0.6667,1,0.52222,0.4798
19,6684,7308,0.52048,0.49918,0.7,1,0.53985,0.41557
21,11445,11970,0.5064,0.49772,0.7273,1,0.5673,0.42783
23,13447,20017,0.507,0.4968,0.75,1,0.58403,0.41523
25,8727,10055,0.50127,0.49051,0.7692,1,0.58713,0.27075
27,10901,20017,0.51382,0.485,0.7857,1,0.70006,0.30434
29,16225,5472,0.52151,0.47878,0.8,1,0.6788,0.18033
31,20017,20183,0.51572,0.48399,0.8125,1,0.78143,0.22763
33,9603,14250,0.50382,0.49751,0.8235,1,0.76967,0.23683
35,10442,18963,0.51368,0.49524,0.8333,0.9444,0.76041,0.2386
37,20017,5913,0.49222,0.51183,0.8421,0.9474,0.76397,0.3228
39,17694,3744,0.48927,0.50782,0.8,0.95,0.71471,0.16197
41,7588,20017,0.52271,0.47326,0.8095,0.9048,0.79002,0.22424
43,16859,20017,0.51635,0.48283,0.8182,0.9091,0.77497,0.229
45,20166,20242,0.51734,0.48217,0.8261,0.913,0.76885,0.23276
47,12876,10518,0.51544,0.48713,0.8333,0.9167,0.76867,0.23298
49,20017,6138,0.51304,0.49716,0.84,0.92,0.76437,0.23829
51,18607,5312,0.50502,0.47513,0.8462,0.9231,0.76076,0.24105
53,20017,20017,0.52107,0.50486,0.8148,0.9259,0.73063,0.27756
55,20096,9947,0.49543,0.51745,0.8214,0.9286,0.70773,0.23761
57,20017,2381,0.48541,0.51476,0.8276,0.931,0.73129,0.21028
59,8863,4312,0.4895,0.49782,0.8333,0.9333,0.80375,0.19969
61,20017,20104,0.50738,0.49231,0.8387,0.9355,0.78712,0.21479
63,16175,9282,0.51232,0.47361,0.8438,0.9062,0.80219,0.16983
65,5029,9965,0.55147,0.4772,0.8182,0.9091,0.82312,0.23081
67,3986,13614,0.56405,0.46037,0.8235,0.9118,0.78666,0.22072
69,3857,5900,0.55795,0.46743,0.8,0.8857,0.79319,0.13812
71,8288,20017,0.5373,0.47053,0.8056,0.8889,0.81714,0.20425
73,11131,4915,0.52754,0.46779,0.8108,0.8919,0.76082,0.07774
75,7029,6846,0.5557,0.45074,0.8158,0.8684,0.88472,0.11853
77,9305,8896,0.56756,0.44847,0.8205,0.8718,0.86597,0.10714
79,6744,6997,0.59226,0.42768,0.825,0.85,0.91417,0.05239
81,14745,10469,0.6147,0.39597,0.8293,0.8537,0.94387,0.06107
83,20017,20115,0.60722,0.39293,0.8333,0.8571,0.93429,0.06612
85,2641,4107,0.59029,0.39431,0.8372,0.8605,0.93487,0.02774
87,4797,13792,0.5735,0.42606,0.8409,0.8409,0.96744,0.04768
89,20017,7549,0.56421,0.40414,0.8222,0.8222,0.91763,0.1554
91,8788,7248,0.58903,0.39051,0.8261,0.8043,0.88681,0.17077
93,1672,3566,0.61746,0.3967,0.8298,0.8085,0.9475,0.05833
95,8914,18031,0.65018,0.36095,0.8125,0.8125,0.93834,0.11056
97,6358,1731,0.666,0.36739,0.7959,0.8163,0.92533,0.10093
99,4815,7728,0.67891,0.44211,0.78,0.82,0.9172,0.12313
101,11844,3017,0.57121,0.47741,0.7647,0.8039,0.86536,0.15064
103,16784,3405,0.57139,0.42634,0.7692,0.8077,0.85656,0.12101
105,2566,12474,0.55524,0.432,0.7736,0.7925,0.90346,0.13893
107,20017,9147,0.62085,0.39191,0.7778,0.7963,0.95039,0.0532
109,10927,4838,0.60697,0.36745,0.7636,0.8,0.93586,0.11281
111,10444,4688,0.62966,0.37538,0.7679,0.8036,0.90803,0.02014
113,5434,9979,0.63021,0.39372,0.7544,0.807,0.9615,0.09855
115,20017,4232,0.60201,0.42727,0.7586,0.7931,0.91325,0.09948
117,3678,6007,0.66168,0.32929,0.7627,0.7966,0.9548,0.03463
119,4105,4842,0.67466,0.39599,0.75,0.7833,0.97277,0.1372
121,4040,2176,0.69314,0.2947,0.7377,0.7869,0.96871,0.01521
123,5661,10595,0.68948,0.30788,0.7258,0.7903,0.98041,0.03673
125,13506,14400,0.68987,0.3152,0.7302,0.7937,0.96928,0.03289
127,13151,4880,0.68692,0.29947,0.7344,0.7969,0.97082,0.03587
129,6268,5022,0.70052,0.30201,0.7385,0.7846,0.96835,0.01977
131,5168,7200,0.72949,0.28585,0.7424,0.7727,0.97474,0.02272
133,5111,8204,0.71103,0.26882,0.7463,0.7761,0.9767,0.0138
135,5208,,0.74973,,0.75,,0.98434,
