MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,5418,6875,0.49304,0.53133,0,1,0.51862,0.50942
3,6201,5964,0.46706,0.54918,0.5,1,0.52746,0.5231
5,8494,13182,0.47331,0.55074,0.3333,1,0.46604,0.51906
7,11155,20017,0.45145,0.54899,0.5,0.75,0.51811,0.48916
9,20017,20101,0.45718,0.54246,0.6,0.8,0.52791,0.47263
11,20198,20017,0.45792,0.56646,0.5,0.8333,0.56283,0.57048
13,20109,20199,0.4337,0.56595,0.5714,0.8571,0.46678,0.51552
15,20290,12498,0.4343,0.56041,0.625,0.875,0.49598,0.38458
17,10962,20017,0.43658,0.55114,0.5556,0.8889,0.47931,0.46047
19,20111,20194,0.44895,0.55108,0.6,0.9,0.546,0.47236
21,5413,16250,0.43436,0.57278,0.6364,0.9091,0.51724,0.48927
23,15273,12616,0.42796,0.56508,0.6667,0.9167,0.53233,0.48078
25,14389,11979,0.42851,0.57188,0.6923,0.9231,0.51687,0.45017
27,9356,7784,0.42883,0.59956,0.6429,0.8571,0.57019,0.41478
29,2975,4583,0.42931,0.57372,0.6667,0.8,0.68304,0.45556
31,6033,4568,0.45708,0.56731,0.625,0.8125,0.69019,0.30648
33,20017,20118,0.43352,0.56672,0.6471,0.8235,0.75911,0.25437
35,20210,20310,0.43343,0.56679,0.6667,0.8333,0.75317,0.24782
37,13596,20017,0.43408,0.56375,0.6842,0.7895,0.75923,0.24465
39,20017,4235,0.41644,0.55544,0.7,0.8,0.75425,0.2553
41,20017,20124,0.44373,0.55602,0.7143,0.8095,0.74105,0.26268
43,13432,2899,0.44889,0.5013,0.6818,0.8182,0.74029,0.27331
45,7375,6322,0.46218,0.53972,0.6957,0.8261,0.72467,0.27931
47,7905,9603,0.47072,0.52305,0.7083,0.8333,0.731,0.26955
49,2250,16473,0.47808,0.5526,0.72,0.84,0.73642,0.25427
51,20017,4483,0.44583,0.59198,0.7308,0.8077,0.74956,0.28221
53,3543,12254,0.48041,0.51988,0.7407,0.8148,0.78118,0.21762
55,2309,7292,0.48263,0.52232,0.75,0.8214,0.77972,0.22539
57,4711,12105,0.49068,0.51013,0.7586,0.8276,0.8036,0.20104
59,4891,7828,0.49141,0.48535,0.7333,0.8,0.77485,0.25852
61,6816,2170,0.51113,0.47228,0.7419,0.8065,0.75513,0.28771
63,8805,10434,0.5429,0.45254,0.7188,0.8125,0.84247,0.19949
65,8794,9373,0.51533,0.47693,0.7273,0.7879,0.78307,0.22993
67,3515,5705,0.46409,0.5357,0.7353,0.7647,0.84786,0.16795
69,3659,7763,0.4778,0.52852,0.7429,0.7714,0.83812,0.16765
71,6156,20017,0.50068,0.49629,0.75,0.7778,0.86177,0.12771
73,20124,8545,0.50426,0.51666,0.7568,0.7838,0.87518,0.12279
75,7356,12782,0.49085,0.51405,0.7632,0.7895,0.88182,0.11736
77,6763,3660,0.49348,0.56756,0.7692,0.7692,0.8872,0.11748
79,20017,5170,0.52506,0.46837,0.775,0.75,0.89749,0.0653
81,4932,7234,0.54355,0.46872,0.7805,0.7561,0.92057,0.10499
83,13142,11235,0.54881,0.44236,0.7857,0.7619,0.93403,0.07412
85,20017,20128,0.56135,0.43852,0.7907,0.7674,0.92561,0.07366
87,8452,8823,0.58099,0.44637,0.7727,0.75,0.94093,0.06301
89,3386,9328,0.59616,0.41438,0.7778,0.7556,0.96255,0.0218
91,8007,20017,0.56946,0.42706,0.7826,0.7609,0.97318,0.03094
93,1862,3186,0.56836,0.46084,0.7872,0.766,0.96908,0.04591
95,3958,5824,0.59022,0.47533,0.7708,0.7708,0.97632,0.02854
97,5927,3567,0.5282,0.46656,0.7755,0.7551,0.97305,0.02596
99,12492,20017,0.55483,0.45319,0.78,0.76,0.9355,0.06201
101,20155,1571,0.54663,0.44796,0.7843,0.7647,0.96463,0.02839
103,2352,13759,0.56435,0.43282,0.7885,0.75,0.97285,0.09227
105,18208,8695,0.6126,0.40864,0.7925,0.7547,0.96788,0.02765
107,4799,3775,0.61284,0.51094,0.7778,0.7407,0.96887,0.02914
109,16437,20017,0.58571,0.41167,0.7818,0.7455,0.95301,0.02037
111,20126,20239,0.58816,0.41219,0.7857,0.75,0.93874,0.02088
113,439,5360,0.53468,0.45206,0.7895,0.7368,0.98135,0.05728
115,7055,3050,0.57324,0.42026,0.7931,0.7241,0.97534,0.01788
117,20017,3715,0.57012,0.43383,0.7966,0.7119,0.92554,0.02328
119,5762,9645,0.58326,0.42883,0.8,0.7167,0.98344,0.01247
121,4521,12754,0.57417,0.42693,0.8033,0.7213,0.9818,0.01787
123,7069,3667,0.58331,0.53707,0.7903,0.7097,0.98034,0.11625
125,8855,3621,0.63307,0.5035,0.7778,0.6984,0.98826,0.08805
127,12634,20017,0.59787,0.40108,0.7812,0.7031,0.98294,0.01914
129,20118,1846,0.59943,0.41588,0.7846,0.7077,0.98591,0.06963
131,16661,3422,0.59803,0.3792,0.7879,0.7121,0.98378,0.01923
133,10533,9959,0.6185,0.40087,0.791,0.7015,0.97693,0.08443
135,4905,5658,0.67783,0.41522,0.7794,0.6912,0.9905,0.05438
137,5740,5256,0.72258,0.37251,0.7681,0.6812,0.99442,0.10238
139,14476,6200,0.68569,0.32622,0.7714,0.6714,0.98755,0.02039
141,7100,3368,0.72509,0.25142,0.7746,0.6761,0.99576,0.00802
143,20017,5816,0.75808,0.25197,0.7778,0.6806,0.98946,0.00836
145,6096,3019,0.77974,0.25947,0.7671,0.6712,0.9953,0.00698
147,6200,20017,0.81164,0.18621,0.7703,0.6622,0.99607,0.00923
149,4765,14396,0.75137,0.37705,0.76,0.6667,0.9956,0.05253
151,20017,10498,0.63012,0.36725,0.7632,0.6711,0.99306,0.00954
153,2097,13839,0.54722,0.41758,0.7662,0.6753,0.99619,0.00966
155,13215,20017,0.62248,0.36125,0.7692,0.6795,0.99246,0.01193
157,12199,20017,0.63794,0.34496,0.7722,0.6835,0.98844,0.0113
159,1549,20017,0.58773,0.34962,0.775,0.6875,0.99392,0.01402
161,13186,2111,0.6977,0.38983,0.7654,0.6914,0.99029,0.01294
163,14737,2604,0.75468,0.36851,0.7561,0.6951,0.98796,0.01561
165,5949,11791,0.64384,0.3272,0.759,0.6988,0.98368,0.01581
167,3806,14218,0.65633,0.3393,0.7619,0.7024,0.98785,0.018
169,8619,3430,0.7168,0.41151,0.7529,0.6941,0.98417,0.01546
171,15326,600,0.60088,0.17973,0.7558,0.6977,0.98568,0.01731
173,20017,20112,0.81396,0.18587,0.7586,0.7011,0.98421,0.01273
175,4372,5142,0.80129,0.19407,0.75,0.7045,0.99296,0.02414
177,3760,4825,0.81639,0.19465,0.7528,0.6966,0.96986,0.02863
179,6953,20017,0.8497,0.15591,0.7556,0.6889,0.98376,0.03777
181,3641,13335,0.76867,0.19973,0.7582,0.6923,0.98341,0.01795
183,18119,6292,0.8281,0.17705,0.7609,0.6848,0.9951,0.01032
185,4924,2280,0.84097,0.15057,0.7634,0.6882,0.99569,0.00607
187,7653,4424,0.82467,0.17407,0.766,0.6915,0.9961,0.00667
189,1762,6349,0.77837,0.20234,0.7684,0.6947,0.99663,0.00767
191,8367,4069,0.83839,0.17918,0.7604,0.6875,0.98797,0.03658
193,20017,20134,0.80814,0.19217,0.7629,0.6907,0.98073,0.00793
195,9635,16970,0.79878,0.19856,0.7653,0.6939,0.99391,0.0089
197,20017,4720,0.79988,0.19742,0.7677,0.6869,0.9953,0.03025
199,20017,4231,0.84373,0.14645,0.77,0.69,0.98247,0.02468
201,20017,20115,0.85711,0.14296,0.7723,0.6931,0.99611,0.00542
203,8787,3321,0.86777,0.13381,0.7647,0.6961,0.99616,0.0638
205,20017,8522,0.85461,0.14549,0.767,0.699,0.98275,0.04087
207,20017,6321,0.85184,0.15078,0.7692,0.6923,0.9949,0.00481
209,20017,6434,0.96685,0.03445,0.7714,0.6952,0.99758,0.00262
211,13403,6227,0.96792,0.03065,0.7736,0.6981,0.99749,0.00286
