MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,7055,4903,0.5081,0.48701,1,1,0.51809,0.47274
3,8241,11534,0.51617,0.48193,1,1,0.4817,0.49931
5,8045,4999,0.51736,0.47359,0.6667,1,0.50419,0.50292
7,10031,10306,0.527,0.45792,0.75,1,0.48328,0.47891
9,8493,4231,0.56727,0.49168,0.6,1,0.53957,0.45211
11,4637,9598,0.52551,0.47787,0.6667,1,0.56566,0.40472
13,5554,20017,0.53035,0.496,0.5714,1,0.61765,0.39645
15,7277,4892,0.50724,0.50813,0.625,1,0.5744,0.43489
17,11775,2692,0.50312,0.48453,0.6667,1,0.59941,0.40707
19,2153,14203,0.5257,0.48368,0.7,1,0.59209,0.409
21,7648,11419,0.52226,0.49187,0.7273,1,0.60562,0.36929
23,8565,6422,0.49445,0.50906,0.75,1,0.62774,0.36985
25,5443,7184,0.49905,0.51343,0.7692,1,0.71169,0.25939
27,4693,20017,0.48533,0.51723,0.7857,1,0.7719,0.22055
29,5954,20017,0.48375,0.52468,0.8,1,0.77602,0.23047
31,20104,20017,0.475,0.50952,0.75,0.9375,0.77615,0.2357
33,20017,10175,0.50916,0.48206,0.7647,0.9412,0.86663,0.1495
35,8814,8980,0.5314,0.48244,0.7778,0.8889,0.84589,0.1722
37,6258,7299,0.54112,0.46448,0.7895,0.8421,0.95019,0.05933
39,2832,11689,0.57069,0.45245,0.8,0.85,0.95739,0.0582
41,20017,20089,0.54282,0.45724,0.8095,0.8571,0.93822,0.06491
43,2817,20017,0.53707,0.46867,0.8182,0.8636,0.92859,0.08235
45,20095,10605,0.53107,0.47577,0.8261,0.8261,0.91365,0.09555
47,6653,20017,0.53922,0.46509,0.8333,0.8333,0.97816,0.04162
49,5441,3895,0.5145,0.43654,0.84,0.84,0.96997,0.01275
51,20017,2087,0.55827,0.45073,0.8462,0.8462,0.98437,0.03078
53,1575,8946,0.52824,0.47671,0.8519,0.8519,0.99336,0.02951
55,20017,9060,0.52954,0.50581,0.8571,0.8214,0.97125,0.03036
57,4513,5548,0.52592,0.45884,0.8621,0.8276,0.99346,0.01005
59,12277,20017,0.5595,0.43734,0.8667,0.8333,0.99015,0.01054
61,9122,20017,0.58343,0.41888,0.871,0.8387,0.98903,0.01531
63,9412,11206,0.60071,0.38967,0.875,0.8125,0.98787,0.0118
65,6832,3698,0.61327,0.40994,0.8788,0.8182,0.9864,0.07496
67,8344,2791,0.61542,0.36561,0.8824,0.8235,0.9812,0.00523
69,7932,7090,0.64106,0.37247,0.8857,0.8286,0.99194,0.01774
71,11564,8065,0.62635,0.36667,0.8889,0.8333,0.98528,0.01744
73,8411,12014,0.64146,0.34666,0.8919,0.8378,0.98471,0.01545
75,20017,10977,0.65063,0.35209,0.8947,0.8421,0.98553,0.01455
77,5862,7110,0.67034,0.32253,0.8974,0.8462,0.99065,0.00647
79,5257,10538,0.68552,0.33174,0.9,0.85,0.99475,0.00647
81,8989,5008,0.68145,0.31946,0.9024,0.8537,0.99327,0.00195
83,11909,9359,0.68303,0.32133,0.9048,0.8571,0.99821,0.00227
85,10722,7823,0.65586,0.36415,0.907,0.8605,0.99816,0.00145
87,9257,1915,0.62201,0.33518,0.9091,0.8636,0.99838,0.002
89,5422,10941,0.68049,0.31605,0.9111,0.8667,0.99846,0.0017
91,9561,4374,0.68583,0.31709,0.8913,0.8696,0.99836,0.00417
93,14900,10993,0.6835,0.33388,0.8936,0.8723,0.99665,0.00229
95,20017,18813,0.6745,0.33042,0.8958,0.875,0.99775,0.00465
97,20017,5001,0.6699,0.30298,0.898,0.8776,0.99746,0.00274
99,2535,20017,0.72257,0.27988,0.9,0.88,0.99733,0.00358
101,9613,6112,0.72955,0.27062,0.902,0.8824,0.99637,0.00228
103,12079,6127,0.72908,0.2832,0.9038,0.8846,0.99804,0.0024
105,7393,8817,0.74016,0.25058,0.9057,0.8868,0.99717,0.00351
107,3061,4416,0.76623,0.26104,0.9074,0.8889,0.99684,0.00391
109,9415,9477,0.7705,0.23537,0.9091,0.8727,0.9964,0.00496
111,14756,3999,0.7897,0.21915,0.9107,0.875,0.99678,0.00325
113,14605,4684,0.78398,0.24397,0.9123,0.8772,0.99608,0.0072
115,5651,4018,0.75212,0.23578,0.8966,0.8793,0.99654,0.00585
117,12968,14149,0.76377,0.24048,0.8983,0.8644,0.99598,0.00446
119,16176,10382,0.78497,0.22202,0.9,0.8667,0.99588,0.00651
121,7929,10847,0.78089,0.22038,0.9016,0.8689,0.99541,0.01613
123,20017,6649,0.77494,0.18854,0.9032,0.871,0.99366,0.00586
125,20017,20098,0.81069,0.18942,0.9048,0.873,0.99363,0.00707
127,6137,10506,0.82398,0.16763,0.9062,0.875,0.99585,0.00611
129,17256,7856,0.84051,0.14871,0.9077,0.8769,0.99594,0.0049
131,20017,,0.84583,,0.9091,,0.99631,
