MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,56175,17496,0.51171,0.4916,1,1,0.51702,0.47138
3,9109,10337,0.51907,0.47248,1,1,0.48447,0.49239
5,10385,7556,0.53993,0.49468,0.6667,1,0.50269,0.5049
7,8770,5167,0.50945,0.4785,0.75,1,0.48786,0.51695
9,5406,7832,0.50667,0.48635,0.8,1,0.58721,0.41326
11,4504,10264,0.52482,0.49532,0.8333,1,0.53581,0.36032
13,20017,20136,0.50012,0.5,0.8571,1,0.58809,0.40356
15,20256,20398,0.50029,0.49962,0.875,1,0.5976,0.40446
17,20482,20553,0.50019,0.49984,0.8889,1,0.59796,0.40185
19,20640,5086,0.50044,0.49578,0.9,1,0.60172,0.39614
21,10170,3062,0.5262,0.46576,0.9091,1,0.7626,0.28554
23,3941,2521,0.52642,0.45652,0.9167,1,0.89063,0.10464
25,9061,7282,0.55717,0.46058,0.9231,1,0.80381,0.04626
27,3635,4220,0.5543,0.42807,0.9286,1,0.93008,0.07012
29,4623,4652,0.57721,0.43466,0.9333,1,0.91539,0.12317
31,5990,20017,0.558,0.4399,0.9375,1,0.96884,0.03704
33,13243,10666,0.56485,0.4489,0.9412,1,0.95762,0.02325
35,10598,11557,0.57747,0.43569,0.9444,1,0.97659,0.02708
37,2794,20017,0.57636,0.42376,0.9474,1,0.97744,0.0515
39,20104,10787,0.57651,0.42797,0.95,1,0.95486,0.02124
41,20017,20104,0.56929,0.43078,0.9524,1,0.96382,0.04247
43,20346,20425,0.56903,0.43076,0.9545,1,0.95587,0.02884
45,5075,20017,0.5991,0.39434,0.913,0.9565,0.97604,0.01282
47,7583,6764,0.57089,0.41977,0.9167,0.9583,0.9843,0.01587
49,2920,5778,0.56382,0.44658,0.92,0.92,0.96786,0.08376
51,14671,4970,0.56713,0.40036,0.8846,0.9231,0.94985,0.01021
53,9742,6548,0.61927,0.39817,0.8889,0.8889,0.98297,0.05701
55,8412,12840,0.60196,0.39964,0.8929,0.8929,0.98659,0.0129
57,20017,15333,0.59909,0.40644,0.8966,0.8621,0.96438,0.01185
59,6643,2634,0.59305,0.35728,0.9,0.8667,0.97989,0.01223
61,16912,20017,0.65951,0.33832,0.9032,0.871,0.96313,0.03826
63,20095,20165,0.66162,0.33817,0.9062,0.875,0.96921,0.03002
65,20247,13460,0.66223,0.33549,0.9091,0.8788,0.96958,0.00659
67,13633,20017,0.66678,0.33223,0.9118,0.8824,0.99466,0.01053
69,20108,13308,0.6677,0.33482,0.9143,0.8857,0.99604,0.00371
71,20017,9612,0.66519,0.32736,0.9167,0.8889,0.99633,0.00454
73,3064,6539,0.69258,0.31562,0.9189,0.8649,0.99646,0.01216
75,7686,6873,0.695,0.30764,0.9211,0.8684,0.99577,0.00609
77,20017,20095,0.69426,0.30575,0.9231,0.8718,0.99508,0.00566
79,11056,5684,0.70371,0.27653,0.925,0.875,0.99326,0.00267
81,14298,5175,0.72745,0.262,0.9268,0.878,0.99396,0.00352
83,9692,4519,0.74069,0.25426,0.9286,0.881,0.992,0.00308
85,11814,4802,0.74394,0.24197,0.9302,0.8837,0.99443,0.01609
87,9395,10718,0.7676,0.23266,0.9318,0.8864,0.99465,0.00601
89,20017,2423,0.76529,0.22542,0.9333,0.8889,0.99618,0.0052
91,13563,8444,0.78019,0.22379,0.9348,0.8913,0.99574,0.00555
93,20017,7382,0.7801,0.23009,0.9362,0.8936,0.99678,0.004
95,5026,20017,0.78735,0.21526,0.9375,0.875,0.99561,0.00479
97,13157,8726,0.79626,0.21732,0.9388,0.8776,0.99434,0.0066
99,5557,20017,0.77069,0.22925,0.94,0.88,0.98698,0.01299
101,14123,6350,0.77695,0.23196,0.9216,0.8824,0.98919,0.02994
103,20017,2163,0.76706,0.23426,0.9231,0.8846,0.98135,0.01892
105,5032,4707,0.80743,0.16763,0.9245,0.8868,0.99728,0.00329
107,4354,3844,0.83364,0.17481,0.9259,0.8889,0.99667,0.00494
109,6427,5842,0.82441,0.19519,0.9273,0.8909,0.99397,0.00841
111,20017,20094,0.81118,0.18901,0.9286,0.8929,0.98793,0.01375
113,20166,20258,0.81114,0.18861,0.9298,0.8947,0.98623,0.01396
115,10353,12777,0.81613,0.18534,0.9138,0.8966,0.98709,0.02598
117,20017,4102,0.81843,0.17207,0.9153,0.8983,0.98601,0.00919
119,3885,6628,0.84501,0.16504,0.9167,0.9,0.99031,0.00802
121,3660,5491,0.7994,0.19002,0.918,0.9016,0.9929,0.00789
123,7667,2672,0.82437,0.18964,0.9194,0.9032,0.99253,0.01146
125,7094,2369,0.82214,0.18619,0.9206,0.9048,0.99243,0.01021
127,12437,10589,0.82854,0.17231,0.9219,0.9062,0.98824,0.01337
129,2575,5413,0.82454,0.18209,0.9231,0.8923,0.9872,0.01481
131,12321,12253,0.83017,0.1648,0.9242,0.8939,0.98798,0.01051
133,20017,4894,0.83021,0.17048,0.9254,0.8806,0.9897,0.01479
135,7233,20017,0.89041,0.1143,0.9265,0.8824,0.99118,0.01172
137,20104,6532,0.88562,0.11714,0.9275,0.8696,0.99088,0.01582
139,2701,5085,0.88952,0.11656,0.9286,0.8571,0.99164,0.01102
141,4938,6580,0.90924,0.10405,0.9296,0.8451,0.99073,0.01585
143,3793,3885,0.90648,0.09793,0.9306,0.8472,0.98824,0.01992
145,13743,1429,0.89065,0.08561,0.9178,0.8493,0.98279,0.02164
147,5489,2787,0.92156,0.06596,0.9189,0.8514,0.98708,0.01345
149,20017,4201,0.92433,0.08164,0.92,0.8533,0.98948,0.00867
151,20017,6740,0.89815,0.1078,0.9211,0.8421,0.99144,0.01029
153,4638,5560,0.87501,0.13809,0.9091,0.8312,0.99268,0.03691
155,7145,20017,0.87873,0.12816,0.9103,0.8333,0.99005,0.01241
157,4249,9629,0.8905,0.0987,0.9114,0.8354,0.9908,0.01085
159,2316,20017,0.91406,0.09889,0.9125,0.8375,0.99407,0.01744
161,3799,20017,0.90625,0.0941,0.9012,0.8395,0.99312,0.01627
163,3681,,0.91673,,0.8902,,0.99262,
