MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,9112,6314,0.46691,0.53622,1,1,0.5168,0.47269
3,7622,8925,0.47147,0.52854,1,1,0.48044,0.52545
5,11325,11508,0.47036,0.53621,1,1,0.47913,0.5295
7,8729,9642,0.46345,0.52947,0.75,0.75,0.51755,0.48529
9,8040,2784,0.47964,0.50526,0.8,0.8,0.55712,0.45652
11,9082,12498,0.5327,0.47654,0.6667,0.6667,0.58795,0.4101
13,6978,20017,0.53639,0.4934,0.5714,0.7143,0.5976,0.48756
15,9254,14278,0.52686,0.52316,0.5,0.75,0.52594,0.48914
17,14285,8246,0.49082,0.48389,0.4444,0.7778,0.51586,0.43694
19,6083,9403,0.52598,0.4761,0.5,0.8,0.56035,0.44311
21,3563,2110,0.53356,0.45378,0.5455,0.8182,0.56465,0.50266
23,11343,5541,0.53596,0.47538,0.5833,0.8333,0.49988,0.45706
25,4004,7107,0.54796,0.47129,0.6154,0.8462,0.55697,0.41565
27,20017,5527,0.52912,0.47456,0.6429,0.8571,0.56277,0.45533
29,2236,7135,0.50688,0.49126,0.6667,0.8667,0.62258,0.35017
31,2499,3181,0.53879,0.46069,0.6875,0.875,0.63182,0.36693
33,4124,8342,0.54273,0.47229,0.7059,0.8235,0.70381,0.32895
35,11802,9397,0.55771,0.44738,0.7222,0.8333,0.75465,0.36107
37,17414,4668,0.55459,0.45074,0.7368,0.8421,0.80909,0.07404
39,20017,4783,0.55177,0.44255,0.75,0.85,0.85705,0.06121
41,5292,5725,0.59424,0.44871,0.7143,0.8095,0.90926,0.11748
43,3414,7432,0.61008,0.39672,0.7273,0.8182,0.97157,0.14988
45,9343,3426,0.61017,0.38704,0.7391,0.8261,0.87151,0.05101
47,20017,12588,0.6116,0.38429,0.75,0.8333,0.87214,0.13626
49,2832,13229,0.59576,0.41243,0.76,0.84,0.85756,0.17024
51,20017,3583,0.58783,0.39882,0.7692,0.8462,0.83363,0.17148
53,4595,11137,0.58823,0.42247,0.7778,0.8148,0.83515,0.16131
55,10968,6205,0.55974,0.44294,0.7857,0.8214,0.8313,0.15901
57,20017,10563,0.56753,0.44596,0.7931,0.8276,0.8379,0.16634
59,8574,2048,0.55684,0.39223,0.7667,0.8333,0.84188,0.04685
61,14704,5681,0.61629,0.37979,0.7419,0.8387,0.89387,0.07061
63,12454,4873,0.6366,0.3685,0.75,0.8438,0.91159,0.05567
65,8637,10382,0.65066,0.37051,0.7576,0.8182,0.96288,0.04076
67,11551,4024,0.63014,0.39446,0.7647,0.8235,0.95448,0.02363
69,13195,10973,0.61898,0.37754,0.7714,0.8286,0.95602,0.031
71,8778,20017,0.61692,0.38473,0.7778,0.8333,0.96308,0.03831
73,14852,20017,0.62522,0.3673,0.7838,0.8378,0.96492,0.03171
75,20117,12317,0.63273,0.35512,0.7895,0.8421,0.97172,0.0278
77,13821,7701,0.66289,0.33144,0.7949,0.8462,0.97341,0.02969
79,20017,8106,0.67226,0.31933,0.8,0.85,0.97226,0.02556
81,20017,9634,0.67851,0.33264,0.8049,0.8537,0.97634,0.02622
83,20017,2982,0.66496,0.3307,0.8095,0.8571,0.97406,0.02308
85,7304,3357,0.66906,0.35628,0.814,0.8605,0.98649,0.01796
87,20017,20100,0.64388,0.35626,0.8182,0.8636,0.98282,0.01705
89,12069,20017,0.64584,0.35626,0.8222,0.8667,0.98671,0.01474
91,4181,10045,0.66057,0.34886,0.8261,0.8478,0.98861,0.01083
93,4054,13689,0.64359,0.36855,0.8298,0.8511,0.99101,0.01044
95,9559,10184,0.62189,0.39071,0.8333,0.8333,0.98563,0.01568
97,20017,6679,0.64694,0.35684,0.8367,0.8163,0.97488,0.04162
99,9927,11327,0.63247,0.37443,0.84,0.82,0.95854,0.0349
101,4027,5680,0.64567,0.35533,0.8431,0.8235,0.97239,0.01487
103,3906,12649,0.58802,0.40481,0.8462,0.8077,0.9904,0.01163
105,6542,12899,0.62105,0.37099,0.8302,0.7925,0.98953,0.01369
107,10800,8136,0.66419,0.38209,0.8333,0.7778,0.98483,0.0164
109,11369,8689,0.68289,0.31209,0.8364,0.7818,0.99565,0.00496
111,17846,12091,0.68971,0.30733,0.8393,0.7679,0.99286,0.01786
113,20017,20148,0.66415,0.33548,0.8421,0.7719,0.99447,0.00867
115,12252,7852,0.65682,0.35363,0.8448,0.7759,0.99458,0.00613
117,7042,20017,0.64466,0.35444,0.8475,0.7797,0.99342,0.00805
119,20093,1859,0.64557,0.34481,0.85,0.7833,0.99411,0.00701
121,5349,4864,0.72082,0.38179,0.8361,0.7869,0.99589,0.00492
