6.896551724137930939e-03,1.545199999999999907e-01,9.095999999999999919e-02,5.273299999999999654e-01,4.853299999999999836e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.963600000000000234e-01
2.068965517241379282e-02,3.713199999999999834e-01,3.146399999999999753e-01,5.152900000000000258e-01,4.853199999999999736e-01,2.500000000000000000e-01,5.000000000000000000e-01,4.577899999999999747e-01
3.448275862068965469e-02,4.557999999999999829e-01,2.719199999999999950e-01,5.126500000000000501e-01,4.771699999999999831e-01,3.333499999999999797e-01,6.666999999999999593e-01,4.567100000000000048e-01
4.827586206896551657e-02,1.799600000000000088e-01,4.281200000000000006e-01,5.188500000000000334e-01,4.698800000000000199e-01,3.750000000000000000e-01,7.500000000000000000e-01,4.908600000000000185e-01
6.206896551724137845e-02,2.955200000000000049e-01,8.006799999999999473e-01,5.288000000000000478e-01,4.667899999999999827e-01,4.000000000000000222e-01,8.000000000000000444e-01,4.721799999999999886e-01
7.586206896551724033e-02,8.039199999999999680e-01,3.877200000000000091e-01,5.330899999999999528e-01,4.660199999999999898e-01,4.166500000000000203e-01,8.333000000000000407e-01,4.724900000000000211e-01
8.965517241379310220e-02,8.006799999999999473e-01,5.837999999999999856e-01,5.307500000000000551e-01,4.712999999999999967e-01,4.285499999999999865e-01,8.570999999999999730e-01,4.811000000000000276e-01
1.034482758620689641e-01,2.714400000000000146e-01,1.956799999999999928e-01,5.211999999999999966e-01,4.557599999999999985e-01,5.000000000000000000e-01,8.750000000000000000e-01,4.885800000000000143e-01
1.172413793103448260e-01,8.006799999999999473e-01,2.572800000000000087e-01,5.327600000000000113e-01,4.647200000000000220e-01,5.555499999999999883e-01,8.889000000000000234e-01,4.807299999999999907e-01
1.310344827586207017e-01,2.106800000000000062e-01,5.306800000000000406e-01,5.140700000000000269e-01,4.885999999999999788e-01,5.500000000000000444e-01,9.000000000000000222e-01,4.859999999999999876e-01
1.448275862068965636e-01,3.325600000000000223e-01,8.006799999999999473e-01,5.086800000000000210e-01,4.866900000000000115e-01,5.454499999999999904e-01,9.091000000000000192e-01,4.367099999999999871e-01
1.586206896551724255e-01,8.035600000000000520e-01,8.064400000000000457e-01,5.132900000000000240e-01,4.867799999999999905e-01,5.416999999999999593e-01,9.166999999999999593e-01,4.119499999999999829e-01
1.724137931034482873e-01,6.061600000000000321e-01,2.677599999999999980e-01,5.169399999999999551e-01,4.929499999999999993e-01,5.384500000000000952e-01,9.231000000000000316e-01,4.033800000000000163e-01
1.862068965517241492e-01,2.563599999999999768e-01,5.507199999999999873e-01,5.082799999999999541e-01,5.084999999999999520e-01,5.357499999999999485e-01,9.285999999999999810e-01,3.455799999999999983e-01
2.000000000000000111e-01,8.006799999999999473e-01,8.034400000000000430e-01,4.928400000000000003e-01,5.071499999999999897e-01,5.332999999999999963e-01,9.333000000000000185e-01,2.943600000000000105e-01
2.137931034482758730e-01,6.800000000000000488e-02,8.006799999999999473e-01,4.693499999999999894e-01,5.178899999999999615e-01,5.312500000000000000e-01,9.375000000000000000e-01,2.132300000000000029e-01
2.275862068965517349e-01,5.153200000000000003e-01,6.324000000000000454e-02,4.700500000000000234e-01,4.752899999999999903e-01,5.000000000000000000e-01,8.823999999999999622e-01,1.723000000000000087e-01
2.413793103448275967e-01,2.642800000000000149e-01,2.139199999999999990e-01,5.193600000000000438e-01,4.803899999999999837e-01,5.000000000000000000e-01,8.889000000000000234e-01,1.067000000000000032e-01
2.551724137931034586e-01,8.006799999999999473e-01,8.042799999999999949e-01,5.141700000000000159e-01,4.860599999999999921e-01,5.000000000000000000e-01,8.947000000000000508e-01,8.824999999999999512e-02
2.689655172413792927e-01,8.071199999999999486e-01,4.894800000000000262e-01,5.141599999999999504e-01,4.800499999999999767e-01,5.000000000000000000e-01,9.000000000000000222e-01,7.882000000000000117e-02
