0.9986713,0.8956524,1.030892,0.99533105,0.8863518,
0.3167693,0.21871358,0.12865768,0.19943756,0.2844749,

0.82026535,0.7035618,0.82026535,0.99535155,0.99585456,
0.21065485,0.2011165,0.21065485,0.30441302,0.23421735,

0.94176275,0.73804915,0.88020676,0.68703306,0.73804915,
0.098930955,0.17864174,0.49916416,0.430901,0.17864174,

0.99234134,0.4296065,0.99234134,0.30286217,0.9913498,
0.10795897,0.33917373,0.10795897,0.47298115,0.0565964,

0.8090899,0.8951614,0.8090899,0.8951614,0.6836113,
0.10687214,0.28045648,0.10687214,0.20730811,0.3162436,

0.9994014,0.9041727,0.97467446,0.99982333,0.9041727,
0.41752326,0.3321225,0.19698524,0.17085588,0.40025872,

