0.98101413,0.6266377,0.619985,0.8508363,0.90985584,
0.18040043,0.24403489,0.23997402,0.4693551,0.27038443,

0.8486001,0.9899489,0.4668178,0.93075997,0.53735125,
0.35175568,0.32392377,0.33948034,0.24760652,0.19796234,

0.86708117,0.9981035,0.98712635,0.9134304,0.2794851,
0.4578361,0.29293388,0.20365644,0.44119865,0.06927645,

0.8076544,0.7482696,0.8327428,0.95063174,0.39182055,
0.14500684,0.22580308,0.29144794,0.37492412,0.03535223,

-0.10892017,0.993268,0.7324592,0.9876967,0.6303823,
0.3074876,0.31964052,0.18328255,0.46116835,0.016131103,

0.14065242,0.98909956,0.9567201,0.8261348,0.83160114,
0.22774476,0.48022258,0.046805404,0.3506626,0.2583341,

