0.96794754,0.9986713,0.97618365,0.9538458,0.9986713,
0.1581859,0.3167693,0.37182522,0.0065039936,0.27933472,

0.99888647,0.82026535,0.9870933,0.99888647,0.9999034,
0.114178956,0.21065485,0.22232181,0.15211064,0.0069119334,

0.68703306,0.88020676,1.0064719,0.88020676,0.68703306,
0.430901,0.48659927,0.19175985,0.49916416,0.39069834,

0.30286217,0.99234134,0.9576751,0.30286217,0.7147338,
0.47298115,0.10795897,0.33588606,0.47298115,0.44215852,

0.92365456,0.9994917,0.8951614,0.92365456,0.8951614,
0.3979346,0.25206554,0.22187307,0.3979346,0.22187307,

1.0326797,0.9041727,0.21223915,0.9923318,1.1390194,
0.07478141,0.3321225,0.3193773,0.16020572,0.1009264,

