0.1226,0.21303333,0.49301434,0.5278046,0.7632,0.7895,0.88182
0.1226,0.21303333,0.49301434,0.5278046,0.7632,0.7895,0.88182
0.33551666,0.33663332,0.5346471,0.4803992,0.9333,0.9333,0.61694
0.04675,0.33361667,0.47633108,0.5355977,0.9091,0.8485,0.02793
0.19301666,0.14108333,0.50305843,0.5125162,0.7917,0.75,0.00538
0.2559,0.33361667,0.8224305,0.18541183,0.8765,0.8642,0.98874
0.16111666,0.33361667,0.48510963,0.53258926,0.7,0.75,0.16686
0.12755,0.10635,0.5655126,0.47047046,0.8333,0.9048,0.97848
0.08626667,0.1439,0.30299014,0.7322422,0.8265,0.8469,0.02482
0.23468333,0.33361667,0.411848,0.60830235,0.8571,0.8333,0.07396
0.15025,0.33361667,0.9124356,0.11108487,0.7956,0.8102,0.98549
0.14838333,0.060666665,0.98025334,0.032517403,0.8482,0.8125,0.99042
0.09796666,0.08483333,0.6413656,0.38719016,0.9038,0.8269,0.99538
0.06666667,0.043166667,0.45350087,0.5620572,0.78,0.8,0.03512
0.33361667,0.33586666,0.5308303,0.4835616,0.5385,0.6923,0.86948
0.012383333,0.01695,0.4779984,0.6019467,0.5741,0.6296,0.01285
0.13441667,0.14491667,0.4877914,0.5194468,0.6,0.7333,0.38948
0.10721666,0.043866668,0.5575979,0.48106658,0.8025,0.8395,0.04636
0.33361667,0.33506668,0.57180023,0.44230652,0.9524,1.0,0.96382
0.059816666,0.073633336,0.48962948,0.5289648,1.0,1.0,0.51684
0.118266664,0.1612,0.37116945,0.65889066,0.9,0.925,0.06565
0.08578333,0.1399,0.538052,0.48921904,0.6667,0.9667,0.77039
0.047966667,0.14443333,0.42520666,0.60004723,0.84,0.8,0.1376
0.27395,0.33361667,0.5882926,0.42268518,0.7818,0.7455,0.95301
0.04146667,0.0899,0.368789,0.64218533,0.8485,0.8788,0.01217
0.058516666,0.049683332,0.69064194,0.32444504,0.7867,0.6533,0.98316
0.032266665,0.33361667,0.58794105,0.4282194,0.7885,0.7404,0.07264
0.33361667,0.33511665,0.41558442,0.6022034,0.8095,0.8214,0.03384
0.0229,0.006766667,0.47064614,0.527322,1.0,1.0,0.50793
0.33361667,0.3355,0.6881912,0.323254,0.7288,0.8136,0.97855
0.139,0.27801666,0.25785196,0.76723415,0.8205,0.8205,0.03293
0.11288333,0.33361667,0.4326594,0.5818223,0.8529,0.8235,0.03443
0.33361667,0.16175,0.4513916,0.56016797,0.9167,1.0,0.65323
0.13755,0.33361667,0.6024246,0.41982052,0.7812,0.75,0.01832
0.21161667,0.11631667,0.5262201,0.4782225,0.6875,0.9062,0.95616
0.23405,0.06385,0.4700033,0.55010575,0.8125,0.9375,0.87403
0.1142,0.24978334,0.5854602,0.4302113,0.8214,0.9286,0.94642
0.06611667,0.33361667,0.16825865,0.87987965,0.8016,0.8651,0.04533
0.22321667,0.0294,0.39231226,0.5844097,0.831,0.8169,0.03714
0.1065,0.085216664,0.81796086,0.26548862,0.79,0.81,0.97694
0.014883333,0.026983334,0.4973835,0.5750868,0.5574,0.6557,0.00892
0.17591667,0.0375,0.5655227,0.41307473,0.7857,0.75,0.02132
0.20308334,0.07853334,0.59615713,0.41205823,0.8033,0.8033,0.02118
0.1035,0.068783335,0.4881329,0.5419636,0.5,0.75,0.51638
0.081366666,0.19535,0.49506333,0.50432265,0.8182,0.6818,0.05692
0.33361667,0.23813333,0.5223732,0.49594432,0.75,0.8125,0.84016
0.120016664,0.08315,0.43666697,0.60277843,0.7541,0.8361,0.96203
0.33361667,0.26451668,0.36690068,0.67122203,0.8261,0.837,0.03302
0.10383333,0.1619,0.109691545,0.9156827,0.736,0.816,0.1315
0.04975,0.09295,0.6924599,0.33111897,0.7808,0.6438,0.97901
0.13845,0.093216665,0.72130656,0.30159968,0.8889,0.9074,0.96877
0.0957,0.33361667,0.89066,0.108322896,0.8876,0.8539,0.99445
0.17508334,0.07701667,0.45819145,0.5286465,0.8049,0.7561,0.01158
