0.96794754,0.9986713,0.9986713,0.9538458,0.97618365,
0.1581859,0.27933472,0.3167693,0.0065039936,0.37182522,

0.99888647,0.9999034,0.99888647,0.9870933,0.9999034,
0.15211064,0.0069119334,0.15211064,0.22232181,0.0069119334,

0.68703306,0.68703306,0.88020676,0.88020676,0.88020676,
0.430901,0.39069834,0.49916416,0.48659927,0.48659927,

0.99234134,0.7147338,0.9576751,0.15714884,0.30286217,
0.10795897,0.44215852,0.33588606,0.43024516,0.47298115,

0.8951614,0.92365456,0.92365456,0.9994917,0.92365456,
0.22187307,0.3979346,0.3979346,0.25206554,0.3979346,

1.0326797,0.21223915,0.9041727,1.0326797,0.9041727,
0.07478141,0.3193773,0.3321225,0.07478141,0.3321225,

