0.96794754,0.9538458,0.97618365,0.8956524,0.9986713,
0.1581859,0.016560555,0.37182522,0.21871358,0.3167693,

0.9870933,0.99888647,0.9999034,0.9852082,0.82026535,
0.22232181,0.08944607,0.0069119334,0.011237681,0.21065485,

0.8702251,0.96176165,0.95833147,0.68703306,0.88020676,
0.25843662,0.30686635,0.03762114,0.430901,0.49916416,

0.9576751,0.7147338,0.4296065,0.30286217,0.99234134,
0.33588606,0.44215852,0.33917373,0.47298115,0.10795897,

0.8951614,0.6836113,0.9994917,0.8090899,0.92365456,
0.22187307,0.3162436,0.25206554,0.10687214,0.3979346,

0.9948293,0.9923318,0.21223915,0.9041727,0.99982333,
0.1264478,0.16020572,0.3193773,0.3321225,0.17085588,

