0.37936074,0.91523206,0.93023044,0.92935026,0.47381687,
0.25354493,0.43729264,0.48269606,0.16848367,0.14347678,

0.8486001,0.94173336,0.8778388,0.20916647,0.10997355,
0.35175568,0.44511652,0.33738065,0.03212011,0.020305157,

0.9818115,0.90065104,0.7085345,0.24524134,0.18325496,
0.08543384,0.43031955,0.37200606,0.15481722,0.3830555,

0.8076544,0.72661525,0.7482696,0.16534787,0.79209334,
0.14500684,0.23875406,0.22580308,0.4304418,0.09768611,

0.59371096,0.993268,0.031232834,0.7324592,0.6762774,
0.4401759,0.31964052,0.25072378,0.18328255,0.46547073,

0.91448766,0.85855,0.9145986,0.90453005,0.92824364,
0.24988616,0.20012009,0.35477245,0.39338958,0.43807268,

