MSE,fitness
0.12596205,0.057199076
0.12197274,0.060150128
0.12115867,0.06307167
0.122655764,0.06367878
0.12841311,0.0686083
0.18094903,0.10208803
0.1756338,0.11203017
0.13980788,0.11256781
0.13577569,0.11304747
0.1658455,0.11623407
MSE,fitness
0.12596205,0.057199076
0.12197274,0.060150128
0.12115867,0.06307167
0.122655764,0.06367878
0.12841311,0.0686083
0.18094903,0.10208803
0.1756338,0.11203017
0.13980788,0.11256781
0.13577569,0.11304747
0.1658455,0.11623407
MSE,fitness
0.1268558,0.086559534
0.13577569,0.11304747
0.14408764,0.11463108
MSE,fitness
0.1268558,0.086559534
0.13577569,0.11304747
0.14408764,0.11463108
MSE,fitness
0.1268558,0.086559534
0.13577569,0.11304747
0.14408764,0.11463108
MSE,fitness
0.12698637,0.08632391
0.13577569,0.11304747
0.14593549,0.11706567
MSE,fitness
0.12698637,0.08632391
0.13577569,0.11304747
0.14593549,0.11706567
MSE,fitness
0.12698637,0.08632391
0.13577569,0.11304747
0.14593549,0.11706567
