0.15760112,0.28134006,0.5543721,0.5732237,0.7789939,0.9753406,
0.46310157,0.30628783,0.47898805,0.14507043,0.0049821734,0.44852412,

0.026622057,0.8382284,0.8704155,0.9619596,0.99609035,0.9987876,
0.49070072,0.22748834,0.2889021,0.3684429,0.29952943,0.27776313,

0.33583927,0.43465942,0.6831426,0.86461705,0.8992635,0.94256175,
0.03218782,0.17783809,0.049150825,0.12553972,0.10136628,0.15429187,

0.12699825,0.7940709,0.86711,0.8720557,0.889036,0.9305874,
0.12786353,0.16834843,0.086785614,0.102979064,0.40807748,0.49255234,

0.27998173,0.47508287,0.6435188,0.9036406,0.98892784,0.9960785,
0.05816883,0.15566266,0.05082017,0.2483536,0.122535646,0.010679543,

0.2766233,0.38998818,0.5769767,0.658054,0.85990965,0.9091384,
0.28371453,0.3548025,0.21241951,0.30684084,0.13828123,0.26571298,

0.10022795,0.37122864,0.9648943,0.99781793,0.9983742,0.99904996,
0.35716164,0.2545557,0.20687467,0.3234421,0.2563215,0.36008286,

