MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,22705,1959,0.48186,0.51895,0,1,0.51755,0.50994
3,9566,8123,0.4748,0.52374,0.5,1,0.44923,0.55022
5,11143,6178,0.47225,0.50669,0.6667,1,0.46127,0.57407
7,4563,3000,0.49803,0.48842,0.75,1,0.50215,0.60003
9,4097,6599,0.45745,0.56734,0.8,1,0.41325,0.64988
11,6301,20017,0.40632,0.59029,0.8333,1,0.35807,0.63241
13,20081,10144,0.40976,0.58602,0.8571,1,0.36963,0.62963
15,20017,16592,0.4175,0.58629,0.875,1,0.37422,0.62414
17,20017,10178,0.4158,0.58363,0.8889,0.8889,0.3844,0.63376
19,20017,11422,0.41,0.59391,0.9,0.9,0.39509,0.60352
21,3361,5510,0.40986,0.58076,0.9091,0.9091,0.4023,0.63023
23,7482,20017,0.44467,0.5577,0.9167,0.9167,0.39338,0.64327
25,20091,20162,0.44208,0.55804,0.9231,0.9231,0.35962,0.64111
27,20234,20304,0.44197,0.55808,0.9286,0.9286,0.36054,0.63859
29,20372,20440,0.44202,0.55827,0.9333,0.8667,0.36248,0.63781
31,20017,9154,0.44879,0.57676,0.9375,0.875,0.36322,0.6212
33,13091,20017,0.44158,0.55732,0.9412,0.8824,0.3853,0.61864
35,20085,20157,0.44226,0.55775,0.9444,0.8889,0.37846,0.62867
37,20227,11784,0.44232,0.55053,0.9474,0.8947,0.37031,0.63327
39,11567,7510,0.46333,0.54149,0.95,0.85,0.3736,0.63241
41,3609,10674,0.48784,0.51411,0.9524,0.8571,0.36934,0.64656
43,20017,9596,0.49058,0.5203,0.9545,0.8636,0.38659,0.60336
45,8632,4061,0.49789,0.54101,0.913,0.8696,0.36278,0.64989
47,14540,12230,0.46609,0.53947,0.9167,0.875,0.35151,0.63324
49,15183,6026,0.46365,0.53362,0.92,0.84,0.38069,0.6248
51,5504,20017,0.50004,0.52114,0.8846,0.8077,0.41128,0.72542
53,6527,6964,0.44314,0.5399,0.8889,0.8148,0.2828,0.71696
55,9490,2579,0.45928,0.52025,0.8929,0.8214,0.26824,0.71984
57,5849,8352,0.4911,0.49377,0.8966,0.8276,0.29144,0.76716
59,20017,20086,0.50435,0.49589,0.9,0.8333,0.24876,0.74922
61,20161,7890,0.50418,0.51574,0.9032,0.8065,0.255,0.74623
63,8818,8125,0.48769,0.50602,0.875,0.8125,0.20596,0.81444
65,20017,9422,0.4907,0.52686,0.8788,0.8182,0.13747,0.8665
67,11865,7649,0.46999,0.53476,0.8824,0.8235,0.14014,0.86549
69,20017,20521,0.4704,0.52984,0.8857,0.8286,0.13758,0.85871
71,13213,17793,0.46015,0.54566,0.8889,0.8333,0.10811,0.894
73,20017,20085,0.45325,0.54678,0.8919,0.8378,0.12552,0.87094
75,4624,20017,0.42059,0.5792,0.8947,0.8421,0.11133,0.90216
77,10458,20017,0.44086,0.55581,0.8974,0.8462,0.08138,0.88447
79,14116,14918,0.45628,0.55567,0.9,0.85,0.09104,0.9151
81,7655,9578,0.44655,0.55898,0.9024,0.8537,0.08011,0.92974
83,20017,10958,0.44217,0.57259,0.9048,0.8571,0.06137,0.94578
85,20018,20017,0.43117,0.59753,0.8837,0.8605,0.03543,0.96036
87,20086,15222,0.40243,0.60398,0.8864,0.8636,0.03541,0.97014
89,4693,13989,0.40121,0.5984,0.8889,0.8667,0.02888,0.97691
91,20017,20091,0.40653,0.59368,0.8913,0.8696,0.02435,0.97561
93,6882,8314,0.42296,0.60827,0.8723,0.8723,0.02735,0.96833
95,5114,2256,0.39516,0.6138,0.875,0.875,0.01406,0.98943
97,6117,3317,0.39799,0.67681,0.8571,0.8776,0.01003,0.98132
99,20017,7306,0.32711,0.64441,0.86,0.88,0.01264,0.98927
101,6667,10025,0.37674,0.63861,0.8627,0.8824,0.03293,0.99083
103,20017,20102,0.36318,0.63719,0.8654,0.8846,0.01026,0.98387
105,2086,5653,0.33843,0.66518,0.8679,0.8868,0.02137,0.96498
107,7973,13326,0.3137,0.68217,0.8704,0.8889,0.04009,0.97623
109,1235,7460,0.29556,0.72693,0.8727,0.8909,0.02507,0.96932
111,9269,20017,0.27186,0.72521,0.875,0.8929,0.01715,0.98852
113,7912,5781,0.25877,0.75256,0.8772,0.8772,0.00656,0.9943
115,6958,16005,0.29243,0.73526,0.8621,0.8793,0.07328,0.98207
117,1128,1912,0.22026,0.75984,0.8644,0.8814,0.0134,0.99352
119,5934,12571,0.25508,0.74184,0.8667,0.8833,0.00627,0.99329
121,6486,5931,0.2541,0.76918,0.8689,0.8852,0.04445,0.99095
123,13496,4436,0.23398,0.80372,0.871,0.871,0.00987,0.99108
125,10808,20017,0.29094,0.67064,0.8571,0.873,0.05085,0.93927
127,3530,9152,0.3477,0.66851,0.8594,0.875,0.06457,0.98207
129,8180,3736,0.35908,0.6733,0.8462,0.8769,0.03937,0.99489
