MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,3853,5556,0.48732,0.52637,0,1,0.51736,0.52386
3,5894,12683,0.4672,0.53804,0.5,0.5,0.47333,0.47119
5,5018,6894,0.46928,0.51339,0.6667,0.6667,0.53973,0.46446
7,6445,4962,0.48546,0.53492,0.5,0.5,0.54356,0.46164
9,5473,14337,0.46713,0.53475,0.4,0.6,0.5538,0.4441
11,7762,5604,0.46157,0.53421,0.3333,0.6667,0.52746,0.46964
13,20017,4640,0.46604,0.52755,0.4286,0.7143,0.53968,0.45881
15,20017,20087,0.47179,0.52804,0.5,0.75,0.66904,0.36263
17,20158,13257,0.47223,0.52807,0.5556,0.7778,0.63939,0.37928
19,20017,12867,0.47456,0.53095,0.6,0.8,0.61718,0.39201
21,5889,6519,0.44591,0.55584,0.5455,0.7273,0.61472,0.40431
23,12655,20017,0.4675,0.53448,0.5833,0.75,0.87043,0.07135
25,9558,20017,0.47018,0.52655,0.6154,0.7692,0.96254,0.03839
27,20092,10236,0.47363,0.55256,0.6429,0.7143,0.96604,0.04016
29,3440,17636,0.39388,0.61526,0.6667,0.7333,0.96354,0.05075
31,6992,9625,0.3725,0.62602,0.625,0.6875,0.95891,0.04402
33,2541,20017,0.43404,0.5633,0.6471,0.7059,0.94766,0.0662
35,20096,20165,0.4364,0.56329,0.6667,0.7222,0.9292,0.07245
37,9015,12801,0.44578,0.60796,0.6316,0.7368,0.93311,0.09402
39,5643,1573,0.40604,0.60925,0.6,0.75,0.90939,0.10307
41,5702,20017,0.41553,0.58006,0.619,0.7619,0.92858,0.0814
43,16857,20017,0.42302,0.57581,0.6364,0.7273,0.92222,0.10096
45,12931,12308,0.38088,0.61105,0.6522,0.7391,0.96226,0.02873
47,10448,20017,0.39138,0.60649,0.6667,0.75,0.96728,0.03921
49,9621,6097,0.40548,0.59712,0.64,0.76,0.9863,0.01562
51,3025,4886,0.426,0.57346,0.6538,0.7692,0.98236,0.01643
53,9397,5182,0.45126,0.56687,0.6667,0.7407,0.96987,0.0341
55,5206,12444,0.45595,0.54515,0.6429,0.7143,0.98331,0.04386
57,9381,3181,0.42682,0.57397,0.6552,0.7241,0.98846,0.00593
59,9258,5514,0.43085,0.55513,0.6667,0.7333,0.97473,0.01246
61,20017,8045,0.45038,0.5714,0.6774,0.7097,0.98888,0.02024
63,9295,7842,0.45532,0.53908,0.6875,0.7188,0.99666,0.00306
65,5594,7517,0.46265,0.55163,0.697,0.7273,0.99634,0.00858
67,11064,8102,0.44322,0.58353,0.7059,0.7353,0.99269,0.01043
69,4581,15903,0.45791,0.55299,0.7143,0.7429,0.99075,0.01581
71,9396,8144,0.44771,0.53282,0.7222,0.75,0.991,0.00866
73,20017,4536,0.47305,0.51454,0.7297,0.7297,0.99197,0.00956
75,6170,20017,0.51663,0.51046,0.7105,0.7368,0.99386,0.00704
77,5152,8491,0.49808,0.56965,0.6923,0.7436,0.99635,0.00315
79,6783,6890,0.43425,0.56154,0.7,0.725,0.99623,0.01133
81,6095,5638,0.43091,0.60296,0.7073,0.7073,0.99232,0.00888
83,3301,2003,0.42224,0.57412,0.7143,0.7143,0.99108,0.01103
85,7188,4017,0.44315,0.56125,0.7209,0.7209,0.9966,0.00819
87,9212,4068,0.45435,0.5708,0.7273,0.7273,0.99219,0.0133
89,9472,11195,0.45378,0.54569,0.7333,0.7111,0.99668,0.00429
91,7659,7445,0.46759,0.55807,0.7174,0.6957,0.99617,0.00407
93,4281,20017,0.45884,0.53987,0.7234,0.7021,0.9965,0.00477
95,8277,5802,0.46535,0.54273,0.7292,0.7083,0.99489,0.00573
97,11202,12509,0.46321,0.53276,0.7347,0.7143,0.99403,0.00676
99,3431,12185,0.44952,0.57342,0.74,0.72,0.99436,0.00504
101,4695,5017,0.39991,0.56994,0.7451,0.7255,0.99598,0.0043
103,6987,4112,0.46812,0.50315,0.75,0.7308,0.99663,0.00424
105,20017,20124,0.50331,0.49665,0.7547,0.7358,0.99641,0.0047
107,4938,3811,0.48034,0.5489,0.7593,0.7222,0.99739,0.00384
109,4257,4020,0.50993,0.51413,0.7636,0.7273,0.99678,0.00379
111,10165,2410,0.48909,0.48983,0.7679,0.7321,0.99743,0.00312
113,7677,10528,0.52702,0.49421,0.7719,0.7368,0.99573,0.0056
115,2984,6200,0.51094,0.4968,0.7759,0.7414,0.99568,0.00493
117,4530,5335,0.51816,0.51317,0.7627,0.7288,0.99557,0.00622
119,3025,2251,0.48026,0.49754,0.7667,0.7333,0.99647,0.00439
121,1817,4590,0.52445,0.48264,0.7705,0.7213,0.99578,0.00656
123,7017,18787,0.55671,0.44982,0.7742,0.7097,0.99615,0.00361
125,4484,11840,0.55642,0.47105,0.7778,0.6984,0.99653,0.00403
127,8902,10145,0.6525,0.3849,0.7812,0.6875,0.9953,0.00766
129,14429,5388,0.61772,0.40838,0.7846,0.6769,0.99441,0.00913
131,10889,9274,0.66931,0.33076,0.7879,0.6818,0.99578,0.00586
133,4631,7985,0.68068,0.36416,0.7761,0.6716,0.99579,0.00663
135,4973,2346,0.673,0.32303,0.7794,0.6765,0.99634,0.00962
137,20017,6202,0.70246,0.32294,0.7826,0.6667,0.99683,0.00685
139,3640,,0.6879,,0.7857,,0.99699,
