MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,8947,4604,0.50575,0.48358,1,1,0.51836,0.47193
3,7777,11440,0.52176,0.49017,1,1,0.49149,0.51271
5,6389,10360,0.5054,0.48397,1,0.6667,0.48651,0.51993
7,9122,7324,0.52899,0.47089,1,0.75,0.48062,0.5906
9,20017,20102,0.53328,0.46697,1,0.8,0.39742,0.59789
11,6024,4986,0.53245,0.45161,1,0.8333,0.37105,0.63589
13,20017,6057,0.5447,0.44322,1,0.8571,0.36512,0.63226
15,7729,6236,0.54359,0.47262,1,0.75,0.35268,0.64833
17,20017,20132,0.52572,0.47426,1,0.7778,0.35115,0.64237
19,20200,8516,0.52554,0.49912,1,0.8,0.35151,0.66049
21,20017,20142,0.50295,0.49673,1,0.8182,0.33941,0.6672
23,20206,10201,0.50306,0.49815,1,0.8333,0.19283,0.78628
25,11514,2674,0.50096,0.4882,1,0.8462,0.23692,0.7339
27,20017,10141,0.50447,0.50155,1,0.7857,0.26027,0.77477
29,11280,20017,0.50167,0.50129,1,0.7333,0.23528,0.70934
31,20017,20094,0.49402,0.50589,1,0.75,0.24548,0.75721
33,11988,4744,0.48659,0.51418,1,0.7647,0.22891,0.78396
35,13906,13041,0.48995,0.51632,1,0.7778,0.21584,0.78592
37,14354,6885,0.47883,0.54761,1,0.7368,0.21972,0.78122
39,20017,11253,0.47999,0.5111,0.95,0.75,0.29838,0.74619
41,20017,10109,0.48975,0.51902,0.9524,0.7619,0.2141,0.80383
43,2937,4181,0.49336,0.5304,0.9545,0.7727,0.18525,0.86745
45,4136,11317,0.47419,0.54393,0.9565,0.7826,0.13717,0.84375
47,20017,20132,0.4555,0.54478,0.9583,0.7917,0.12551,0.89097
49,20252,6565,0.45546,0.51275,0.92,0.8,0.10764,0.9006
51,20017,20145,0.47947,0.51986,0.9231,0.7692,0.09515,0.9065
53,2348,4494,0.44114,0.55898,0.9259,0.7778,0.09768,0.89315
55,10865,11131,0.44171,0.56009,0.9286,0.7857,0.07145,0.95863
57,20017,6153,0.44474,0.55036,0.931,0.7931,0.06375,0.93716
59,8975,20017,0.4634,0.52947,0.9333,0.8,0.18359,0.88554
61,20128,20202,0.47043,0.52929,0.9355,0.8065,0.03961,0.97987
63,2878,5984,0.4625,0.54806,0.9375,0.7812,0.01859,0.97356
65,20017,20094,0.46463,0.53533,0.9394,0.7879,0.03127,0.94858
67,15472,20017,0.46873,0.52846,0.9412,0.7941,0.02116,0.97859
69,8847,13965,0.44554,0.55488,0.9429,0.8,0.02253,0.97741
71,20017,20107,0.44021,0.55945,0.9444,0.8056,0.02878,0.9729
73,13012,20017,0.45846,0.54123,0.9459,0.8108,0.02304,0.97684
75,20081,6496,0.45869,0.52204,0.9474,0.8158,0.02326,0.97546
77,2085,7239,0.4668,0.51446,0.9487,0.8205,0.02153,0.98177
79,20017,20117,0.48644,0.51373,0.95,0.825,0.02296,0.98071
81,4176,3355,0.4899,0.51393,0.9512,0.8293,0.02262,0.99329
83,20017,9941,0.48917,0.59067,0.9286,0.8333,0.05478,0.98158
85,20017,20087,0.40014,0.59992,0.9302,0.8372,0.02236,0.97111
87,20156,13234,0.40012,0.61516,0.9318,0.8409,0.02353,0.96725
89,8423,20017,0.35689,0.64108,0.9333,0.8444,0.00997,0.97778
91,5933,20017,0.35861,0.65158,0.9348,0.8478,0.00645,0.99615
93,11452,4238,0.36492,0.62293,0.9362,0.8511,0.00457,0.99459
95,20017,20148,0.37964,0.62024,0.9375,0.8542,0.01278,0.98944
97,20262,20333,0.37944,0.62059,0.9388,0.8571,0.0099,0.99089
99,20403,7143,0.37987,0.63712,0.94,0.86,0.00901,0.98769
101,9849,18750,0.34221,0.66948,0.9412,0.8627,0.0133,0.98381
103,20017,20121,0.32998,0.67043,0.9423,0.8654,0.00777,0.99321
105,20192,5207,0.32978,0.74356,0.9245,0.8491,0.00406,0.99664
107,20017,20017,0.4134,0.56964,0.9074,0.8519,0.00393,0.99709
109,20101,5602,0.43044,0.57428,0.9091,0.8545,0.0031,0.99641
111,5772,3017,0.4224,0.60608,0.8929,0.8393,0.0039,0.99667
113,2383,2585,0.35542,0.60458,0.8947,0.8421,0.00365,0.99455
115,4842,10939,0.38897,0.62166,0.8966,0.8448,0.00676,0.99233
117,20017,20099,0.38456,0.6151,0.8983,0.8475,0.00819,0.99252
119,9846,20017,0.36242,0.62878,0.9,0.85,0.00653,0.99388
121,20137,13419,0.37155,0.63944,0.9016,0.8525,0.00658,0.99431
123,4042,10589,0.33296,0.67942,0.9032,0.8548,0.00757,0.9911
125,8560,20017,0.32362,0.6731,0.9048,0.8571,0.01,0.99146
127,2534,20017,0.3127,0.67679,0.9062,0.8594,0.01026,0.99393
129,6647,20017,0.31768,0.68461,0.9077,0.8462,0.00759,0.99344
131,2947,6839,0.34144,0.65557,0.9091,0.8485,0.00455,0.99572
133,20017,20103,0.34755,0.65239,0.9104,0.8507,0.00672,0.9928
135,20177,10724,0.34758,0.67376,0.9118,0.8529,0.00706,0.99181
137,4965,12200,0.31223,0.68897,0.913,0.8551,0.0058,0.99082
139,7484,7992,0.32481,0.6706,0.9143,0.8571,0.0078,0.99426
141,9343,4530,0.35841,0.67104,0.9155,0.8592,0.00892,0.99376
143,11560,5380,0.3606,0.67476,0.9028,0.8611,0.01246,0.98933
145,15444,2434,0.33132,0.65648,0.9041,0.863,0.00945,0.99393
147,4516,5125,0.34231,0.65288,0.9054,0.8649,0.00797,0.99342
149,20017,8427,0.33662,0.63932,0.9067,0.8667,0.00712,0.99442
151,5894,1415,0.39362,0.59504,0.8947,0.8684,0.00481,0.99405
153,2152,10893,0.39512,0.6201,0.8961,0.8701,0.00859,0.99282
155,3789,20017,0.3217,0.67163,0.8974,0.8718,0.00847,0.99351
157,14008,11891,0.34873,0.66612,0.8987,0.8734,0.00684,0.99406
159,14093,20017,0.34391,0.65253,0.9,0.875,0.00555,0.99428
161,10524,2255,0.37838,0.61845,0.9012,0.8765,0.00666,0.99384
163,4915,16048,0.39224,0.62545,0.9024,0.878,0.00767,0.99292
165,20017,20092,0.37442,0.62573,0.9036,0.8795,0.00779,0.99249
167,12652,16019,0.37677,0.63308,0.9048,0.881,0.00962,0.99137
