MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,51205,12692,0.5129,0.48549,1,1,0.51692,0.47442
3,4830,12098,0.50905,0.48642,1,1,0.51528,0.49471
5,9592,15964,0.52447,0.50048,0.6667,1,0.50552,0.50788
7,12879,10826,0.49666,0.52231,0.75,1,0.57973,0.51215
9,14462,6152,0.47607,0.53922,0.8,0.8,0.48616,0.55623
11,20017,20085,0.49971,0.50033,0.8333,0.8333,0.44068,0.55938
13,10720,20017,0.50347,0.49583,0.8571,0.8571,0.44161,0.55854
15,20088,20017,0.50448,0.48022,0.75,0.875,0.42394,0.59254
17,20095,12248,0.51983,0.47483,0.7778,0.8889,0.40887,0.59118
19,20017,16201,0.5277,0.47388,0.8,0.9,0.40659,0.59002
21,20017,4628,0.52247,0.48102,0.8182,0.9091,0.41154,0.57486
23,4745,11793,0.53017,0.47134,0.75,0.9167,0.4304,0.58079
25,6781,20017,0.52622,0.48203,0.7692,0.9231,0.4216,0.58361
27,20093,17523,0.51817,0.49011,0.7857,0.8571,0.4131,0.59589
29,14093,2240,0.5147,0.49561,0.8,0.8667,0.40456,0.60096
31,10123,20017,0.48826,0.50983,0.8125,0.875,0.34651,0.7708
33,6264,8397,0.49244,0.50979,0.8235,0.8824,0.21305,0.78381
35,7222,5427,0.4607,0.52162,0.7778,0.8889,0.23422,0.77645
37,20017,3956,0.48712,0.51893,0.7895,0.8947,0.22546,0.77994
39,7459,3327,0.48977,0.53188,0.75,0.9,0.22392,0.89259
41,9343,3459,0.48812,0.51752,0.7619,0.8571,0.10557,0.89412
43,12570,2585,0.51728,0.47138,0.7727,0.8636,0.08989,0.85981
45,9854,4707,0.52502,0.4757,0.7826,0.8696,0.16606,0.87178
47,9313,20017,0.54585,0.45616,0.7917,0.875,0.11558,0.88301
49,6938,3870,0.56151,0.47294,0.76,0.84,0.11441,0.93212
51,20017,11038,0.53047,0.48334,0.7692,0.8462,0.11842,0.88228
53,12794,20017,0.52572,0.48043,0.7778,0.8519,0.10367,0.91824
55,20098,20017,0.51984,0.49027,0.75,0.8571,0.05316,0.9448
57,20112,7436,0.51008,0.50857,0.7586,0.8621,0.0559,0.95023
59,7855,9044,0.49406,0.5178,0.7667,0.8333,0.05363,0.94558
61,20017,6181,0.50121,0.49665,0.7742,0.8387,0.05189,0.92003
63,20017,10179,0.51204,0.52091,0.75,0.8438,0.03051,0.9333
65,8327,10268,0.48724,0.53249,0.7576,0.8182,0.08719,0.88579
67,8479,8422,0.51142,0.48747,0.7647,0.7941,0.14736,0.89199
69,11897,9444,0.48781,0.51616,0.7714,0.8,0.22368,0.88875
71,14280,9958,0.48804,0.53713,0.7778,0.8056,0.09941,0.90019
73,12281,9730,0.47928,0.54522,0.7838,0.8108,0.07713,0.94527
75,2609,13182,0.46363,0.54949,0.7895,0.8158,0.0567,0.97601
77,7456,9789,0.45246,0.55755,0.7692,0.8205,0.03198,0.97853
79,13692,9383,0.46396,0.53677,0.775,0.8,0.02774,0.98201
81,10562,4934,0.51622,0.57158,0.7561,0.7805,0.01,0.98784
83,2903,3566,0.43636,0.55354,0.7619,0.7857,0.01404,0.9836
85,7119,4153,0.50392,0.55624,0.7442,0.7907,0.05696,0.9904
87,7896,6660,0.44717,0.54739,0.75,0.7955,0.08245,0.99297
89,20017,20126,0.46307,0.53659,0.7556,0.8,0.00887,0.99027
91,7280,20017,0.4514,0.55323,0.7609,0.8043,0.00934,0.98643
93,3882,9724,0.45514,0.5399,0.766,0.8085,0.07727,0.9922
95,11806,3379,0.45967,0.53116,0.7708,0.8125,0.00661,0.99141
97,2795,6030,0.44069,0.54164,0.7755,0.8163,0.00657,0.99105
99,4723,1481,0.46722,0.55769,0.76,0.82,0.09441,0.98974
101,20017,14256,0.45683,0.53724,0.7647,0.8235,0.01012,0.98779
103,20017,9520,0.46062,0.56429,0.75,0.8269,0.00766,0.99017
105,6868,6753,0.43569,0.57708,0.7547,0.8302,0.01174,0.98914
107,3459,1927,0.39168,0.56442,0.7593,0.8333,0.00956,0.98973
109,3760,10274,0.41281,0.62395,0.7636,0.8364,0.06958,0.9865
111,8046,20017,0.33385,0.66188,0.7679,0.8393,0.01946,0.98705
113,20137,9679,0.33826,0.59737,0.7544,0.8421,0.01619,0.98976
115,20017,4294,0.39995,0.63068,0.7586,0.8276,0.0151,0.9853
117,7107,9087,0.41385,0.61512,0.7458,0.8305,0.06113,0.98634
119,20017,14049,0.38096,0.62583,0.75,0.8333,0.01336,0.98918
121,3717,8027,0.39189,0.64706,0.7377,0.8361,0.01124,0.98865
123,20017,14123,0.34248,0.66801,0.7258,0.8387,0.01493,0.98704
125,20017,6341,0.32903,0.68453,0.7302,0.8413,0.01558,0.9869
127,4383,20017,0.3294,0.6778,0.7344,0.8438,0.10579,0.96306
129,5473,5283,0.32635,0.62869,0.7231,0.8462,0.03686,0.98442
131,20017,5897,0.3691,0.61548,0.7273,0.8485,0.01628,0.98345
133,4226,5409,0.41924,0.6345,0.7313,0.8358,0.01929,0.98068
135,7076,11434,0.43104,0.57712,0.7353,0.8382,0.05333,0.9893
137,20017,7145,0.42184,0.5727,0.7391,0.8406,0.01938,0.9828
139,7104,6855,0.44677,0.57199,0.7429,0.8429,0.01225,0.98134
141,20017,20099,0.40959,0.59016,0.7465,0.8451,0.0237,0.98051
143,14577,20017,0.40959,0.59466,0.75,0.8472,0.02179,0.97954
