MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,3497,6233,0.51959,0.49176,1,1,0.51679,0.47385
3,6054,12080,0.50432,0.4954,1,1,0.48972,0.51393
5,6544,4054,0.5032,0.49068,1,1,0.48577,0.57549
7,20017,6019,0.50652,0.50393,1,1,0.42177,0.56051
9,20017,20113,0.50609,0.49382,1,1,0.44353,0.55784
11,20183,20017,0.50648,0.51416,0.8333,1,0.44099,0.55889
13,20118,20185,0.48639,0.5139,0.8571,1,0.44238,0.55582
15,3276,7141,0.49296,0.51927,0.875,1,0.44767,0.60934
17,4183,9863,0.46612,0.52478,0.8889,1,0.45405,0.55554
19,2795,5089,0.47981,0.53331,0.9,0.9,0.47335,0.62867
21,11840,20017,0.47044,0.5309,0.9091,0.8182,0.36348,0.6278
23,15259,8943,0.47797,0.52864,0.9167,0.75,0.37255,0.62611
25,6005,6517,0.48051,0.51539,0.9231,0.7692,0.37311,0.64719
27,3030,10002,0.48384,0.52124,0.9286,0.7857,0.3652,0.64529
29,20017,15745,0.48159,0.52731,0.9333,0.8,0.36304,0.62775
31,17357,12426,0.4757,0.52474,0.9375,0.8125,0.29398,0.68492
33,9288,9723,0.47157,0.51493,0.8824,0.8235,0.3519,0.6514
35,12578,14136,0.47555,0.5279,0.8889,0.8333,0.37733,0.63196
37,7205,20017,0.48793,0.53494,0.8421,0.8421,0.23628,0.60807
39,14116,9284,0.47569,0.53268,0.85,0.85,0.35131,0.60743
41,20017,20516,0.46941,0.53089,0.8571,0.8571,0.43088,0.59793
43,8052,6418,0.48535,0.5084,0.8636,0.8636,0.39489,0.62326
45,6542,10565,0.46462,0.52668,0.8696,0.8696,0.19461,0.76714
47,20017,11542,0.46952,0.54568,0.875,0.875,0.21277,0.7918
49,10338,9000,0.44821,0.55317,0.84,0.88,0.17278,0.85649
51,7205,11348,0.44015,0.57631,0.8462,0.8846,0.14461,0.87726
53,4915,14927,0.43772,0.55616,0.8519,0.8889,0.03647,0.86521
55,3932,20017,0.43594,0.56291,0.8571,0.8929,0.14049,0.87202
57,20094,12936,0.43742,0.56293,0.8621,0.8966,0.10913,0.91569
59,20017,10708,0.43611,0.58743,0.8667,0.9,0.08532,0.91932
61,20017,20143,0.4156,0.58477,0.871,0.9032,0.08441,0.91472
63,10453,20017,0.40589,0.58734,0.875,0.9062,0.08684,0.9124
65,20139,5028,0.41292,0.58956,0.8788,0.9091,0.09023,0.91155
67,10937,4607,0.4171,0.5896,0.8529,0.8824,0.09316,0.95646
69,3381,8197,0.43834,0.55652,0.8571,0.8857,0.03355,0.95673
71,6329,3443,0.42872,0.59397,0.8611,0.8611,0.04194,0.94958
73,3245,3655,0.4746,0.51839,0.8649,0.8649,0.07582,0.95419
75,20017,6900,0.47469,0.5351,0.8684,0.8421,0.04805,0.94383
77,5103,8384,0.45181,0.55899,0.8718,0.8462,0.08002,0.88622
79,20017,5758,0.43873,0.56526,0.85,0.85,0.09473,0.9092
81,9022,17823,0.4402,0.56515,0.8537,0.8537,0.08952,0.92456
83,11872,20017,0.43184,0.57026,0.8571,0.8571,0.0668,0.94486
85,20112,6771,0.43012,0.54093,0.8605,0.8605,0.04987,0.95987
87,20017,8647,0.45857,0.55156,0.8636,0.8636,0.03595,0.9745
89,12894,9601,0.45449,0.53082,0.8667,0.8444,0.01371,0.97774
