MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,3050,4263,0.51835,0.47482,1,1,0.51851,0.47159
3,4270,11003,0.51067,0.48929,1,1,0.51581,0.49337
5,4352,9347,0.51934,0.48694,1,1,0.50634,0.49929
7,9465,11164,0.51022,0.5009,0.75,0.75,0.57004,0.52122
9,20017,20116,0.50768,0.49207,0.8,0.8,0.47759,0.52611
11,20183,10928,0.50789,0.50083,0.8333,0.8333,0.42646,0.58756
13,20017,20079,0.49624,0.50355,0.8571,0.8571,0.40911,0.59009
15,6159,20017,0.48275,0.51466,0.875,0.875,0.41138,0.58225
17,20154,20234,0.48596,0.51434,0.8889,0.8889,0.40682,0.5961
19,6753,2958,0.48838,0.53666,0.8,0.9,0.40074,0.70812
21,4150,2355,0.46295,0.51741,0.8182,0.9091,0.31585,0.79513
23,14721,9651,0.47347,0.53168,0.8333,0.8333,0.25423,0.78483
25,5711,9398,0.45696,0.53812,0.8462,0.8462,0.23822,0.72014
27,4582,6542,0.47449,0.5418,0.8571,0.7857,0.12309,0.84686
29,2520,6796,0.47912,0.51619,0.8667,0.8,0.14701,0.78463
31,2117,4078,0.47988,0.49129,0.875,0.8125,0.23577,0.83563
33,5955,6795,0.50146,0.48668,0.8824,0.8235,0.1074,0.82021
35,2501,20017,0.52536,0.49082,0.8889,0.8333,0.07013,0.79661
37,20160,9407,0.50871,0.49757,0.8947,0.7895,0.18851,0.82295
39,5440,2844,0.49415,0.5476,0.9,0.8,0.17498,0.80414
41,4121,12305,0.43596,0.56103,0.9048,0.8095,0.14653,0.8346
43,5239,6412,0.43097,0.58375,0.9091,0.8182,0.18093,0.92064
45,6082,13651,0.44506,0.57035,0.8696,0.8261,0.10114,0.92454
47,20017,8960,0.43149,0.57227,0.875,0.8333,0.07177,0.93991
49,20017,10020,0.42555,0.57089,0.84,0.84,0.06765,0.93234
51,8086,10235,0.4391,0.55994,0.8462,0.8077,0.0776,0.91671
53,10527,9110,0.46271,0.53508,0.8519,0.8148,0.03202,0.95742
55,2050,14058,0.45777,0.54939,0.8571,0.8214,0.04637,0.95643
57,8993,16187,0.46212,0.53722,0.8621,0.8276,0.02763,0.97153
