MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,3322,1773,0.4763,0.51012,0,1,0.51736,0.50807
3,5444,9621,0.45799,0.5337,0.5,1,0.49048,0.55181
5,5340,2068,0.46712,0.52352,0.3333,1,0.44287,0.55118
7,6230,9253,0.47348,0.54419,0.5,0.75,0.43383,0.57427
9,12135,5969,0.46018,0.53348,0.4,0.6,0.52152,0.4883
11,7162,7189,0.466,0.52017,0.5,0.6667,0.59938,0.41019
13,2941,2408,0.47941,0.53127,0.5714,0.7143,0.50503,0.30431
15,7262,3486,0.46442,0.53131,0.625,0.75,0.6093,0.37368
17,10538,13978,0.45398,0.54576,0.6667,0.7778,0.61833,0.36718
19,4823,16440,0.45177,0.54866,0.7,0.8,0.61198,0.39573
21,5231,20017,0.45937,0.54528,0.7273,0.8182,0.60934,0.39265
23,11013,3408,0.46001,0.49569,0.6667,0.8333,0.61825,0.3706
25,3176,20017,0.47534,0.52328,0.6923,0.8462,0.62922,0.38108
27,3846,8047,0.46455,0.54334,0.7143,0.7857,0.6264,0.37916
29,9262,10260,0.48768,0.51988,0.7333,0.8,0.62751,0.38738
31,11096,20017,0.48124,0.5201,0.75,0.8125,0.35377,0.51602
33,20096,20176,0.47968,0.52027,0.7647,0.8235,0.57363,0.39595
35,5500,8041,0.48012,0.53998,0.7778,0.8333,0.62581,0.37043
37,7494,17906,0.47829,0.53138,0.7895,0.8421,0.6275,0.36476
39,11181,9723,0.4968,0.52412,0.8,0.85,0.64449,0.36002
41,16795,5962,0.48704,0.49698,0.8095,0.8571,0.63651,0.37203
43,7664,11434,0.49301,0.51516,0.8182,0.8182,0.78079,0.21082
45,3079,20017,0.55451,0.44148,0.8261,0.7826,0.91408,0.20417
47,20017,20086,0.54844,0.45163,0.8333,0.7917,0.81423,0.19165
49,20164,15483,0.54879,0.45926,0.84,0.8,0.81112,0.19034
51,20017,20092,0.54367,0.45638,0.8462,0.8077,0.80996,0.18978
53,20155,20221,0.54377,0.456,0.8519,0.8148,0.80952,0.19182
55,20286,20355,0.54431,0.45567,0.8571,0.8214,0.80756,0.19231
57,2399,4699,0.54773,0.46442,0.8621,0.8276,0.81226,0.17997
59,11433,3236,0.52477,0.45962,0.8333,0.8333,0.8286,0.1842
61,5209,11669,0.53585,0.45394,0.8065,0.8387,0.866,0.15702
63,20017,14512,0.54224,0.46171,0.8125,0.8438,0.87158,0.13305
65,13718,8078,0.54468,0.48668,0.8182,0.8485,0.86235,0.0889
67,20017,8013,0.52354,0.49063,0.8235,0.8529,0.90339,0.0946
69,3431,6584,0.52611,0.48637,0.8286,0.8571,0.90791,0.06031
71,3580,3997,0.53524,0.46734,0.8056,0.8611,0.94394,0.05988
73,5704,4696,0.53594,0.48203,0.8108,0.8649,0.94026,0.07701
75,6945,8294,0.53516,0.47086,0.8158,0.8684,0.95493,0.08464
77,12146,7299,0.52809,0.467,0.8205,0.8462,0.90679,0.07673
79,5730,3475,0.56479,0.42734,0.825,0.85,0.96267,0.02236
81,4117,6137,0.56908,0.4483,0.8293,0.8293,0.97195,0.03816
83,16547,10230,0.55967,0.43807,0.8333,0.8333,0.95956,0.03365
85,20017,13107,0.56549,0.44092,0.8372,0.8372,0.973,0.0323
87,20017,7216,0.55864,0.457,0.8409,0.8409,0.96732,0.02327
89,4899,7552,0.57041,0.45784,0.8222,0.8444,0.97528,0.02053
91,2268,2582,0.55839,0.43065,0.8261,0.8478,0.97617,0.05102
93,20017,20098,0.56183,0.43823,0.8298,0.8511,0.95273,0.04935
95,20171,3041,0.56204,0.4461,0.8333,0.8333,0.95095,0.05423
97,3077,5178,0.55055,0.40836,0.8163,0.8367,0.94438,0.05497
99,3769,11534,0.63055,0.40185,0.8,0.84,0.97068,0.05442
101,7501,5505,0.59315,0.40492,0.7843,0.8431,0.96055,0.05069
103,5817,14283,0.59302,0.4241,0.7885,0.8269,0.95081,0.05702
105,3239,8683,0.60188,0.40295,0.7925,0.8113,0.97111,0.01333
107,20017,4975,0.5803,0.41519,0.7963,0.8148,0.96936,0.01167
109,14727,3311,0.58685,0.4093,0.8,0.8182,0.97813,0.02224
111,2583,10276,0.58117,0.42123,0.8036,0.8214,0.99267,0.01396
113,9464,5189,0.58138,0.43839,0.7895,0.807,0.98702,0.03058
115,11912,5124,0.60035,0.40948,0.7931,0.7931,0.98339,0.02263
117,10936,18790,0.61712,0.38274,0.7966,0.7966,0.96028,0.05155
119,9722,3623,0.63758,0.35024,0.8,0.8,0.92254,0.02183
121,3744,5784,0.6605,0.37125,0.8033,0.7869,0.98309,0.02261
123,8357,20017,0.66644,0.3291,0.8065,0.7903,0.9645,0.03791
125,7060,20017,0.65545,0.3449,0.8095,0.7937,0.96087,0.04415
127,11581,10793,0.69183,0.31147,0.8125,0.7969,0.9537,0.04399
129,3447,6929,0.68025,0.31478,0.8,0.8,0.95898,0.06208
131,14246,6095,0.68753,0.32947,0.803,0.803,0.95155,0.03948
133,16050,5951,0.69362,0.31506,0.806,0.806,0.96401,0.03937
135,9317,16105,0.66769,0.39654,0.7941,0.7941,0.95659,0.04563
137,1936,9244,0.67019,0.4354,0.7971,0.7826,0.96941,0.01385
139,7132,12342,0.68286,0.34023,0.8,0.7857,0.98685,0.01597
141,20017,20087,0.65193,0.3484,0.8028,0.7887,0.98782,0.01277
143,20156,7827,0.65178,0.39278,0.8056,0.7917,0.98971,0.01141
145,20017,10672,0.5972,0.45503,0.8082,0.7808,0.9901,0.01364
147,20017,20102,0.64873,0.35133,0.8108,0.7838,0.98564,0.01448
149,5225,9547,0.6386,0.43528,0.8133,0.7733,0.98945,0.01184
151,20017,20098,0.68585,0.31412,0.8158,0.7763,0.98793,0.011
153,13846,20017,0.69342,0.30869,0.8182,0.7792,0.98436,0.01855
155,11378,20017,0.69875,0.30696,0.8205,0.7821,0.98722,0.01349
157,20090,7012,0.69328,0.31517,0.8228,0.7722,0.98777,0.0148
159,11639,7293,0.7022,0.31272,0.825,0.775,0.99268,0.00963
161,20017,,0.69249,,0.8272,,0.99196,
