MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,2853,4746,0.51284,0.48246,1,1,0.51795,0.47642
3,7052,11126,0.50398,0.49081,1,1,0.4809,0.49146
5,8553,9664,0.52821,0.49413,0.6667,0.6667,0.50118,0.495
7,6746,3300,0.50369,0.4981,0.75,0.75,0.52214,0.5215
9,7871,4335,0.50778,0.49032,0.6,0.8,0.52436,0.48209
11,3569,8516,0.49098,0.49638,0.6667,0.8333,0.56099,0.4135
13,5688,20017,0.5031,0.49762,0.5714,0.8571,0.60219,0.46933
15,4692,12536,0.52447,0.47953,0.625,0.875,0.52635,0.46521
17,5735,12535,0.51912,0.4836,0.6667,0.8889,0.56914,0.44173
19,20017,3769,0.51529,0.46987,0.6,0.9,0.55986,0.44842
21,8669,6488,0.51551,0.47795,0.6364,0.8182,0.50212,0.51102
23,5051,20017,0.53638,0.46037,0.6667,0.8333,0.63693,0.27666
25,6634,7401,0.54053,0.42713,0.6154,0.8462,0.71477,0.29883
27,2395,7099,0.58847,0.38917,0.6429,0.8571,0.74714,0.16862
29,3123,14483,0.64048,0.38843,0.6667,0.8,0.7866,0.26732
31,10394,12771,0.58028,0.43209,0.6875,0.8125,0.9003,0.05317
33,2967,20017,0.57976,0.41269,0.7059,0.8235,0.91705,0.05157
35,4596,4064,0.59052,0.40233,0.7222,0.7778,0.9382,0.10337
37,6212,13229,0.58435,0.41402,0.6842,0.7895,0.93532,0.11977
39,13550,6702,0.58626,0.42792,0.7,0.75,0.89139,0.12198
41,20017,12112,0.59874,0.39561,0.7143,0.7619,0.94214,0.03524
43,7306,4217,0.59644,0.37654,0.7273,0.7727,0.9644,0.02842
45,5952,10899,0.61051,0.37133,0.6957,0.7826,0.95531,0.04474
47,9662,20017,0.64924,0.36015,0.7083,0.7917,0.96223,0.05841
49,20089,9964,0.63963,0.36626,0.72,0.76,0.92966,0.08544
51,10731,10969,0.61644,0.39929,0.7308,0.7692,0.95708,0.05856
53,20017,11869,0.59828,0.38696,0.7407,0.7778,0.94248,0.05649
55,8173,7013,0.60928,0.39563,0.75,0.7857,0.93447,0.0786
57,4120,15650,0.5984,0.41747,0.7586,0.7586,0.93148,0.01506
59,10316,5845,0.58674,0.41144,0.7333,0.7333,0.97048,0.06446
61,6728,4065,0.58689,0.4946,0.7097,0.7097,0.96917,0.03041
63,20017,20175,0.51755,0.48318,0.7188,0.7188,0.99289,0.00877
65,8478,4451,0.50308,0.47784,0.697,0.7273,0.99391,0.00569
67,3616,4814,0.54061,0.47282,0.7059,0.7353,0.98914,0.03532
69,8057,8286,0.54379,0.46557,0.7143,0.7143,0.98911,0.01825
71,7596,7336,0.54028,0.45449,0.7222,0.7222,0.98755,0.01844
73,20017,20224,0.54338,0.45677,0.7297,0.7297,0.98232,0.0184
75,4133,12981,0.54553,0.46845,0.7368,0.7368,0.98496,0.02011
77,15579,9109,0.52714,0.4748,0.7179,0.7436,0.97798,0.02413
79,10435,20017,0.53926,0.45388,0.725,0.75,0.98522,0.01564
81,11251,5856,0.52571,0.51266,0.7317,0.7561,0.98764,0.01428
83,20017,5992,0.48449,0.50528,0.7381,0.7619,0.98667,0.01426
85,16626,9084,0.49584,0.4776,0.7442,0.7674,0.98795,0.00407
87,20017,20175,0.51855,0.48128,0.75,0.7727,0.9962,0.00418
89,6095,3561,0.54372,0.48155,0.7556,0.7556,0.99499,0.004
91,19203,2102,0.54158,0.4709,0.7609,0.7609,0.99448,0.01106
