MoveNo,DBSN,DWSN,DBWR,DWWR,DBTMR,DWTMR,EBWR,EWWR
1,3654,5611,0.47685,0.51704,1,1,0.51647,0.49261
3,3541,11224,0.47706,0.52668,1,1,0.50646,0.5249
5,11082,8520,0.4717,0.53887,0.6667,1,0.47577,0.52143
7,10116,14795,0.46496,0.53918,0.75,1,0.4599,0.51785
9,7702,12645,0.47799,0.54685,0.6,1,0.47937,0.52263
11,9465,16960,0.44853,0.56447,0.6667,1,0.54764,0.41107
13,20017,20168,0.43515,0.56487,0.7143,1,0.62821,0.36763
15,20239,20317,0.4349,0.56513,0.75,1,0.62608,0.24768
17,20392,20466,0.43479,0.5653,0.7778,1,0.81333,0.20609
19,20542,7811,0.43481,0.56847,0.8,1,0.84135,0.1399
21,16361,3215,0.44308,0.54484,0.7273,1,0.82683,0.22865
23,2833,4879,0.43698,0.56288,0.75,0.9167,0.84541,0.11139
25,14690,20017,0.4412,0.55891,0.7692,0.9231,0.86684,0.13007
27,20100,20171,0.44102,0.55908,0.7857,0.9286,0.86546,0.14077
29,20242,3888,0.44083,0.53716,0.8,0.9333,0.85627,0.15225
31,6231,8369,0.4737,0.55263,0.75,0.9375,0.90715,0.06263
33,11063,12330,0.44112,0.56754,0.7647,0.8824,0.9186,0.08913
35,5451,5578,0.4173,0.56179,0.7222,0.8333,0.91339,0.07728
37,12860,6474,0.44761,0.57139,0.7368,0.7895,0.89139,0.11914
39,3488,3103,0.46797,0.5136,0.75,0.8,0.9764,0.05782
41,3451,12244,0.48523,0.51062,0.7619,0.7619,0.9763,0.01695
43,3299,17450,0.49418,0.52189,0.7273,0.7727,0.98131,0.0309
45,15836,8388,0.49157,0.56573,0.6957,0.7391,0.97228,0.07374
47,2761,13535,0.40317,0.58192,0.7083,0.75,0.9128,0.05199
49,20017,8126,0.4204,0.5837,0.72,0.72,0.92041,0.07976
51,13059,12599,0.42661,0.59273,0.7308,0.7308,0.98958,0.01043
53,6813,20018,0.41851,0.57217,0.7407,0.7407,0.99147,0.00973
55,4517,3722,0.44448,0.57986,0.7143,0.75,0.99191,0.00924
57,5964,2584,0.44122,0.6022,0.6897,0.7241,0.99269,0.01659
59,12264,3364,0.424,0.53557,0.7,0.7,0.97892,0.03938
61,2878,12672,0.42953,0.56513,0.7097,0.7097,0.98919,0.01574
63,6562,14252,0.44652,0.55976,0.7188,0.7188,0.9833,0.01903
65,20017,20086,0.4359,0.56397,0.7273,0.7273,0.97219,0.02996
67,20161,20236,0.43597,0.56416,0.7353,0.7353,0.96978,0.03118
69,20310,20383,0.43604,0.5641,0.7429,0.7429,0.96909,0.03103
71,20463,20536,0.43598,0.564,0.75,0.75,0.96873,0.03133
73,20611,20674,0.436,0.56436,0.7568,0.7568,0.96847,0.03187
75,4844,17684,0.47628,0.5791,0.7368,0.7368,0.96893,0.10631
77,4484,20017,0.45622,0.53728,0.7436,0.7436,0.90708,0.08227
79,20098,16163,0.46293,0.55022,0.75,0.75,0.92289,0.07476
81,6501,20017,0.46566,0.5243,0.7561,0.7561,0.93573,0.05797
83,3218,20017,0.5013,0.47824,0.7619,0.7619,0.9474,0.04892
85,20095,6277,0.5218,0.49719,0.7674,0.7674,0.95104,0.05531
87,20017,20084,0.50531,0.49479,0.7727,0.7727,0.94689,0.04847
89,9097,9359,0.50871,0.49526,0.7778,0.7778,0.95911,0.04848
91,20017,1426,0.50896,0.49308,0.7826,0.7826,0.96007,0.01954
93,8247,20017,0.526,0.47298,0.7872,0.7872,0.97098,0.03274
95,4773,20017,0.55596,0.45504,0.7917,0.7917,0.97143,0.03296
97,20094,5995,0.54488,0.49518,0.7959,0.7755,0.96787,0.03371
99,16631,2071,0.61509,0.38106,0.8,0.78,0.99703,0.00341
101,5019,11654,0.6481,0.35229,0.8039,0.7843,0.998,0.00248
103,1736,8433,0.65597,0.33245,0.8077,0.7692,0.99688,0.00439
105,2586,1856,0.5558,0.40838,0.8113,0.7736,0.99687,0.00304
107,4291,2762,0.58278,0.42332,0.8148,0.7778,0.99723,0.00421
109,16621,20017,0.58637,0.37413,0.8,0.7636,0.99686,0.00652
111,7453,20017,0.60905,0.37887,0.8036,0.7679,0.99605,0.00445
113,5662,12774,0.65798,0.45229,0.7895,0.7719,0.99677,0.00372
115,20017,3466,0.54805,0.43569,0.7931,0.7759,0.99685,0.00355
117,1604,3589,0.58108,0.39681,0.7966,0.7797,0.99643,0.00369
119,516,3317,0.56271,0.3768,0.8,0.7833,0.99562,0.00436
121,20017,20079,0.63764,0.36226,0.8033,0.7869,0.99567,0.00508
123,1820,2619,0.58693,0.41541,0.8065,0.7903,0.99736,0.00474
125,1767,1906,0.57057,0.40378,0.8095,0.7937,0.9952,0.00479
127,8641,5419,0.62724,0.42737,0.7969,0.7969,0.99546,0.0062
129,20017,5328,0.56837,0.46665,0.8,0.7846,0.99561,0.00393
131,4222,10383,0.5011,0.49562,0.803,0.7727,0.99679,0.0053
133,13218,7255,0.50712,0.4959,0.806,0.7761,0.99709,0.00489
135,12851,4565,0.52692,0.46555,0.8088,0.7647,0.99516,0.00539
137,1713,14908,0.56337,0.42871,0.8116,0.7681,0.99628,0.00807
139,20017,20083,0.57254,0.42746,0.8143,0.7714,0.99552,0.00624
141,20156,4071,0.57305,0.44053,0.8169,0.7606,0.99371,0.00609
143,20017,2233,0.61617,0.33576,0.8194,0.7639,0.99288,0.00735
145,18214,13161,0.67107,0.32399,0.8219,0.7671,0.99357,0.00787
147,4024,20017,0.65014,0.35684,0.8243,0.7703,0.9925,0.00897
149,16866,20017,0.64672,0.35399,0.8267,0.7733,0.99289,0.00798
151,20097,5514,0.6465,0.32677,0.8289,0.7763,0.99231,0.0077
153,6641,5213,0.68432,0.29765,0.8182,0.7792,0.99496,0.05916
155,20017,6437,0.6897,0.34866,0.8205,0.7821,0.99511,0.00575
157,3586,20017,0.68933,0.30055,0.8228,0.7848,0.99475,0.00696
159,20097,20180,0.69936,0.30035,0.825,0.7875,0.99205,0.00888
161,6735,6921,0.70565,0.28176,0.8272,0.7901,0.99399,0.0067
163,9418,1573,0.7635,0.19542,0.8171,0.7927,0.99318,0.00591
165,10371,4769,0.80898,0.19076,0.8193,0.7831,0.99637,0.0196
167,13158,4957,0.81025,0.20053,0.8214,0.7738,0.99659,0.00521
169,4270,5221,0.81983,0.21057,0.8235,0.7647,0.99602,0.03894
171,10228,,0.85294,,0.8256,,0.99365,
